"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.946460625E0,8.132588196E-1,-6.356082458E0,6.372847595E0,9.037386824E0
2.956498625E0,2.150428162E0,-6.696175232E0,7.445666656E0,1.024212165E1
2.966535625E0,2.031126251E0,-7.594157867E0,8.375233612E0,1.148656805E1
2.976573625E0,3.590882721E0,-8.383017426E0,6.426585846E0,1.115663146E1
2.986610625E0,6.062243500E0,-9.282047882E0,6.049819336E0,1.262962878E1
2.996648625E0,7.067403259E0,-9.665251007E0,3.906576233E0,1.259470538E1
3.006686625E0,6.133645020E0,-8.596323853E0,3.393892365E0,1.109219953E1
3.016723625E0,3.118165741E0,-8.163424072E0,4.611460419E0,9.880790321E0
3.026761625E0,7.833210754E-1,-7.592511292E0,4.086053009E0,8.657693042E0
3.036799625E0,6.560856628E-1,-7.682474213E0,2.650388489E0,8.153245830E0
3.046836625E0,1.185384979E0,-8.629255371E0,3.319946136E0,9.321546447E0
3.056874625E0,5.538482666E-1,-9.486522675E0,4.330644379E0,1.044295653E1
3.066911625E0,2.835104370E-1,-8.817863159E0,4.010759583E0,9.691299257E0
3.076949625E0,3.057392120E0,-7.031627655E0,2.829266510E0,8.172893187E0
3.086987625E0,2.866988068E0,-7.022496643E0,-1.269360352E-1,7.586250223E0
3.097024625E0,3.011737061E0,-8.170160065E0,-6.688092041E-1,8.733234301E0
3.107062625E0,5.344336395E0,-7.927215271E0,7.620652771E-1,9.590798556E0
3.117100625E0,5.881718903E0,-9.007518768E0,1.631307678E0,1.088077094E1
3.127137625E0,6.737339630E0,-9.196875000E0,2.113455048E0,1.159486728E1
3.137175625E0,7.666457520E0,-9.323511658E0,3.883524170E0,1.268007100E1
3.147212625E0,3.616479492E0,-8.611741791E0,1.891017609E0,9.529793712E0
3.157250625E0,2.759511566E0,-7.865393829E0,2.193688202E0,8.619257050E0
3.167288625E0,3.806584167E0,-7.805967407E0,2.439776459E0,9.020849148E0
3.177325625E0,4.453838196E0,-7.984096985E0,2.652783508E0,9.519440093E0
3.187363625E0,4.392465820E0,-8.364456024E0,2.703228607E0,9.826765768E0
3.197401625E0,3.969744873E0,-8.499175873E0,1.752854919E0,9.542922259E0
3.207438625E0,3.654051361E0,-8.016878815E0,1.049168243E0,8.872609046E0
3.217476625E0,3.308120728E0,-7.827821960E0,2.229912872E0,8.785839221E0
