"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.436899125E0,-5.891748047E-1,2.025887146E0,9.719588013E0,9.945940720E0
1.446936125E0,-5.451663208E-1,2.074985046E0,9.556576996E0,9.794433783E0
1.456974125E0,-5.155279541E-1,1.935026093E0,9.607471161E0,9.813949111E0
1.467011125E0,-5.649252319E-1,1.699715424E0,9.688452759E0,9.852628578E0
1.477048125E0,-5.869294739E-1,1.536854095E0,9.698182526E0,9.836724608E0
1.487086125E0,-5.983058167E-1,1.485959930E0,9.782157898E0,9.912449743E0
1.497123125E0,-5.836363220E-1,1.421593781E0,9.932595062E0,1.005077136E1
1.507160125E0,-5.128335571E-1,1.370549927E0,9.985435181E0,1.009209201E1
1.517197125E0,-5.626799011E-1,1.328188019E0,1.010967682E1,1.021206431E1
1.527235125E0,-6.030958557E-1,1.280137939E0,1.013108231E1,1.022943334E1
1.537272125E0,-6.406677246E-1,1.193318481E0,1.000624191E1,1.009749183E1
1.547309125E0,-6.051914978E-1,1.051413574E0,9.957293701E0,1.003092344E1
1.557347125E0,-5.278024292E-1,1.063238983E0,9.966125336E0,1.003656847E1
1.567384125E0,-4.802014160E-1,1.163530426E0,9.893526306E0,9.973277256E0
1.577421125E0,-5.322930908E-1,1.343456268E0,9.743089142E0,9.849669878E0
1.587458125E0,-5.469625854E-1,1.578317871E0,9.441166992E0,9.587798994E0
1.597496125E0,-6.027964783E-1,1.663790131E0,9.192534027E0,9.361316309E0
1.607533125E0,-7.132667542E-1,1.616189117E0,9.153165894E0,9.322084670E0
1.617570125E0,-9.035211182E-1,1.443598022E0,9.233848114E0,9.389583412E0
1.627608125E0,-1.049168243E0,1.355431366E0,9.273665314E0,9.430737858E0
1.637645125E0,-1.147513733E0,1.321152649E0,9.280850372E0,9.444385407E0
1.647682125E0,-1.161584473E0,1.338366852E0,9.294621735E0,9.462055670E0
1.657719125E0,-1.142274628E0,1.371148682E0,9.275311890E0,9.445435442E0
1.667757125E0,-1.081201630E0,1.403780823E0,9.217831421E0,9.386586902E0
1.677794125E0,-9.966275024E-1,1.455423431E0,9.125024414E0,9.293954718E0
1.687831125E0,-8.951385498E-1,1.493594055E0,8.736582184E0,8.908420987E0
1.697868125E0,-8.545729065E-1,1.470541992E0,8.431965637E0,8.601792436E0
1.707906125E0,-7.891589355E-1,1.444795532E0,8.161178741E0,8.325565711E0
1.717943125E0,-7.255412292E-1,1.319655762E0,8.026009827E0,8.166072198E0
1.727980125E0,-6.852749634E-1,1.193019104E0,7.966583405E0,8.084512818E0
1.738018125E0,-6.424639893E-1,1.109941864E0,8.024363251E0,8.126200619E0
1.748055125E0,-8.354127502E-1,9.392967224E-1,8.121062164E0,8.217776066E0
1.758092125E0,-1.027912445E0,8.677455139E-1,8.028704224E0,8.140619005E0
1.768129125E0,-1.177750854E0,7.818241882E-1,7.886949005E0,8.012634445E0
1.778167125E0,-1.201102295E0,5.736071777E-1,7.941435699E0,8.052209193E0
1.788204125E0,-1.077459412E0,3.122506714E-1,8.147706757E0,8.224569573E0
1.798241125E0,-1.041384430E0,1.173559570E-1,8.292605438E0,8.358562012E0
1.808278125E0,-1.219064941E0,-1.523831177E-1,8.419990540E0,8.509146880E0
1.818316125E0,-1.299148407E0,-4.104464722E-1,8.397237854E0,8.507047459E0
1.828353125E0,-1.284029846E0,-5.216651917E-1,8.492888947E0,8.605232703E0
1.838390125E0,-1.625619507E0,-5.899232483E-1,8.693920898E0,8.864248914E0
1.848428125E0,-1.969753876E0,-6.572831726E-1,8.812923431E0,9.054257060E0
1.858465125E0,-1.810784454E0,-6.026467896E-1,9.111402740E0,9.309123664E0
1.868502125E0,-1.814826050E0,-7.243437195E-1,9.540859680E0,9.738905013E0
1.878539125E0,-1.964963837E0,-1.116528168E0,9.843230896E0,1.009935208E1
1.888577125E0,-2.344275055E0,-1.583856354E0,9.942175140E0,1.033687927E1
1.898614125E0,-2.605930939E0,-1.890867920E0,9.813891907E0,1.032853968E1
1.908651125E0,-2.478695526E0,-1.772613831E0,9.510622559E0,9.986893048E0
1.918689125E0,-2.137704620E0,-1.372645569E0,9.129964142E0,9.476823420E0
1.928726125E0,-1.902693329E0,-8.012837219E-1,8.607400818E0,8.851533559E0
1.938763125E0,-1.774859161E0,-2.929408264E-1,8.366701355E0,8.557898745E0
1.948800125E0,-1.678908691E0,-6.825805664E-2,8.574918365E0,8.737998543E0
1.958838125E0,-1.776356049E0,-3.402424622E-1,9.166188812E0,9.342923690E0
1.968875125E0,-2.107467499E0,-1.125060425E0,9.501491547E0,9.797220107E0
1.978912125E0,-2.587968292E0,-1.604513397E0,9.660910034E0,1.012942377E1
1.988949125E0,-3.073109436E0,-1.494641876E0,9.565408630E0,1.015750945E1
1.998987125E0,-3.576961670E0,-9.345066833E-1,9.018146667E0,9.746534094E0
2.009024125E0,-4.136049042E0,-5.298980713E-2,8.315657501E0,9.287619139E0
2.019061125E0,-4.390519867E0,7.825726318E-1,7.965086517E0,9.128619165E0
2.029099125E0,-4.300407257E0,1.009650421E0,7.853718109E0,9.010759385E0
2.039136125E0,-4.147275696E0,7.331753540E-1,7.888894958E0,8.942712422E0
2.049173125E0,-3.786076813E0,2.360591125E-1,8.159382477E0,8.998090016E0
2.059210125E0,-3.259771271E0,-2.585124207E-1,8.431815948E0,9.043697120E0
2.069248125E0,-2.709066467E0,-4.489164734E-1,8.675209808E0,9.099441320E0
2.079285125E0,-2.215093689E0,-3.291654968E-1,8.683292999E0,8.967416980E0
2.089322125E0,-2.301613770E0,3.353027344E-2,8.468339996E0,8.775610094E0
2.099359125E0,-2.652633820E0,6.674620056E-1,8.163723450E0,8.609782359E0
2.109397125E0,-3.243006134E0,1.520987091E0,8.436905365E0,9.165798528E0
2.119434125E0,-3.794609070E0,1.942959595E0,9.264384613E0,1.019818475E1
2.129471125E0,-4.288132782E0,1.427281952E0,9.709858246E0,1.071011502E1
2.139509125E0,-4.680466919E0,4.111949158E-1,9.679621124E0,1.075968944E1
2.149546125E0,-4.630321198E0,-4.379891968E-1,9.606872406E0,1.067350488E1
2.159583125E0,-4.478985901E0,-8.593629456E-1,9.364226990E0,1.041578449E1
2.169620125E0,-4.239184570E0,-7.732919312E-1,8.622519379E0,9.639320861E0
2.179658125E0,-3.815415802E0,-2.406994629E-1,7.962691498E0,8.832881176E0
2.189695125E0,-3.553460541E0,4.845423889E-1,7.818241882E0,8.601556212E0
2.199732125E0,-3.429518280E0,1.010997620E0,8.102500763E0,8.856310204E0
2.209770125E0,-3.475622406E0,1.185235291E0,8.692573700E0,9.436396099E0
2.219807125E0,-3.836970978E0,9.431886292E-1,9.452393646E0,1.024498398E1
2.229844125E0,-4.222419434E0,3.412902832E-1,1.011776001E1,1.096879084E1
2.239881125E0,-4.574187927E0,-3.543132019E-1,1.038899597E1,1.135693490E1
2.249919125E0,-5.014871521E0,-7.637118530E-1,1.023870850E1,1.142643181E1
2.259956125E0,-5.048102417E0,-6.857240295E-1,9.656119995E0,1.091761003E1
2.269993125E0,-4.833149414E0,-2.552192688E-1,9.184750214E0,1.038191247E1
2.280030125E0,-4.702770538E0,1.829196167E-1,8.943601685E0,1.010631097E1
2.290068750E0,-4.580624542E0,5.646258545E-1,8.708590393E0,9.855986515E0
2.300105750E0,-4.593348083E0,7.238946533E-1,8.615633698E0,9.790404184E0
2.310142750E0,-4.948260040E0,5.821394348E-1,9.186546478E0,1.045068419E1
2.320180750E0,-5.416785736E0,-2.993774414E-2,9.947264557E0,1.132654123E1
2.330217750E0,-5.742209015E0,-8.101153564E-1,1.031639694E1,1.183458056E1
2.340254750E0,-5.805527344E0,-1.327888641E0,1.038345749E1,1.197011384E1
2.350291750E0,-5.748945007E0,-1.302142181E0,1.056428146E1,1.209751982E1
2.360329750E0,-5.749693451E0,-8.572673035E-1,1.080273560E1,1.226755796E1
2.370366750E0,-5.972879333E0,-5.393284607E-1,1.080812439E1,1.236049010E1
2.380403750E0,-6.277645569E0,-4.846920776E-1,1.050440598E1,1.224688961E1
2.390440750E0,-6.485862579E0,-4.927752686E-1,1.012928604E1,1.203792659E1
2.400478750E0,-6.555467834E0,-5.492079163E-1,9.814191284E0,1.181499634E1
2.410515750E0,-6.549031219E0,-7.316784668E-1,9.599088593E0,1.164335283E1
2.420552750E0,-6.445895691E0,-1.001866608E0,9.311985626E0,1.136953756E1
2.430590750E0,-6.133345642E0,-1.207538910E0,9.036857758E0,1.098821537E1
2.440627750E0,-5.631289673E0,-1.156345367E0,8.850195923E0,1.055341300E1
2.450664750E0,-5.151237946E0,-9.071136475E-1,8.878337402E0,1.030451273E1
2.460701750E0,-4.850064240E0,-6.505471802E-1,8.973539429E0,1.022109312E1
2.470739750E0,-4.832400970E0,-5.649252319E-1,8.988208923E0,1.022052539E1
2.480776750E0,-4.998405762E0,-6.601272583E-1,8.912915497E0,1.024011186E1
2.490813750E0,-5.214705963E0,-8.366102600E-1,8.825048218E0,1.028467554E1
2.500850750E0,-5.398972778E0,-9.687854004E-1,8.720864868E0,1.030247234E1
2.510888750E0,-5.380860443E0,-1.061891785E0,8.750353546E0,1.032714677E1
2.520925750E0,-5.206473083E0,-1.146914978E0,8.885372772E0,1.036207630E1
2.530962750E0,-4.928950195E0,-1.186283112E0,8.967252502E0,1.030113756E1
2.541000750E0,-4.638853455E0,-1.138981476E0,9.106313324E0,1.028305317E1
2.551037750E0,-4.420008545E0,-1.044527893E0,9.291627960E0,1.034223691E1
2.561074750E0,-4.442312164E0,-9.906399536E-1,9.403894501E0,1.044742727E1
2.571111750E0,-4.564907227E0,-9.698332214E-1,9.394464111E0,1.048975264E1
2.581149750E0,-4.597539368E0,-9.891430664E-1,9.509275360E0,1.060858568E1
2.591186750E0,-4.731959839E0,-1.052461395E0,9.537566528E0,1.069879873E1
2.601223750E0,-4.701573029E0,-1.038540344E0,9.378148041E0,1.054196451E1
2.611260750E0,-4.552932129E0,-9.054670715E-1,9.218280487E0,1.032113156E1
2.621298750E0,-4.325704651E0,-7.619155884E-1,8.997040558E0,1.001194161E1
2.631335750E0,-4.114942932E0,-6.595285034E-1,8.921298065E0,9.846689411E0
2.641372750E0,-4.026327209E0,-6.024971008E-1,9.051227875E0,9.924668236E0
2.651410750E0,-3.996090088E0,-6.728507996E-1,9.289532318E0,1.013493339E1
2.661447750E0,-4.088448029E0,-7.849676514E-1,9.588460693E0,1.045323682E1
2.671484750E0,-4.168681183E0,-8.611592102E-1,9.834099884E0,1.071583028E1
2.681521750E0,-4.198618927E0,-9.074130249E-1,1.010623398E1,1.098124604E1
2.691559750E0,-4.137096863E0,-9.340576172E-1,1.025682083E1,1.109911743E1
2.701596750E0,-3.996988220E0,-9.045689392E-1,1.030921188E1,1.109387261E1
2.711633750E0,-3.681294708E0,-8.207432556E-1,1.024634262E1,1.091847459E1
2.721670750E0,-3.327280884E0,-6.821315002E-1,1.010309052E1,1.065873067E1
2.731708750E0,-2.975063324E0,-5.385800171E-1,9.916129303E0,1.036680715E1
2.741745750E0,-2.707120514E0,-3.939807129E-1,9.761800232E0,1.013787286E1
2.751782750E0,-2.512824554E0,-2.706372070E-1,9.757010193E0,1.007902672E1
2.761820750E0,-2.370171204E0,-2.171983337E-1,9.841584320E0,1.012529844E1
2.771857750E0,-2.407743073E0,-1.678010559E-1,9.984686737E0,1.027226134E1
2.781894750E0,-2.673739929E0,6.346801758E-2,1.002525238E1,1.037586617E1
2.791931750E0,-2.768043823E0,4.396357727E-1,9.751471710E0,1.014625777E1
2.801969750E0,-2.754122772E0,4.489164734E-1,9.450148315E0,9.853528375E0
2.812006750E0,-2.797382812E0,1.694476318E-1,9.146878967E0,9.566580264E0
2.822043750E0,-2.626438293E0,-3.188369751E-2,8.825497284E0,9.208072382E0
2.832080750E0,-2.199226685E0,-3.143463135E-2,8.651858368E0,8.927050989E0
2.842118750E0,-1.704505463E0,1.495390320E-1,8.560548248E0,8.729873258E0
2.852155750E0,-1.229692841E0,4.586462402E-1,8.672066345E0,8.770817268E0
2.862192750E0,-8.893006897E-1,7.092251587E-1,8.812624054E0,8.885730063E0
2.872230750E0,-8.795709229E-1,7.572752380E-1,8.979077911E0,9.053781030E0
2.882267750E0,-1.226998444E0,5.703140259E-1,9.083860016E0,9.184078400E0
2.892304750E0,-1.676363983E0,3.180885315E-1,9.119785309E0,9.278031073E0
2.902341750E0,-2.103126526E0,1.442999268E-1,9.176966400E0,9.415979820E0
2.912379750E0,-2.417173462E0,-4.790039062E-3,9.194479980E0,9.506903418E0
2.922416750E0,-2.556683350E0,-1.404080200E-1,9.112749939E0,9.465651357E0
2.932453750E0,-2.501148834E0,-1.716929626E-1,8.990753632E0,9.333749237E0
2.942490750E0,-2.306254120E0,-9.220825195E-2,8.840765533E0,9.137091750E0
2.952528750E0,-2.170636139E0,-2.574645996E-2,8.744815063E0,9.010222784E0
2.962565750E0,-2.156715088E0,-4.026626587E-2,8.738677826E0,9.000973919E0
2.972602750E0,-2.316732330E0,-1.525328064E-1,8.858578491E0,9.157779634E0
2.982640750E0,-2.717898102E0,-2.944377136E-1,8.969797211E0,9.377149122E0
2.992677750E0,-3.068319397E0,-3.472778320E-1,9.017697601E0,9.531739392E0
3.002714750E0,-3.229085083E0,-2.249821472E-1,9.125323792E0,9.682414045E0
3.012751750E0,-3.382815399E0,-1.083746338E-1,9.310488739E0,9.906582945E0
3.022789750E0,-3.409609680E0,-7.020401001E-2,9.350006561E0,9.952536836E0
3.032826750E0,-3.287912750E0,-6.691085815E-2,9.261390839E0,9.827929974E0
3.042863750E0,-3.072510681E0,-9.999206543E-2,9.132508850E0,9.636028134E0
3.052900750E0,-2.756517792E0,-8.831634521E-2,9.016200714E0,9.428577063E0
3.062938750E0,-2.447260895E0,-5.373825073E-2,8.989107056E0,9.316438125E0
3.072975750E0,-2.240241394E0,-3.128494263E-2,9.050629120E0,9.323816156E0
3.083012750E0,-2.263143768E0,-5.358856201E-2,9.176367645E0,9.451476848E0
3.093049750E0,-2.280357971E0,-9.250762939E-2,9.274114380E0,9.550800368E0
3.103087750E0,-2.204016724E0,-1.282832336E-1,9.290879517E0,9.549585776E0
3.113124750E0,-2.052980804E0,-1.549278259E-1,9.299860840E0,9.525027268E0
3.123161750E0,-1.843117218E0,-1.811233521E-1,9.280700684E0,9.463682789E0
3.133199750E0,-1.660796356E0,-2.682421875E-1,9.198970642E0,9.351537803E0
3.143236750E0,-1.482517090E0,-3.373983765E-1,9.211843872E0,9.336474822E0
3.153273750E0,-1.277742920E0,-4.221221924E-1,9.334588623E0,9.431084714E0
3.163310750E0,-1.202898560E0,-5.204676819E-1,9.474996643E0,9.565218917E0
3.173348750E0,-1.248553619E0,-5.625302124E-1,9.608219604E0,9.705318663E0
3.183385750E0,-1.228794708E0,-4.685256958E-1,9.658065948E0,9.747188858E0
3.193422750E0,-1.277892609E0,-2.701881409E-1,9.641899567E0,9.729966002E0
3.203459750E0,-1.322649536E0,-9.729766846E-3,9.568701782E0,9.659686861E0
3.213497750E0,-1.449735260E0,1.752854919E-1,9.541907501E0,9.653002439E0
3.223534750E0,-1.672322388E0,1.056802368E-1,9.511670380E0,9.658141845E0
3.233571750E0,-1.759441223E0,-1.383123779E-1,9.372908936E0,9.537619496E0
3.243609750E0,-1.560055847E0,-2.814147949E-1,9.205257568E0,9.340756684E0
3.253646750E0,-1.212029572E0,-2.462379456E-1,9.157656555E0,9.240796632E0
3.263683750E0,-8.771759033E-1,-1.657054138E-1,9.181906128E0,9.225198968E0
3.273720750E0,-6.855743408E-1,-7.604187012E-2,9.210197296E0,9.235990947E0
