Times (us),interval (us),strain (raw),sensorValue0 (raw)
3627764,12500,2751354,526
3640268,12504,2752124,526
3652768,12500,2754216,526
3665276,12508,2757403,526
3677780,12504,2756664,526
3690280,12500,2754780,526
3702788,12508,2752654,526
3715288,12500,2751753,526
3727788,12500,2752552,526
3740288,12500,2754403,526
3752788,12500,2756238,526
3765288,12500,2757110,526
3777788,12500,2754961,526
3790288,12500,2753079,526
3802788,12500,2752026,526
3815292,12504,2752526,526
3827792,12500,2753964,526
3840292,12500,2755699,526
3852792,12500,2756987,526
3865296,12504,2756764,526
3877800,12504,2755422,526
3890300,12500,2752357,526
3902804,12504,2752490,526
3915304,12500,2753788,526
3927804,12500,2755457,526
3940304,12500,2756761,526
3952804,12500,2757070,526
3965304,12500,2755897,526
3977808,12504,2753986,526
3990312,12504,2752421,526
4002812,12500,2753295,526
4015312,12500,2755309,526
4027812,12500,2756956,526
4040312,12500,2757267,526
4052816,12504,2756177,526
4065316,12500,2754159,526
4077816,12500,2752288,526
4090316,12500,2751859,526
4102820,12504,2753168,526
4115324,12504,2756927,526
4127824,12500,2757435,526
4140328,12504,2756355,526
4152832,12504,2754116,526
4165332,12500,2752189,526
4177832,12500,2751780,526
4190332,12500,2752955,526
4202832,12500,2755093,526
4215336,12504,2756949,526
4227836,12500,2756397,526
4240340,12504,2754233,526
4252840,12500,2752552,526
4265340,12500,2752182,526
4277840,12500,2753056,526
4290344,12504,2754880,526
4302844,12500,2756679,526
4315348,12504,2757302,526
4327848,12500,2756379,526
4340352,12504,2752811,526
4352852,12500,2752167,526
4365352,12500,2753001,526
4377852,12500,2754714,525
4390352,12500,2756117,526
4402856,12504,2756700,526
4415360,12504,2756147,526
4427860,12500,2754543,526
4440360,12500,2753056,525
4452860,12500,2753281,526
4465360,12500,2754466,526
4477860,12500,2755700,526
4490360,12500,2756379,526
4502860,12500,2756111,526
4515364,12504,2754840,525
4527864,12500,2753280,526
4540364,12500,2752355,526
4552864,12500,2752900,526
4565364,12500,2755508,526
4577868,12504,2756426,525
4590368,12500,2756110,526
4602868,12500,2754727,526
4615368,12500,2753355,526
4627868,12500,2752463,526
4640368,12500,2752717,526
4652868,12500,2753784,526
4665372,12504,2755120,526
4677872,12500,2756011,526
4690372,12500,2755042,526
4702872,12500,2753679,526
4715372,12500,2752841,526
4727872,12500,2752665,526
4740372,12500,2753479,526
4752876,12504,2754811,526
4765376,12500,2755771,526
4777876,12500,2755913,526
4790380,12504,2754062,526
4802880,12500,2752926,526
4815384,12504,2752588,526
4827888,12504,2753263,526
4840388,12500,2754386,526
4852888,12500,2755350,526
4865388,12500,2755563,526
4877888,12500,2754963,526
4890388,12500,2754135,526
4902888,12500,2752892,526
4915388,12500,2753182,526
4927888,12500,2754072,526
4940388,12500,2755135,525
4952888,12500,2755493,526
4965388,12500,2755077,526
4977888,12500,2754302,526
4990388,12500,2753473,526
5002888,12500,2753237,526
5015392,12504,2754172,526
5027892,12500,2755139,526
5040392,12500,2755621,526
5052892,12500,2755206,526
5065396,12504,2754442,525
5077896,12500,2753389,526
5090396,12500,2752873,526
5102900,12504,2753206,526
5115400,12500,2754154,526
5127904,12504,2755465,526
5140404,12500,2755313,526
5152904,12500,2754392,526
5165408,12504,2753316,526
5177908,12500,2752957,526
5190408,12500,2753353,526
5202912,12504,2754271,526
5215412,12500,2755249,526
5227912,12500,2755588,526
5240412,12500,2754190,526
5252912,12500,2753264,526
5265416,12504,2752848,526
5277916,12500,2753288,526
5290416,12500,2754047,526
5302916,12500,2754800,526
5315416,12500,2755260,526
5327916,12500,2755051,526
5340416,12500,2754354,526
5352916,12500,2753521,526
5365416,12500,2753713,526
5377916,12500,2754042,526
5390416,12500,2754256,526
5402916,12500,2754384,526
5415420,12504,2754379,526
5427920,12500,2754438,526
5440420,12500,2754499,526
5452920,12500,2754296,526
5465424,12504,2753805,526
5477928,12504,2753727,526
5490432,12504,2753754,526
5502936,12504,2754052,526
5515440,12504,2754575,526
5527944,12504,2754876,526
5540444,12500,2754802,526
5552948,12504,2754562,526
5565448,12500,2753866,526
5577948,12500,2753535,526
5590452,12504,2753886,526
5602956,12504,2754395,526
5615460,12504,2754886,526
5627964,12504,2755091,526
5640468,12504,2754616,526
5652968,12500,2753978,526
5665468,12500,2753309,526
5677968,12500,2753292,526
5690468,12500,2754179,526
5702972,12504,2754586,526
5715476,12504,2754848,526
5727980,12504,2754730,526
5740480,12500,2754173,526
5752980,12500,2753592,526
5765484,12504,2753274,526
5777984,12500,2753358,526
5790484,12500,2753915,526
5802984,12500,2754749,526
5815484,12500,2754549,526
5827988,12504,2754239,526
5840492,12504,2753766,526
5852992,12500,2753697,526
5865496,12504,2753816,526
5877996,12500,2753905,526
5890496,12500,2754100,526
5902996,12500,2754373,526
5915496,12500,2754285,526
5928000,12504,2754028,526
5940504,12504,2753865,526
5953008,12504,2753643,526
5965508,12500,2753695,526
5978008,12500,2754029,526
5990508,12500,2754242,526
6003008,12500,2754379,526
6015512,12504,2754360,526
6028012,12500,2753957,526
6040512,12500,2753832,526
6053016,12504,2753743,526
6065516,12500,2753743,526
6078016,12500,2754143,526
6090516,12500,2754475,526
6103020,12504,2754413,526
6115524,12504,2754194,526
6128024,12500,2753866,526
6140528,12504,2753724,526
6153028,12500,2754205,526
6165532,12504,2754725,526
6178032,12500,2754904,526
6190532,12500,2754684,526
6203032,12500,2754281,526
6215532,12500,2753710,526
6228032,12500,2753566,526
6240532,12500,2753668,526
6253032,12500,2754569,526
6265532,12500,2755075,526
6278032,12500,2754993,526
6290536,12504,2754394,526
6303040,12504,2753721,526
6315544,12504,2753504,526
6328048,12504,2753613,526
6340548,12500,2754314,526
6353048,12500,2754977,526
6365548,12500,2754726,526
6378048,12500,2754271,526
6390548,12500,2753709,526
6403048,12500,2753436,526
6415552,12504,2753681,526
6428052,12500,2754165,526
6440552,12500,2754705,526
6453052,12500,2755027,526
6465552,12500,2754974,526
6478052,12500,2753543,526
6490556,12504,2753292,526
6503056,12500,2753524,526
6515556,12500,2754184,526
6528056,12500,2754952,526
6540556,12500,2755387,526
6553056,12500,2755286,526
6565556,12500,2754667,526
6578060,12504,2753962,526
6590560,12500,2753401,526
6603060,12500,2753765,526
6615560,12500,2754706,526
6628060,12500,2755203,526
6640560,12500,2755130,526
6653060,12500,2754585,526
6665560,12500,2754019,526
6678060,12500,2753457,526
6690560,12500,2753338,526
6703064,12504,2754251,526
6715564,12500,2754977,526
6728064,12500,2755292,526
6740564,12500,2754957,526
6753068,12504,2754369,526
6765576,12508,2753831,525
6778076,12500,2753622,526
6790576,12500,2753854,526
6803076,12500,2755030,526
6815576,12500,2755234,526
6828080,12504,2755111,526
6840580,12500,2754664,526
6853080,12500,2754013,526
6865580,12500,2753509,526
6878080,12500,2753484,526
6890580,12500,2754125,526
6903080,12500,2754979,526
6915580,12500,2755520,526
6928084,12504,2755048,526
6940588,12504,2754398,526
6953092,12504,2753883,526
6965592,12500,2753787,526
6978096,12504,2754326,526
6990600,12504,2755026,526
7003100,12500,2755466,526
7015600,12500,2755492,526
7028100,12500,2754324,526
7040604,12504,2753828,526
7053108,12504,2753652,526
7065608,12500,2754051,526
7078108,12500,2754895,526
7090612,12504,2755627,526
7103112,12500,2755836,526
7115612,12500,2755335,526
7128112,12500,2754614,526
7140612,12500,2753997,526
7153116,12504,2754367,526
7165616,12500,2754884,526
7178116,12500,2755415,526
7190616,12500,2755424,526
7203116,12500,2755098,526
7215616,12500,2754594,526
7228116,12500,2754213,526
7240620,12504,2754266,526
7253120,12500,2755212,526
7265620,12500,2755515,526
7278124,12504,2755617,526
7290628,12504,2755275,526
7303128,12500,2754792,526
7315628,12500,2754467,525
7328128,12500,2754573,526
7340628,12500,2754805,526
7353132,12504,2755177,526
7365640,12508,2755459,526
7378140,12500,2755399,526
7390640,12500,2755087,526
7403140,12500,2754730,526
7415640,12500,2754727,526
7428140,12500,2754990,526
7440640,12500,2755173,526
7453144,12504,2755488,526
7465644,12500,2755543,526
7478144,12500,2754821,526
7490644,12500,2754687,526
7503144,12500,2754934,526
7515644,12500,2755264,526
7528148,12504,2755424,526
7540648,12500,2755566,526
7553148,12500,2755513,526
7565652,12504,2755238,526
7578156,12504,2754698,526
7590656,12500,2754940,526
7603156,12500,2755310,526
7615656,12500,2755565,526
7628156,12500,2755630,526
7640660,12504,2755492,526
7653160,12500,2755122,526
7665668,12508,2754851,526
7678168,12500,2754799,526
7690668,12500,2754900,526
7703168,12500,2755379,526
7715672,12504,2755490,526
7728172,12500,2755572,526
7740672,12500,2755485,526
7753172,12500,2755336,526
7765672,12500,2755188,526
7778172,12500,2755021,526
7790672,12500,2754997,526
7803176,12504,2754979,526
7815676,12500,2755223,526
7828176,12500,2755348,526
7840676,12500,2755331,526
7853176,12500,2755226,526
7865676,12500,2755093,526
7878176,12500,2754941,526
7890676,12500,2754804,526
7903176,12500,2755099,526
7915676,12500,2755389,526
7928176,12500,2755357,526
7940676,12500,2755398,526
7953176,12500,2755201,526
7965676,12500,2754924,526
7978180,12504,2754929,526
7990680,12500,2755016,526
8003180,12500,2755214,526
8015680,12500,2755462,526
8028180,12500,2755666,526
8040680,12500,2755295,526
8053180,12500,2755027,526
8065680,12500,2754853,526
8078180,12500,2754957,526
8090680,12500,2755126,526
8103180,12500,2755497,526
8115680,12500,2755808,526
8128184,12504,2755549,526
8140684,12500,2755277,526
8153184,12500,2754966,526
8165688,12504,2755117,526
8178192,12504,2755500,526
8190696,12504,2755593,526
8203196,12500,2755537,526
8215700,12504,2755361,526
8228200,12500,2755085,526
8240700,12500,2754667,526
8253204,12504,2754679,526
8265704,12500,2755520,526
8278204,12500,2755746,526
8290704,12500,2755654,526
8303204,12500,2755315,526
8315704,12500,2755072,526
8328204,12500,2755014,526
8340704,12500,2754989,526
8353204,12500,2755284,526
8365704,12500,2755872,526
8378204,12500,2755977,526
8390708,12504,2755493,526
8403208,12500,2755101,526
8415712,12504,2754948,526
8428212,12500,2755052,526
8440712,12500,2755337,526
8453212,12500,2755755,526
8465712,12500,2756094,526
8478212,12500,2756124,526
8490716,12504,2755626,526
8503216,12500,2755229,526
8515716,12500,2755067,526
8528220,12504,2755191,526
8540720,12500,2755561,526
8553220,12500,2755764,526
8565724,12504,2755830,526
8578228,12504,2755612,526
8590732,12504,2755296,526
8603236,12504,2755594,526
8615736,12500,2755626,526
8628236,12500,2755726,526
8640736,12500,2755817,526
8653236,12500,2755753,526
8665736,12500,2755773,526
8678236,12500,2755686,526
8690740,12504,2755519,526
8703240,12500,2755339,526
8715744,12504,2755498,526
8728248,12504,2755943,526
8740748,12500,2756107,526
8753248,12500,2756033,526
8765748,12500,2756050,526
8778248,12500,2755839,526
8790748,12500,2755506,525
8803248,12500,2755258,526
8815748,12500,2755288,526
8828248,12500,2755864,526
8840752,12504,2756321,526
8853256,12504,2756259,526
8865756,12500,2756146,525
8878256,12500,2755907,526
8890756,12500,2755459,526
8903256,12500,2755379,526
8915756,12500,2755551,526
8928264,12508,2755686,526
8940764,12500,2756235,526
8953264,12500,2756357,526
8965764,12500,2755841,526
8978268,12504,2755409,526
8990768,12500,2755243,526
9003268,12500,2755286,526
9015772,12504,2755651,525
9028272,12500,2756053,526
9040776,12504,2756530,526
9053276,12500,2756310,525
9065776,12500,2755699,526
9078276,12500,2755124,526
9090776,12500,2755071,526
9103276,12500,2755429,525
9115776,12500,2756195,526
9128276,12500,2756707,525
9140776,12500,2756889,525
9153276,12500,2756533,525
9165776,12500,2755256,526
9178276,12500,2754875,526
9190780,12504,2755212,526
9203280,12500,2755941,525
9215780,12500,2756608,525
9228280,12500,2756942,525
9240784,12504,2756739,525
9253284,12500,2756064,525
9265784,12500,2755254,525
9278284,12500,2755044,526
9290784,12500,2755597,526
9303288,12504,2756490,525
9315792,12504,2756937,525
9328292,12500,2756817,525
9340796,12504,2756102,525
9353300,12504,2755457,525
9365800,12500,2755085,525
9378300,12500,2755034,525
9390804,12504,2756102,525
9403308,12504,2756400,525
9415808,12500,2756475,525
9428308,12500,2756426,525
9440808,12500,2756205,525
9453308,12500,2755639,525
9465812,12504,2755452,525
9478316,12504,2755643,525
9490816,12500,2755887,525
9503320,12504,2756249,525
9515820,12500,2756218,525
9528328,12508,2756151,525
9540828,12500,2755919,525
9553328,12500,2755694,525
9565828,12500,2755584,525
9578328,12500,2755791,525
9590828,12500,2756024,525
9603328,12500,2756083,525
9615828,12500,2756075,525
9628328,12500,2756065,525
9640832,12504,2755985,525
9653336,12504,2755735,525
9665836,12500,2755546,525
9678336,12500,2755619,525
9690836,12500,2755682,525
9703336,12500,2755686,525
9715840,12504,2755944,525
9728344,12504,2756256,525
9740848,12504,2755977,525
9753348,12500,2755696,526
9765848,12500,2755353,525
9778348,12500,2755447,525
9790852,12504,2755768,525
9803352,12500,2755978,525
9815856,12504,2756177,525
9828360,12504,2756264,525
9840864,12504,2755762,525
9853368,12504,2755463,525
9865868,12500,2755244,525
9878368,12500,2755494,525
9890868,12500,2756188,525
9903368,12500,2756545,525
9915868,12500,2756521,525
9928368,12500,2756290,525
9940872,12504,-962477,525
9963468,22596,2755699,525
9975968,12500,2756269,525
9988468,12500,2756571,525
10000968,12500,2756500,525
10013472,12504,2756334,526
10025972,12500,2755821,526
10038472,12500,2755036,525
10050976,12504,2754887,525
10063476,12500,2755313,525
10075976,12500,2756327,525
10088480,12504,2756831,526
10100984,12504,2756468,525
10113484,12500,2755801,525
10125984,12500,2755398,525
10138484,12500,2755193,525
10150984,12500,2755335,525
10163488,12504,2755845,525
10175988,12500,2756234,525
10188488,12500,2756363,525
10200988,12500,2755843,525
10213488,12500,2755420,526
10225988,12500,2754989,525
10238488,12500,2754937,525
10250988,12500,2755590,525
10263492,12504,2756320,525
10275992,12500,2756813,525
10288492,12500,2756812,525
10300996,12504,2755500,525
10313496,12500,2754858,525
10325996,12500,2754712,525
10338496,12500,2755304,525
10350996,12500,2756168,526
10363500,12504,2756798,525
10376000,12500,2757005,525
10388504,12504,2756591,525
10401004,12500,2755667,525
10413504,12500,2754545,525
10426004,12500,2755134,525
10438508,12504,2756118,525
10451008,12500,2756740,525
10463508,12500,2756928,525
10476012,12504,2756621,525
10488512,12500,2755722,526
10501012,12500,2754867,525
10513516,12504,2754552,525
10526020,12504,2756099,525
10538520,12500,2756862,525
10551024,12504,2756888,525
10563528,12504,2756582,525
10576028,12500,2755645,525
10588528,12500,2754739,525
10601028,12500,2754682,525
10613532,12504,2755271,525
10626032,12500,2756152,525
10638536,12504,2757137,525
10651036,12500,2756735,525
10663540,12504,2755642,525
10676040,12500,2754783,525
10688540,12500,2754804,525
10701044,12504,2755298,525
10713544,12500,2756051,525
10726048,12504,2756596,525
10738548,12500,2756809,525
10751048,12500,2755712,525
10763548,12500,2754945,525
10776048,12500,2754883,525
10788552,12504,2755294,525
10801052,12500,2755996,525
10813552,12500,2756533,525
10826052,12500,2756836,525
10838556,12504,2756569,525
10851056,12500,2755794,525
10863556,12500,2755020,525
10876056,12500,2755377,525
10888556,12500,2756079,525
10901060,12504,2756622,525
10913564,12504,2756938,525
10926064,12500,2756524,525
10938568,12504,2755455,525
10951068,12500,2754988,525
10963568,12500,2754944,525
10976072,12504,2756274,525
10988572,12500,2756751,525
11001072,12500,2756514,525
11013576,12504,2755977,525
11026076,12500,2755428,525
11038576,12500,2755012,525
11051080,12504,2755304,525
11063580,12500,2755922,525
11076080,12500,2756623,525
11088584,12504,2756488,525
11101084,12500,2755952,525
11113584,12500,2755336,525
11126084,12500,2754890,525
11138584,12500,2754996,525
11151084,12500,2755635,525
11163588,12504,2756245,525
11176088,12500,2756628,525
11188592,12504,2756463,525
11201092,12500,2755066,525
11213596,12504,2754841,525
11226096,12500,2754990,525
11238596,12500,2755591,525
11251096,12500,2756468,525
11263596,12500,2756908,525
11276096,12500,2756629,525
11288596,12500,2755883,525
11301100,12504,2754948,525
11313600,12500,2754783,525
11326100,12500,2755622,525
11338600,12500,2756588,525
11351100,12500,2756936,525
11363600,12500,2756560,525
11376104,12504,2755790,525
11388608,12504,2755089,525
11401108,12500,2754654,525
11413608,12500,2754995,525
11426108,12500,2756374,525
11438608,12500,2756669,525
11451108,12500,2756395,525
11463608,12500,2755739,525
11476112,12504,2754956,525
11488612,12500,2754742,525
11501112,12500,2755142,525
11513612,12500,2755974,525
11526112,12500,2756633,525
11538612,12500,2756036,525
11551112,12500,2755347,525
11563612,12500,2754935,525
11576112,12500,2754937,525
11588616,12504,2755229,525
11601116,12500,2755670,525
11613616,12500,2756173,525
11626116,12500,2756181,525
11638616,12500,2755746,525
11651116,12500,2754774,525
11663620,12504,2755047,525
11676120,12500,2755535,525
11688624,12504,2756073,525
11701124,12500,2756423,525
11713624,12500,2756349,525
11726124,12500,2755836,525
11738624,12500,2755167,525
11751124,12500,2754697,525
11763624,12500,2755171,525
11776124,12500,2755718,525
11788628,12504,2756124,525
11801132,12504,2756082,525
11813632,12500,2755721,525
11826132,12500,2755110,525
11838632,12500,2754800,525
11851132,12500,2754742,525
11863636,12504,2755078,525
11876140,12504,2756115,525
11888648,12508,2756263,525
11901148,12500,2756101,525
11913648,12500,2755551,525
11926148,12500,2755003,525
11938648,12500,2754480,525
11951152,12504,2754527,525
11963656,12504,2754957,525
11976156,12500,2755747,525
11988660,12504,2756148,525
12001160,12500,2755703,525
12013660,12500,2755128,525
12026160,12500,2754598,525
12038664,12504,2754517,525
12051164,12500,2754921,525
12063664,12500,2755524,525
12076164,12500,2756213,525
12088664,12500,2756203,525
12101164,12500,2755211,525
12113664,12500,2754636,525
12126168,12504,2754534,525
12138668,12500,2754784,525
12151168,12500,2755253,525
12163672,12504,2755725,525
12176172,12500,2755840,525
12188680,12508,2755673,525
12201180,12500,2755201,525
12213684,12504,2754619,525
12226184,12500,2754686,525
12238684,12500,2754974,525
12251184,12500,2755507,525
12263688,12504,2755719,525
12276188,12500,2755784,525
12288688,12500,2755294,525
12301188,12500,2754797,525
12313688,12500,2754473,525
12326188,12500,2754872,525
12338688,12500,2755463,525
12351188,12500,2755818,525
12363688,12500,2755910,525
12376188,12500,2755671,525
12388692,12504,2755146,525
12401192,12500,2754943,525
12413692,12500,2754932,525
12426192,12500,2755377,525
12438692,12500,2755655,525
12451196,12504,2755676,525
12463700,12504,2755413,525
12476200,12500,2754853,525
12488700,12500,2754771,525
12501204,12504,2754729,525
12513704,12500,2755203,525
12526204,12500,2755599,525
12538704,12500,2755523,525
12551208,12504,2755202,525
12563708,12500,2754806,525
12576208,12500,2754662,525
12588712,12504,2754824,525
12601212,12500,2755075,525
12613712,12500,2755434,525
12626216,12504,2755756,525
12638716,12500,2755568,525
12651216,12500,2754798,525
12663716,12500,2754241,525
12676220,12504,2754315,525
12688720,12500,2754764,525
12701220,12500,2755180,525
12713720,12500,2755598,525
12726220,12500,2755644,525
12738720,12500,2755382,525
12751220,12500,2755078,525
12763720,12500,2754266,525
12776220,12500,2754595,525
12788720,12500,2755204,525
12801220,12500,2755634,525
12813720,12500,2755655,525
12826224,12504,2755527,525
12838724,12500,2754960,525
12851224,12500,2754397,525
12863724,12500,2754357,525
12876224,12500,2754919,525
12888724,12500,2755162,525
12901224,12500,2755388,525
12913724,12500,2755509,525
12926224,12500,2755107,525
12938724,12500,2754641,525
12951224,12500,2754254,525
12963724,12500,2754303,525
12976224,12500,2754537,525
12988724,12500,2755308,525
13001224,12500,2755512,525
13013724,12500,2755464,525
13026228,12504,2755163,525
13038728,12500,2754743,525
13051228,12500,2754424,525
13063728,12500,2754449,525
13076232,12504,2754668,525
13088736,12504,2754779,525
13101236,12500,2755345,525
13113740,12504,2755203,525
13126240,12500,2754895,525
13138740,12500,2754511,525
13151240,12500,2754345,525
13163740,12500,2754298,525
13176244,12504,2754574,525
13188744,12500,2754873,525
13201244,12500,2755347,525
13213744,12500,2755215,525
13226244,12500,2754876,525
13238744,12500,2754606,525
13251244,12500,2754369,525
13263748,12504,2754325,525
13276248,12500,2754549,525
13288752,12504,2754656,525
13301252,12500,2754677,525
13313752,12500,2754872,525
13326252,12500,2754808,525
13338756,12504,2754632,525
13351256,12500,2754470,525
13363756,12500,2754425,525
13376260,12504,2754632,525
13388760,12500,2754734,525
13401260,12500,2754737,525
13413760,12500,2754640,525
13426260,12500,2754481,525
13438760,12500,2754597,525
13451260,12500,2754734,525
13463760,12500,2754861,525
13476260,12500,2754920,525
13488764,12504,2754813,525
13501264,12500,2754561,525
13513764,12500,2754449,525
13526268,12504,2754400,525
13538772,12504,2754326,525
