Times (us),interval (us),strain (raw),sensorValue0 (raw)
1453908,12500,2728748,520
1466408,12500,2729193,521
1478908,12500,2731769,521
1491408,12500,2733165,521
1503908,12500,2731630,521
1516412,12504,2729173,518
1528912,12500,2729201,521
1541412,12500,2729068,521
1553912,12500,2728610,522
1566412,12500,2728620,521
1578912,12500,2728836,521
1591416,12504,2729045,521
1603916,12500,2728786,521
1616416,12500,2729287,520
1628916,12500,2731530,520
1641416,12500,2731775,519
1653920,12504,2729584,517
1666420,12500,2728793,520
1678924,12504,2728813,518
1691428,12504,2728995,518
1703928,12500,2729081,520
1716428,12500,2728828,520
1728932,12504,2728696,521
1741432,12500,2728792,518
1753932,12500,2729013,521
1766432,12500,2728762,521
1778932,12500,2728615,521
1791436,12504,2728810,519
1803936,12500,2728848,521
1816440,12504,2728713,519
1828944,12504,2728642,521
1841448,12504,2728624,521
1853948,12500,2728717,520
1866452,12504,2728762,520
1878956,12504,2728744,520
1891460,12504,2729966,521
1903964,12504,2732364,521
1916468,12504,2732093,518
1928968,12500,2730751,520
1941472,12504,2730192,520
1953976,12504,2730505,521
1966476,12500,2730608,517
1978976,12500,2729947,517
1991480,12504,2730095,517
2003984,12504,2730182,517
2016484,12500,2730095,517
2028984,12500,2730036,516
2041484,12500,2729911,516
2053988,12504,2730110,516
2066492,12504,2730390,516
2078992,12500,2730151,516
2091492,12500,2729921,516
2103996,12504,2730384,516
2116496,12500,2730472,516
2128996,12500,2730303,516
2141500,12504,2730087,516
2154000,12500,2730166,516
2166500,12500,2730488,516
2179000,12500,2730516,517
2191500,12500,2729865,517
2204000,12500,2730072,517
2216500,12500,2730538,517
2229000,12500,2730711,517
2241500,12500,2730561,517
2254000,12500,2730388,517
2266500,12500,2730312,517
2279000,12500,2730415,517
2291500,12500,2730376,517
2304008,12508,2729644,517
2316508,12500,2729198,517
2329008,12500,2728904,517
2341512,12504,2728605,517
2354016,12504,2728438,517
2366516,12500,2728145,517
2379016,12500,2728246,517
2391516,12500,2728192,517
2404020,12504,2727950,517
2416520,12500,2727847,517
2429020,12500,2727874,517
2441524,12504,2727720,518
2454024,12500,2727596,521
2466528,12504,2727523,521
2479032,12504,2727354,521
2491532,12500,2727241,521
2504032,12500,2727073,521
2516532,12500,2726924,521
2529032,12500,2726939,521
2541532,12500,2728187,519
2554032,12500,2726207,520
2566532,12500,2724186,520
2579032,12500,2723957,520
2591536,12504,2723871,520
2604036,12500,2723572,520
2616536,12500,2723269,520
2629036,12500,2723151,520
2641536,12500,2723146,520
2654036,12500,2722733,520
2666536,12500,2722697,520
2679036,12500,2723374,521
2691536,12500,2726166,521
2704040,12504,2726438,519
2716540,12500,2723881,519
2729044,12504,2722162,519
2741544,12500,2722160,520
2754044,12500,2721762,520
2766548,12504,2721441,520
2779052,12504,2721119,518
2791556,12504,2721097,516
2804056,12500,2720917,516
2816556,12500,2720795,516
2829056,12500,2720551,516
2841556,12500,2720292,516
2854056,12500,2720162,515
2866556,12500,2719542,515
2879056,12500,2719306,515
2891556,12500,2720899,515
2904060,12504,2722164,515
2916560,12500,2719348,515
2929060,12500,2717567,514
2941560,12500,2717121,515
2954060,12500,2716810,515
2966564,12504,2716473,514
2979064,12500,2716445,514
2991564,12500,2718089,514
3004068,12504,2718035,514
3016568,12500,2716250,514
3029068,12500,2715779,514
3041568,12500,2715328,514
3054068,12500,2714842,514
3066568,12500,2715329,514
3079068,12500,2715071,514
3091568,12500,2711901,515
3104068,12500,2712416,514
3116572,12504,2712643,514
3129076,12504,2710912,514
3141576,12500,2710330,514
3154080,12504,2711556,515
3166580,12500,2711444,515
3179084,12504,2709479,514
3191584,12500,2709522,514
3204084,12500,2711805,514
3216584,12500,2709686,514
3229084,12500,2707199,515
3241588,12504,2703190,516
3254088,12500,2698925,515
3266592,12504,2698204,515
3279092,12500,2695986,515
3291592,12500,2690400,515
3304092,12500,2678954,515
3316592,12500,2656344,516
3329092,12500,2677449,516
3341596,12504,2694193,516
3354100,12504,2697151,516
3366604,12504,2696321,516
3379108,12504,2695505,516
3391608,12500,2695832,516
3404108,12500,2695731,516
3416612,12504,2697674,516
3429112,12500,2696977,516
3441612,12500,2696243,516
3454112,12500,2696624,516
3466612,12500,2702126,516
3479112,12500,2708620,516
3491616,12504,2709482,516
3504116,12500,2709196,515
3516620,12504,2708725,515
3529120,12500,2708801,516
3541620,12500,2709894,515
3554120,12500,2710868,516
3566620,12500,2711475,515
3579120,12500,2711613,516
3591620,12500,2711371,516
3604120,12500,2710937,516
3616624,12504,2710861,516
3629124,12500,2711479,516
3641628,12504,2711863,515
3654128,12500,2711071,516
3666632,12504,2711355,516
3679132,12500,2712346,516
3691632,12500,2713628,516
3704132,12500,2714089,516
3716632,12500,2713544,516
3729132,12500,2712509,516
3741632,12500,2712176,516
3754132,12500,2712455,516
3766636,12504,2713287,515
3779136,12500,2715831,515
3791636,12500,2716631,515
3804136,12500,2716686,515
3816636,12500,2716412,515
3829136,12500,2716059,515
3841636,12500,2715681,515
3854136,12500,2715484,516
3866640,12504,2715319,516
3879140,12500,2714636,516
3891640,12500,2715137,516
3904140,12500,2714877,516
3916640,12500,2713764,516
3929140,12500,2716892,516
3941644,12504,2731817,516
3954144,12500,2747144,516
3966648,12504,2748644,516
3979148,12500,2736696,516
3991648,12500,2714786,516
4004148,12500,2720307,516
4016648,12500,2731763,516
4029148,12500,2739881,516
4041648,12500,2737339,516
4054148,12500,2725886,516
4066648,12500,2713271,516
4079152,12504,2709742,516
4091652,12500,2716366,516
4104152,12500,2731663,516
4116652,12500,2727606,516
4129152,12500,2720032,516
4141652,12500,2714878,516
4154152,12500,2713486,516
4166660,12508,2708926,516
4179160,12500,2701218,516
4191664,12504,2696750,516
4204164,12500,2682077,517
4216664,12500,2684232,516
4229164,12500,2686904,516
4241664,12500,2693778,516
4254164,12500,2694268,516
4266668,12504,2685112,516
4279168,12500,2677864,516
4291668,12500,2669104,516
4304168,12500,2658191,516
4316668,12500,-441011,516
4339264,22596,2717721,516
4351764,12500,2719279,516
4364268,12504,2720145,516
4376768,12500,2722760,516
4389268,12500,2725677,516
4401768,12500,2727279,516
4414268,12500,2727218,516
4426768,12500,2724126,516
4439268,12500,2719940,516
4451768,12500,2727730,516
4464268,12500,2731719,516
4476768,12500,2732872,516
4489268,12500,2729769,516
4501768,12500,2726812,516
4514268,12500,2728014,516
4526768,12500,2730309,516
4539272,12504,2734292,516
4551772,12500,2735325,516
4564276,12504,2731726,516
4576776,12500,2730686,516
4589280,12504,2731002,516
4601780,12500,2731789,516
4614284,12504,2730781,516
4626784,12500,2728365,516
4639284,12500,2729010,516
4651784,12500,2730000,516
4664288,12504,2729345,516
4676788,12500,2729174,516
4689288,12500,2729194,516
4701788,12500,2727417,516
4714288,12500,2727250,516
4726792,12504,2729447,516
4739296,12504,2731843,516
4751796,12500,2732768,516
4764300,12504,2730732,516
4776800,12500,2729191,516
4789300,12500,2724206,516
4801804,12504,2723822,516
4814304,12500,2725819,516
4826804,12500,2724195,516
4839304,12500,2716331,516
4851808,12504,2693182,516
4864308,12500,2644269,516
4876808,12500,2609533,516
4889312,12504,2638836,516
4901812,12500,2683377,516
4914316,12504,2687574,516
4926816,12500,2687271,516
4939320,12504,2684978,515
4951820,12500,2682356,516
4964320,12500,2681627,516
4976824,12504,2681969,516
4989324,12500,2680260,516
5001824,12500,2679333,516
5014324,12500,2677269,515
5026824,12500,2670717,515
5039324,12500,2679974,516
5051824,12500,2699879,515
5064324,12500,2701877,515
5076824,12500,2700416,515
5089324,12500,2699058,515
5101824,12500,2697904,515
5114324,12500,2695480,515
5126824,12500,2691071,515
5139328,12504,2689763,515
5151832,12504,2689220,515
5164336,12504,2691101,515
5176840,12504,2690917,515
5189340,12500,2688746,515
5201840,12500,2683452,515
5214340,12500,2688998,514
5226840,12500,2697979,514
5239340,12500,2697234,514
5251840,12500,2698697,514
5264340,12500,2704133,514
5276840,12500,2704904,514
5289340,12500,2704032,514
5301840,12500,2707873,514
5314340,12500,2709579,514
5326840,12500,2708366,515
5339340,12500,2707650,515
5351840,12500,2709752,515
5364340,12500,2710128,515
5376840,12500,2709964,515
5389344,12504,2710051,515
5401844,12500,2710758,514
5414344,12500,2711257,514
5426848,12504,2712358,514
5439348,12500,2712292,513
5451848,12500,2710749,514
5464352,12504,2711241,514
5476852,12500,2709815,514
5489356,12504,2708081,514
5501860,12504,2707297,514
5514360,12500,2708663,514
5526860,12500,2709921,514
5539364,12504,2708979,514
5551864,12500,2707029,514
5564364,12500,2706409,514
5576864,12500,2705358,514
5589364,12500,2705854,514
5601864,12500,2706445,514
5614364,12500,2706362,514
5626864,12500,2706288,514
5639364,12500,2706537,514
5651864,12500,2707335,514
5664364,12500,2707396,514
5676864,12500,2705889,514
5689364,12500,2699382,514
5701864,12500,2697031,514
5714364,12500,2694547,514
5726864,12500,2690583,514
5739364,12500,2684204,514
5751864,12500,2675359,513
5764364,12500,2657279,513
5776864,12500,2667084,513
5789364,12500,2678343,513
5801864,12500,2691173,513
5814364,12500,2690894,513
5826868,12504,2690103,514
5839368,12500,2689729,514
5851868,12500,2690887,514
5864368,12500,2693830,515
5876868,12500,2695422,514
5889368,12500,2696762,514
5901868,12500,2698602,514
5914372,12504,2698779,515
5926872,12500,2698136,514
5939376,12504,2701183,514
5951880,12504,2704346,514
5964380,12500,2707500,514
5976880,12500,2718401,514
5989380,12500,2732218,514
6001880,12500,2737153,514
6014380,12500,2737576,514
6026880,12500,2730127,514
6039380,12500,2717271,515
6051880,12500,2707969,514
6064380,12500,2706120,514
6076884,12504,2704196,514
6089388,12504,2702219,514
6101892,12504,2711564,514
6114392,12500,2726954,514
6126896,12504,2730463,514
6139396,12500,2731550,514
6151896,12500,2731742,514
6164396,12500,2732232,514
6176900,12504,2732498,514
6189400,12500,2732392,514
6201900,12500,2732294,514
6214400,12500,2732134,514
6226904,12504,2732199,514
6239404,12500,2732530,514
6251904,12500,2732711,514
6264404,12500,2732526,514
6276904,12500,2732335,514
6289404,12500,2732239,514
6301904,12500,2732143,514
6314404,12500,2731921,514
6326908,12504,2732118,514
6339408,12500,2732316,514
6351912,12504,2732308,514
6364416,12504,2732019,514
6376916,12500,2731866,514
6389416,12500,2732145,514
6401916,12500,2732424,514
6414420,12504,2732179,514
6426920,12500,2731856,514
6439420,12500,2731598,514
6451920,12500,2731285,514
6464420,12500,2730859,514
6476920,12500,2728090,514
6489420,12500,2727970,514
6501920,12500,2728134,514
6514424,12504,2728444,514
6526924,12500,2728924,514
6539428,12504,2729415,514
6551928,12500,2738340,514
6564428,12500,2749849,514
6576932,12504,2751531,514
6589432,12500,2751970,514
6601936,12504,2752371,514
6614436,12500,2752332,513
6626936,12500,2751813,513
6639436,12500,2751352,514
6651936,12500,2750779,513
6664436,12500,2750710,513
6676940,12504,2750657,513
6689440,12500,2750456,513
6701940,12500,2748730,512
6714440,12500,2747546,513
6726940,12500,2744083,512
6739440,12500,2737476,513
6751944,12504,2735238,512
6764444,12500,2735471,512
6776944,12500,2735645,512
6789444,12500,2735473,512
6801948,12504,2735100,512
6814452,12504,2734704,513
6826956,12504,2733115,513
6839456,12500,2730150,513
6851956,12500,2724843,513
6864456,12500,2721760,514
6876960,12504,2723435,514
6889460,12500,2732014,514
6901960,12500,2734986,514
6914460,12500,2734647,514
6926964,12504,2733499,514
6939464,12500,2732941,514
6951968,12504,2733070,514
6964468,12500,2733584,514
6976968,12500,2733660,514
6989468,12500,2733133,514
7001968,12500,2732464,514
7014472,12504,2732117,514
7026972,12500,2732162,514
7039472,12500,2731072,513
7051976,12504,2730554,513
7064476,12500,2730455,514
7076976,12500,2730298,514
7089476,12500,2730237,514
7101980,12504,2730373,513
7114480,12500,2730430,513
7126984,12504,2730036,514
7139484,12500,2729125,514
7151984,12500,2729565,514
7164488,12504,2730141,514
7176988,12500,2730222,514
7189488,12500,2730075,514
7201988,12500,2730040,514
7214488,12500,2729673,514
7226988,12500,2729682,514
7239488,12500,2730016,514
7251988,12500,2730277,514
7264488,12500,2730169,514
7276988,12500,2730147,514
7289488,12500,2730412,513
7301992,12504,2730589,513
7314492,12500,2730596,513
7326992,12500,2730841,513
7339496,12504,2731055,512
7351996,12500,2731030,512
7364500,12504,2730901,512
7377000,12500,2730880,510
7389500,12500,2730948,512
7402004,12504,2730708,513
7414504,12500,2730323,513
7427008,12504,2730238,512
7439508,12500,2730447,513
7452012,12504,2730577,512
7464512,12500,2730797,511
7477012,12500,2730516,512
7489512,12500,2730564,513
7502012,12500,2730676,512
7514512,12500,2730692,513
7527012,12500,2730753,512
7539512,12500,2730730,513
7552012,12500,2730673,513
7564512,12500,2730645,513
7577012,12500,2730655,514
7589512,12500,2732535,513
7602012,12500,2733326,513
7614512,12500,2734215,516
7627016,12504,2734342,515
7639516,12500,2734140,515
7652020,12504,2733925,514
7664520,12500,2733769,514
7677020,12500,2733356,514
7689520,12500,2732872,514
7702020,12500,2732318,515
7714524,12504,2732150,515
7727024,12500,2732003,515
7739524,12500,2731748,515
7752024,12500,2731542,514
7764524,12500,2731256,515
7777024,12500,2730963,514
7789524,12500,2730038,514
7802028,12504,2728764,514
7814528,12500,2730326,515
7827028,12500,2743088,515
7839528,12500,2753178,515
7852028,12500,2753562,514
7864528,12500,2753416,514
7877032,12504,2753754,517
7889532,12500,2754190,518
7902032,12500,2754423,518
7914536,12504,2754552,518
7927036,12500,2754133,518
7939540,12504,2753784,519
7952040,12500,2753818,519
7964540,12500,2754022,518
7977044,12504,2754241,517
7989544,12500,2754224,518
8002044,12500,2754344,518
8014548,12504,2754111,518
8027052,12504,2753906,518
8039552,12500,2753666,518
8052052,12500,2753768,518
8064552,12500,2753522,518
8077052,12500,2753326,518
8089552,12500,2753209,518
8102052,12500,2752968,517
8114552,12500,2752737,518
8127052,12500,2752926,517
8139552,12500,2753060,517
8152052,12500,2752109,517
8164552,12500,2751732,518
8177052,12500,2751525,517
8189552,12500,2751587,517
8202052,12500,2751318,516
8214556,12504,2751075,517
8227056,12500,2750708,516
8239556,12500,2750342,516
8252056,12500,2749944,516
8264556,12500,2748958,517
8277060,12504,2747876,516
8289560,12500,2745890,516
8302064,12504,2744519,516
8314564,12500,2743480,516
8327068,12504,2742875,516
8339568,12500,2742209,516
8352072,12504,2739717,516
8364572,12500,2733668,516
8377072,12500,2731160,516
8389572,12500,2730945,516
8402076,12504,2730480,516
8414580,12504,2729966,516
8427080,12500,2729230,516
8439580,12500,2728359,517
8452080,12500,2728170,517
8464584,12504,2728305,517
8477084,12500,2727714,517
8489588,12504,2745165,517
8502088,12500,2746276,518
8514588,12500,2746183,517
8527088,12500,2746064,517
8539588,12500,2745962,518
8552088,12500,2746048,518
8564588,12500,2746081,518
8577092,12504,2745905,518
8589592,12500,2745728,518
8602092,12500,2745378,518
8614592,12500,2745327,518
8627096,12504,2745060,518
8639596,12500,2744566,518
8652096,12500,2743890,517
8664596,12500,2742969,518
8677100,12504,2742306,517
8689604,12504,2741817,517
8702104,12500,2740800,517
8714604,12500,2727678,518
8727104,12500,2724001,518
8739604,12500,2731546,518
8752104,12500,2735869,518
8764604,12500,2736502,518
8777108,12504,2736860,518
8789608,12500,2737027,518
8802112,12504,2736759,518
8814612,12500,2736370,518
8827112,12500,2736796,518
8839612,12500,2737271,518
8852112,12500,2737345,518
8864612,12500,2736910,518
8877112,12500,2736321,517
8889612,12500,2736277,518
8902112,12500,2736929,518
8914612,12500,2737656,518
8927116,12504,2737988,518
8939620,12504,2737331,518
8952124,12504,2736911,518
8964624,12500,2736676,518
8977124,12500,2736956,518
8989628,12504,2737822,518
9002128,12500,2738242,517
9014632,12504,2738015,518
9027132,12500,2737500,518
9039636,12504,2737003,517
9052140,12504,2737343,518
9064640,12500,2737751,518
9077140,12500,2738007,517
9089640,12500,2737895,517
9102144,12504,2737385,518
9114644,12500,2736948,517
9127144,12500,2737098,517
9139648,12504,2737720,518
9152148,12500,2737931,517
9164648,12500,2737534,517
9177148,12500,2737183,517
9189648,12500,2736931,517
9202148,12500,2737230,518
9214652,12504,2737592,517
9227152,12500,2737831,517
9239652,12500,2737668,517
9252152,12500,2737278,518
9264652,12500,2736920,517
9277156,12504,2737295,517
9289656,12500,2737445,517
9302160,12504,2737585,516
9314660,12500,2737442,516
9327160,12500,2737101,516
9339660,12500,2737126,516
9352160,12500,2737416,516
9364664,12504,2737576,516
9377168,12504,2737550,517
9389672,12504,2737251,517
9402172,12500,2737163,516
9414672,12500,2737163,516
9427172,12500,2737376,516
9439672,12500,2737449,516
9452176,12504,2737399,516
9464676,12500,2737249,516
9477180,12504,2736834,517
9489684,12504,2736774,517
9502184,12500,2737351,516
9514684,12500,2737459,516
9527184,12500,2737378,516
9539684,12500,2737121,516
9552184,12500,2736911,516
9564684,12500,2736837,516
9577184,12500,2736943,516
9589684,12500,2737014,517
9602188,12504,-438755,518
9624788,22600,2736819,519
9637288,12500,2736889,519
9649788,12500,2737113,519
9662288,12500,2737128,518
9674788,12500,2737098,519
9687288,12500,2737072,518
9699788,12500,2736981,518
9712288,12500,2736599,518
9724792,12504,2736597,518
9737292,12500,2737294,518
9749792,12500,2737350,518
9762292,12500,2736813,518
9774796,12504,2736399,518
9787296,12500,2736344,518
9799796,12500,2736446,518
9812300,12504,2736412,518
9824800,12500,2736601,518
9837304,12504,2736486,518
9849804,12500,2735808,517
9862304,12500,2735713,517
9874808,12504,2735918,517
9887312,12504,2736028,517
9899816,12504,2735956,517
9912316,12500,2735767,517
9924816,12500,2735529,517
9937316,12500,2735297,517
9949816,12500,2735313,517
9962320,12504,2735357,517
9974824,12504,2735192,517
9987324,12500,2735066,517
9999828,12504,2734845,517
10012332,12504,2734682,517
10024832,12500,2734915,517
10037332,12500,2735192,517
10049832,12500,2735057,517
10062332,12500,2734924,517
10074836,12504,2734498,517
10087336,12500,2734482,517
10099836,12500,2734555,517
10112340,12504,2734604,517
10124840,12500,2734651,517
10137340,12500,2734486,517
10149840,12500,2734406,517
10162344,12504,2734308,517
10174844,12500,2734210,517
10187344,12500,2734443,517
10199844,12500,2734334,517
10212344,12500,2734221,517
10224844,12500,2734131,517
10237344,12500,2734093,517
10249848,12504,2734079,517
10262348,12500,2734167,516
10274848,12500,2734300,517
10287348,12500,2734383,517
10299848,12500,2734249,516
10312348,12500,2733754,517
10324848,12500,2733490,516
10337348,12500,2733652,516
10349848,12500,2733892,516
10362352,12504,2733756,518
10374852,12500,2733502,517
10387356,12504,2733423,517
10399856,12500,2733320,517
10412356,12500,2733591,516
10424856,12500,2733677,516
10437360,12504,2733500,517
10449860,12500,2733352,516
10462360,12500,2733030,516
10474864,12504,2732880,516
10487368,12504,2732940,516
10499872,12504,2732944,516
10512372,12500,2732944,516
10524872,12500,2732580,516
10537376,12504,2732495,516
10549876,12500,2732452,516
10562380,12504,2732499,516
10574880,12500,2732645,516
10587380,12500,2732465,516
10599884,12504,2732234,516
10612388,12504,2732123,516
10624888,12500,2731982,516
10637392,12504,2732047,516
10649892,12500,2732046,516
10662396,12504,2731976,516
10674896,12500,2731917,516
10687396,12500,2731772,516
10699896,12500,2731529,516
10712400,12504,2731565,517
10724900,12500,2731810,516
10737404,12504,2731846,516
10749904,12500,2731812,516
10762404,12500,2731700,516
10774904,12500,2731372,516
10787404,12500,2731172,516
10799908,12504,2731102,516
10812408,12500,2731255,516
10824912,12504,2731350,516
10837412,12500,2731274,516
10849916,12504,2731065,516
10862420,12504,2730768,516
10874920,12500,2730749,516
10887420,12500,2730737,515
10899920,12500,2730632,515
10912420,12500,2730720,515
10924924,12504,2730469,516
10937424,12500,2730331,515
10949924,12500,2730218,515
10962424,12500,2730066,515
10974924,12500,2730423,515
10987424,12500,2730280,514
10999924,12500,2729796,514
11012428,12504,2729520,514
11024932,12504,2729476,514
11037436,12504,2729638,514
11049940,12504,2729640,514
11062444,12504,2729289,514
11074948,12504,2728946,514
11087448,12500,2728365,514
11099948,12500,2728507,514
11112456,12508,2728709,514
11124960,12504,2728768,514
11137460,12500,2728719,514
11149960,12500,2728244,514
11162464,12504,2727840,514
11174968,12504,2727098,514
11187468,12500,2725760,514
11199968,12500,2725367,514
11212468,12500,2724782,514
11224972,12504,2724115,514
11237472,12500,2723660,515
11249972,12500,2723370,515
11262472,12500,2723029,515
11274972,12500,2722643,516
11287472,12500,2722191,516
11299976,12504,2721386,515
11312480,12504,2720322,515
11324980,12500,2720384,515
11337480,12500,2720617,515
11349980,12500,2720007,515
11362480,12500,2718573,515
11374980,12500,2717453,516
11387480,12500,2716881,516
11399980,12500,2716126,516
11412488,12508,2714925,516
11424988,12500,2705467,516
11437492,12504,2702978,516
11449992,12500,2700972,516
11462492,12500,2699797,516
11474996,12504,2698252,516
11487496,12500,2713186,516
11499996,12500,2731714,515
11512500,12504,2735428,515
11525004,12504,2734453,515
11537504,12500,2732361,515
11550008,12504,2732238,515
11562508,12500,2735843,515
11575008,12500,2738390,515
11587512,12504,2737422,515
11600012,12500,2735547,515
11612512,12500,2735980,515
11625012,12500,2736651,515
11637516,12504,2735806,516
11650016,12500,2734900,516
11662520,12504,2733892,515
11675020,12500,2731287,515
11687520,12500,2727318,515
11700020,12500,2726187,515
11712524,12504,2726092,515
11725028,12504,2726981,515
11737528,12500,2727768,515
11750028,12500,2728560,515
11762528,12500,2728419,515
11775028,12500,2727882,515
11787532,12504,2727258,514
11800032,12500,2726785,514
11812532,12500,2726072,514
11825036,12504,2726080,514
11837536,12500,2725502,514
11850036,12500,2724617,514
11862536,12500,2724682,514
11875036,12500,2724010,514
11887536,12500,2724166,514
11900036,12500,2724741,514
11912536,12500,2723736,514
11925036,12500,2723299,514
11937536,12500,2725942,514
11950036,12500,2728757,514
11962536,12500,2728242,514
11975040,12504,2727093,514
11987540,12500,2727201,514
12000040,12500,2728678,514
12012540,12500,2729446,514
12025040,12500,2729085,514
12037540,12500,2728337,511
12050040,12500,2728092,512
12062540,12500,2727915,514
12075040,12500,2726722,513
12087544,12504,2725994,514
12100048,12504,2721694,514
12112548,12500,2720958,513
12125048,12500,2722410,513
12137548,12500,2716787,513
12150048,12500,2707959,513
12162548,12500,2696752,513
12175048,12500,2685543,513
12187548,12500,2658537,513
12200052,12504,2677506,514
12212556,12504,2683359,512
12225056,12500,2684770,512
12237556,12500,2686095,511
12250056,12500,2690138,512
12262556,12500,2690438,510
12275056,12500,2690271,512
12287556,12500,2690831,513
12300060,12504,2692244,513
12312568,12508,2677512,512
12325068,12500,2683266,512
12337572,12504,2708966,512
12350072,12500,2715871,512
12362572,12500,2713405,512
12375072,12500,2696297,513
12387572,12500,2677662,513
12400076,12504,2673080,512
12412576,12500,2665350,512
12425076,12500,2690470,511
12437576,12500,2695485,511
12450080,12504,2699778,510
12462584,12504,2702014,509
12475084,12500,2701932,511
12487588,12504,2701264,502
12500088,12500,2702128,493
12512588,12500,2702602,499
12525088,12500,2701200,499
12537592,12504,2698662,492
12550092,12500,2697566,492
12562596,12504,2699071,490
12575096,12500,2702988,500
12587596,12500,2710535,496
12600096,12500,2713833,498
12612596,12500,2713362,502
12625100,12504,2713774,501
12637600,12500,2714850,502
12650100,12500,2715207,501
12662600,12500,2715495,501
12675104,12504,2715416,501
12687604,12500,2714829,502
12700104,12500,2714918,499
12712608,12504,2714347,497
12725108,12500,2713182,499
12737612,12504,2712033,495
12750112,12500,2711684,494
12762612,12500,2712066,493
12775116,12504,2713464,491
12787616,12500,2714272,492
12800116,12500,2715315,490
12812620,12504,2716073,488
12825120,12500,2716600,493
12837620,12500,2716212,495
12850120,12500,2715596,498
12862620,12500,2714854,501
12875120,12500,2715933,499
12887620,12500,2715664,496
12900120,12500,2712205,497
12912620,12500,2706884,498
12925124,12504,2706769,497
12937624,12500,2705945,499
12950124,12500,2705531,498
12962624,12500,2708646,499
12975124,12500,2710900,496
12987624,12500,2709660,496
13000124,12500,2707912,496
13012624,12500,2701255,498
13025124,12500,2698132,500
13037624,12500,2702895,501
13050128,12504,2709492,502
13062628,12500,2711982,503
13075128,12500,2706789,522
13087628,12500,2698556,499
13100128,12500,2699206,498
13112628,12500,2704540,503
13125128,12500,2713893,504
13137628,12500,2714714,504
13150128,12500,2713346,506
13162632,12504,2713527,507
13175132,12500,2718005,522
13187636,12504,2721406,507
13200140,12504,2722981,507
13212640,12500,2723148,507
13225140,12500,2722508,508
13237644,12504,2721868,510
13250144,12500,2723592,509
13262644,12500,2725222,509
13275144,12500,2724690,509
13287644,12500,2722782,509
13300144,12500,2721235,509
13312648,12504,2720609,509
13325148,12500,2720055,510
13337648,12500,2719102,510
13350148,12500,2719550,510
13362648,12500,2716191,510
13375148,12500,2714202,510
13387648,12500,2720241,509
13400152,12504,2723867,510
13412652,12500,2721636,511
13425152,12500,2718655,510
13437652,12500,2720635,509
13450156,12504,2719216,509
13462656,12500,2716048,508
13475156,12500,2712191,509
13487656,12500,2712657,508
13500160,12504,2712988,509
13512660,12500,2708662,509
13525164,12504,2709753,509
13537664,12500,2718203,508
13550164,12500,2723909,509
