Times (us),interval (us),strain (raw),sensorValue0 (raw)
13440072,12500,2765967,519
13452576,12504,2765459,517
13465076,12500,2764935,517
13477576,12500,2764750,518
13490080,12504,2765171,517
13502584,12504,2765997,517
13515084,12500,2766389,517
13527588,12504,2766113,517
13540088,12500,2765591,517
13552592,12504,2765229,517
13565092,12500,2764846,517
13577592,12500,2764865,517
13590092,12500,2765432,517
13602592,12500,2765994,517
13615096,12504,2766373,517
13627596,12500,2766176,517
13640096,12500,2765271,517
13652596,12500,2764811,516
13665096,12500,2764827,516
13677600,12504,2765322,516
13690100,12500,2766036,516
13702600,12500,2766341,516
13715100,12500,2766241,516
13727600,12500,2765834,517
13740100,12500,2764980,517
13752600,12500,2764949,516
13765104,12504,2765386,516
13777608,12504,2766006,517
13790108,12500,2766485,516
13802608,12500,2766745,516
13815108,12500,2766666,517
13827612,12504,2766137,517
13840112,12500,2765520,517
13852612,12500,2766069,517
13865116,12504,2766982,516
13877616,12500,2767783,516
13890120,12504,2768349,516
13902620,12500,2768299,516
13915120,12500,2767848,516
13927624,12504,2767202,516
13940124,12500,2766690,516
13952624,12500,2766636,516
13965124,12500,2768141,516
13977628,12504,2768650,516
13990128,12500,2768644,516
14002628,12500,2767913,517
14015132,12504,2767104,516
14027632,12500,2766734,517
14040132,12500,2766752,517
14052632,12500,2767385,517
14065132,12500,2768231,517
14077632,12500,2768698,517
14090132,12500,2767896,517
14102632,12500,2767213,516
14115132,12500,2766993,517
14127632,12500,2767160,516
14140132,12500,2767679,517
14152632,12500,2768258,516
14165132,12500,2768656,517
14177632,12500,2768290,518
14190136,12504,2767066,517
14202636,12500,2766994,517
14215136,12500,2767276,517
14227636,12500,2767668,517
14240140,12504,2768095,517
14252640,12500,2768274,517
14265140,12500,2768265,517
14277644,12504,2767894,517
14290148,12504,2767492,517
14302652,12504,2767420,517
14315156,12504,2767593,517
14327656,12500,2767720,517
14340156,12500,2767785,517
14352660,12504,2767817,517
14365164,12504,2767857,517
14377664,12500,2767818,516
14390164,12500,2767629,516
14402668,12504,2767461,517
14415168,12500,2767412,516
14427668,12500,2767577,516
14440172,12504,2767759,516
14452672,12500,2767438,516
14465172,12500,2767210,516
14477672,12500,2767330,517
14490176,12504,2767227,517
14502676,12500,2767172,517
14515180,12504,2767356,517
14527680,12500,2766914,517
14540184,12504,2767028,518
14552684,12500,2767144,518
14565184,12500,2767224,518
14577684,12500,2767312,518
14590184,12500,2767273,518
14602688,12504,2767105,516
14615188,12500,2766933,517
14627692,12504,2766447,517
14640196,12504,2766469,519
14652696,12500,2766344,517
14665200,12504,2766406,517
14677700,12500,2766655,516
14690200,12500,2766555,517
14702700,12500,2766260,517
14715200,12500,2765916,517
14727704,12504,2765711,517
14740204,12500,2765599,517
14752704,12500,2766378,517
14765204,12500,2766534,518
14777704,12500,2766558,517
14790208,12504,2766087,517
14802708,12500,2765703,517
14815208,12500,2765470,517
14827708,12500,2765624,517
14840208,12500,2765801,517
14852712,12504,2766210,516
14865216,12504,2766405,516
14877716,12500,2766153,517
14890220,12504,2765782,517
14902720,12500,2765338,517
14915220,12500,2765074,517
14927720,12500,2765234,516
14940220,12500,2765672,517
14952724,12504,2765637,517
14965224,12500,2765762,517
14977724,12500,2765529,516
14990224,12500,2765077,517
15002724,12500,2764832,517
15015224,12500,2764955,517
15027724,12500,2765586,517
15040224,12500,2765988,516
15052728,12504,2765789,517
15065228,12500,2763255,517
15077728,12500,2760802,517
15090232,12504,2759973,517
15102732,12500,2759878,517
15115232,12500,2760093,517
15127732,12500,2760541,518
15140236,12504,2760782,517
15152740,12504,2760848,517
15165244,12504,2760959,517
15177744,12500,2760802,517
15190244,12500,2760553,517
15202744,12500,2760322,517
15215244,12500,2760667,517
15227744,12500,2761073,517
15240244,12500,2761446,517
15252748,12504,2761610,517
15265248,12500,2761571,517
15277748,12500,2761176,517
15290248,12500,2760811,518
15302748,12500,-438007,516
15325332,22584,2762023,516
15337832,12500,2762102,517
15350332,12500,2761837,517
15362832,12500,2761691,517
15375332,12500,2761357,518
15387832,12500,2761105,517
15400332,12500,2760849,517
15412832,12500,2760714,517
15425336,12504,2761028,516
15437836,12500,2761328,517
15450336,12500,2761079,516
15462840,12504,2760829,516
15475340,12500,2760555,517
15487840,12500,2760434,516
15500344,12504,2760419,517
15512844,12500,2760521,517
15525344,12500,2760786,517
15537844,12500,2761120,517
15550348,12504,2764218,517
15562848,12500,2764417,516
15575348,12500,2764277,516
15587848,12500,2764589,516
15600352,12504,2765010,517
15612852,12500,2765432,516
15625356,12504,2765911,517
15637856,12500,2766791,517
15650356,12500,2767084,517
15662860,12504,2766901,517
15675360,12500,2766809,517
15687860,12500,2766873,517
15700360,12500,2767013,518
