Times (us),interval (us),strain (raw),sensorValue0 (raw)
13404908,12500,2762425,517
13417408,12500,2762462,517
13429908,12500,2762559,517
13442408,12500,2762602,517
13454912,12504,2762674,517
13467416,12504,2762690,517
13479916,12500,2762576,517
13492420,12504,2762545,518
13504920,12500,2762550,517
13517420,12500,2762610,517
13529920,12500,2762564,517
13542420,12500,2762556,517
13554920,12500,2762751,517
13567424,12504,2762719,517
13579928,12504,2762616,517
13592428,12500,2762571,517
13604928,12500,2762478,517
13617432,12504,2762489,517
13629932,12500,2762534,517
13642432,12500,2762538,517
13654932,12500,2762558,517
13667432,12500,2762652,517
13679932,12500,2762728,517
13692432,12500,2762755,517
13704932,12500,2762511,517
13717432,12500,2762518,516
13729932,12500,2762772,517
13742432,12500,2762753,517
13754936,12504,2762651,517
13767440,12504,2762590,517
13779940,12500,2762789,517
13792440,12500,2762818,516
13804940,12500,2762577,516
13817440,12500,2762199,517
13829944,12504,2762387,517
13842444,12500,2762525,517
13854944,12500,2762291,517
13867444,12500,2762355,517
13879944,12500,2762579,517
13892444,12500,2762930,517
13904944,12500,2762748,517
13917444,12500,2762391,517
13929944,12500,2762346,517
13942444,12500,2762505,517
13954944,12500,2762655,517
13967444,12500,2762226,517
13979944,12500,2762214,517
13992448,12504,2762636,517
14004952,12504,2762858,517
14017452,12500,2762618,517
14029956,12504,2762326,517
14042456,12500,2762472,517
14054956,12500,2762680,517
14067460,12504,2762532,517
14079960,12500,2762295,519
14092464,12504,2762467,519
14104964,12500,2762588,518
14117468,12504,2762596,518
14129968,12500,2762615,518
14142472,12504,2762392,518
14154972,12500,2762389,518
14167476,12504,2762588,517
14179976,12500,2762644,517
14192476,12500,2762692,517
14204976,12500,2762557,517
14217476,12500,2762410,517
14229976,12500,2762365,517
14242476,12500,2762582,517
14254976,12500,2762650,516
14267476,12500,2762560,517
14279976,12500,2762757,517
14292476,12500,2762792,517
14304976,12500,2762421,517
14317476,12500,2762298,517
14329976,12500,2762604,517
14342476,12500,2762845,517
14354976,12500,2762671,517
14367480,12504,2762294,517
14379980,12500,2762158,517
14392480,12500,-875915,517
14415048,22568,2762460,517
14427548,12500,2762329,517
14440048,12500,2762422,517
14452548,12500,2762676,517
14465048,12500,2762682,517
14477548,12500,2762403,516
14490048,12500,2762344,516
14502552,12504,2762547,516
14515056,12504,2762510,516
14527556,12500,2762334,516
14540056,12500,2762275,516
14552556,12500,2762631,516
14565056,12500,2762763,517
14577556,12500,2762476,517
14590060,12504,2762306,516
14602560,12500,2762365,516
14615060,12500,2762618,516
14627560,12500,2762633,517
14640060,12500,2762432,516
14652560,12500,2762541,515
14665060,12500,2762597,515
14677560,12500,2762682,515
14690060,12500,2762656,515
14702560,12500,2762500,515
14715060,12500,2762540,516
14727564,12504,2762653,516
14740064,12500,2762484,515
14752564,12500,2762105,515
14765064,12500,2762282,515
14777564,12500,2762531,515
14790068,12504,2762664,516
14802572,12504,2762598,516
14815076,12504,2762248,515
14827580,12504,2762308,516
14840080,12500,2762655,516
14852584,12504,2762669,515
14865088,12504,2762268,514
14877588,12500,2762566,516
14890092,12504,2762822,516
14902592,12500,2762559,516
14915092,12500,2762365,516
14927592,12500,2762210,516
14940092,12500,2762339,516
14952592,12500,2762433,515
14965092,12500,2762497,516
14977592,12500,2762480,516
14990092,12500,2762227,517
15002592,12500,2762290,517
15015096,12504,2762427,517
15027596,12500,2762368,517
15040100,12504,2762187,517
15052600,12500,2762267,517
15065100,12500,2762312,517
15077600,12500,2762380,518
15090100,12500,2762053,518
15102600,12500,2761997,518
15115100,12500,2762143,518
15127600,12500,2762238,518
15140100,12500,2762364,518
15152600,12500,2762292,518
15165100,12500,2762175,518
15177604,12504,2762143,518
15190108,12504,2762189,517
15202608,12500,2762170,517
15215108,12500,2761997,517
15227608,12500,2761981,517
15240108,12500,2762314,517
15252612,12504,2762364,517
15265116,12504,2762151,517
15277616,12500,2762010,517
15290116,12500,2762227,516
15302616,12500,2762381,517
15315120,12504,2762360,518
15327620,12500,2762246,518
15340120,12500,2762212,518
15352624,12504,2762328,517
15365128,12504,2762365,517
15377632,12504,2762138,517
15390132,12500,2762009,517
15402632,12500,2762108,517
15415132,12500,2762293,517
15427632,12500,2762058,517
15440132,12500,2762037,517
15452632,12500,2762005,517
15465132,12500,2762003,518
15477636,12504,2762107,517
15490140,12504,2762042,517
15502640,12500,2762054,518
15515140,12500,2762117,518
15527640,12500,2762096,518
15540140,12500,2761867,518
15552644,12504,2762243,518
15565148,12504,2762293,518
15577652,12504,2761980,518
15590156,12504,2762030,518
15602660,12504,2762352,518
15615160,12500,2762362,517
15627660,12500,2761812,517
15640160,12500,2761558,517
15652660,12500,2762412,518
15665160,12500,2762333,518
15677660,12500,2761885,518
15690160,12500,2761676,518
