Times (us),interval (us),strain (raw),sensorValue0 (raw)
9949796,12504,2761974,532
9962296,12500,2761513,532
9974796,12500,2761461,532
9987300,12504,2761498,532
9999804,12504,2761756,532
10012304,12500,2761678,533
10024804,12500,2761410,533
10037308,12504,2761543,533
10049808,12500,2761626,533
10062308,12500,2761657,533
10074808,12500,2761586,533
10087308,12500,2761627,533
10099812,12504,2761580,533
10112312,12500,2761452,533
10124812,12500,2761407,533
10137312,12500,2761578,533
10149816,12504,2761774,533
10162316,12500,2761538,533
10174816,12500,2761460,533
10187316,12500,2761684,532
10199816,12500,2761839,533
10212316,12500,2761870,533
10224816,12500,2761607,533
10237320,12504,2761326,533
10249824,12504,2761431,533
10262328,12504,2761647,533
10274828,12500,2761571,533
10287328,12500,2761493,533
10299828,12500,2761651,533
10312328,12500,2761721,533
10324828,12500,2761821,533
10337328,12500,2761415,533
10349832,12504,2761395,533
10362332,12500,2761701,533
10374832,12500,2761900,533
10387332,12500,2761769,532
10399832,12500,2761492,533
10412332,12500,2761310,533
10424836,12504,2761547,533
10437340,12504,2761711,533
10449844,12504,2761705,533
10462348,12504,2761516,533
10474852,12504,2761354,534
10487352,12500,2761546,534
10499852,12500,2761771,537
10512352,12500,2761706,536
10524852,12500,2761329,534
10537352,12500,2761483,534
10549852,12500,2761559,533
10562352,12500,2761632,534
10574852,12500,2761560,534
10587352,12500,2761377,534
10599852,12500,2761387,534
10612352,12500,2761735,534
10624856,12504,2761683,534
10637356,12500,2761410,534
10649856,12500,2761621,533
10662356,12500,2761890,533
10674856,12500,2761856,533
10687356,12500,2761642,533
10699856,12500,2761477,533
10712360,12504,2761574,533
10724860,12500,2761768,533
10737360,12500,2761715,533
10749864,12504,2761519,533
10762364,12500,2761716,533
10774868,12504,2761711,533
10787368,12500,2761368,533
10799868,12500,2761239,533
10812368,12500,2761364,533
10824868,12500,2761746,533
10837372,12504,2761811,534
10849872,12500,2761527,533
10862376,12504,2761691,533
10874876,12500,2761657,533
10887380,12504,2761631,533
10899884,12504,2761548,533
10912384,12500,2761543,534
10924884,12500,2761547,533
10937384,12500,2761852,533
10949884,12500,2761757,534
10962388,12504,2761406,534
10974888,12500,2761746,534
10987388,12500,2761711,533
10999892,12504,2761578,533
11012392,12500,2761506,533
11024892,12500,2761666,534
11037396,12504,2761880,534
11049900,12504,2761591,533
11062400,12500,2761445,533
11074900,12500,2761494,533
11087404,12504,2761741,533
11099904,12500,2761533,533
11112408,12504,2761585,533
11124912,12504,2761564,534
11137412,12500,2761468,534
11149912,12500,2761590,533
11162412,12500,2761404,533
11174920,12508,2761344,533
11187420,12500,2761571,534
11199920,12500,2761723,534
11212420,12500,2761530,534
11224920,12500,2761546,534
11237420,12500,2761635,534
11249924,12504,2761661,534
11262428,12504,2761613,534
11274928,12500,2761285,534
11287428,12500,2761445,533
11299932,12504,2761517,533
11312432,12500,2761344,533
11324932,12500,2761558,533
11337432,12500,2761609,533
11349932,12500,2761568,533
11362432,12500,2761406,533
11374932,12500,2761335,533
11387432,12500,2761531,533
11399932,12500,2761778,533
11412432,12500,2761515,533
11424936,12504,2761639,533
11437436,12500,2761643,534
11449936,12500,2761433,534
11462440,12504,2761310,534
11474948,12508,2761244,534
11487452,12504,2761422,534
11499952,12500,2761716,534
11512456,12504,2761552,534
11524956,12500,2761373,533
11537460,12504,2761326,533
11549960,12500,2761553,533
11562460,12500,2761677,533
11574960,12500,2761482,533
11587464,12504,2761416,533
11599964,12500,2761544,533
11612464,12500,2761504,533
11624968,12504,2761339,534
11637468,12500,2761270,534
11649968,12500,2761537,534
11662472,12504,2761438,534
11674972,12500,2761254,533
11687472,12500,2761110,533
11699976,12504,2761315,533
11712480,12504,2761619,533
11724980,12500,2761590,533
11737484,12504,2761485,533
11749984,12500,2761478,533
11762488,12504,2761555,533
11774988,12500,2761303,534
11787492,12504,2761108,533
11799992,12500,2761277,534
11812492,12500,2761530,534
11824992,12500,2761525,534
11837496,12504,2761401,535
11849996,12500,2761382,534
11862496,12500,2761500,535
11874996,12500,2761434,534
11887496,12500,2761325,534
11899996,12500,2761431,534
11912496,12500,2761570,534
11924996,12500,2761595,534
11937496,12500,2761549,534
11949996,12500,2761530,534
11962496,12500,2761230,534
11974996,12500,2761250,534
11987496,12500,2761378,534
11999996,12500,2761337,534
12012496,12500,2761318,535
12025000,12504,2761259,536
12037500,12500,2761359,534
12050000,12500,2761328,533
12062500,12500,2761312,533
12075000,12500,2761180,533
12087500,12500,2761043,533
12100004,12504,2761462,533
12112504,12500,2761772,533
12125008,12504,2761557,533
12137508,12500,2761127,533
12150008,12500,2761106,533
12162512,12504,2761479,533
12175012,12500,2761630,533
12187512,12500,2761405,533
12200012,12500,2761226,533
12212512,12500,2761621,533
12225012,12500,2761733,533
12237512,12500,2761492,533
12250012,12500,2761497,533
12262512,12500,2761561,533
12275012,12500,2761510,533
12287512,12500,2761500,533
12300012,12500,2761346,533
12312512,12500,2761140,533
12325016,12504,2761762,533
12337520,12504,2761503,533
12350020,12500,2761384,533
12362520,12500,2761502,533
12375024,12504,2761558,533
12387524,12500,2761393,533
12400024,12500,2761257,532
12412524,12500,2761420,532
12425024,12500,2761515,532
12437524,12500,2761280,532
12450024,12500,2761312,532
12462528,12504,2761449,532
12475032,12504,2761497,532
12487532,12500,2761388,532
12500032,12500,2761307,532
12512532,12500,2761116,532
12525036,12504,2761230,532
12537540,12504,2761408,532
12550040,12500,2761055,532
12562540,12500,2760977,532
12575040,12500,2761333,532
12587540,12500,2761524,532
12600040,12500,2761333,532
12612540,12500,2761053,532
12625044,12504,2761031,532
12637544,12500,2761638,532
12650044,12500,2761452,532
12662544,12500,2761087,532
12675044,12500,2761179,532
12687544,12500,2761503,532
12700044,12500,2761646,532
12712544,12500,2761239,532
12725048,12504,2760952,532
12737548,12500,2761218,532
12750048,12500,2761615,532
12762552,12504,2761120,532
12775052,12500,2760927,532
12787556,12504,2761181,532
12800056,12500,2761628,532
12812556,12500,2761729,532
12825056,12500,2761279,532
12837560,12504,2761080,532
12850060,12500,2761159,532
12862560,12500,2761400,532
12875064,12504,2761294,532
12887564,12500,2761120,532
12900068,12504,2761414,532
12912568,12500,2761695,532
12925068,12500,2761544,532
12937568,12500,2761119,532
12950072,12504,2761031,532
12962572,12500,2761290,532
12975076,12504,2761542,532
12987580,12504,2761400,532
13000080,12500,2761388,532
13012580,12500,2761578,532
13025080,12500,2761590,532
13037580,12500,2761297,532
13050080,12500,2761282,532
13062580,12500,2761368,532
13075080,12500,2761409,532
13087580,12500,2761552,532
13100080,12500,2761388,532
13112584,12504,2761221,532
13125084,12500,2760960,532
13137584,12500,2760994,532
