Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
684,440,435,431
688,440,436,432
692,440,436,432
696,440,435,431
700,440,435,431
704,440,436,432
708,440,436,432
712,440,436,432
716,440,436,431
720,440,436,432
724,440,437,433
728,440,436,432
732,440,435,431
736,440,436,432
740,440,436,432
744,440,436,432
748,441,435,431
752,441,436,432
756,440,437,432
760,440,436,432
764,440,435,431
768,440,436,431
772,440,436,432
776,440,436,432
780,440,436,432
784,440,436,432
788,440,436,432
792,440,436,432
796,440,435,431
800,440,435,431
804,440,436,432
808,440,436,432
812,440,436,432
816,440,435,431
820,440,436,432
824,440,436,432
828,440,436,432
832,440,435,431
836,440,436,432
840,440,437,432
844,440,436,432
848,440,435,431
852,440,436,432
856,440,436,432
860,440,436,432
864,440,435,431
868,440,435,431
872,440,436,432
876,440,436,432
880,440,435,431
884,440,435,431
888,440,436,432
892,440,436,432
896,440,436,431
900,440,435,431
904,440,436,432
908,440,436,432
912,440,436,432
916,440,435,431
920,440,436,432
924,440,436,432
928,440,436,432
932,440,436,431
936,440,436,432
940,440,436,432
944,440,436,432
948,440,436,431
952,440,436,431
956,440,436,432
960,440,436,432
964,440,436,431
968,440,436,431
972,440,436,432
976,440,436,432
980,440,435,431
984,440,436,431
988,440,436,432
992,440,436,432
996,440,436,432
1000,440,436,431
1004,440,436,432
1008,440,437,432
1012,440,436,432
1016,440,436,431
1020,440,436,432
1024,440,436,432
1028,440,436,432
1032,440,435,431
1036,440,436,432
1040,440,437,432
1044,440,436,432
1048,440,436,431
1052,440,436,432
1056,440,436,432
1060,440,436,432
1064,440,435,431
1068,440,436,431
1072,440,436,432
1076,440,436,432
1080,440,435,431
1084,440,435,431
1088,440,436,432
1092,440,436,432
1096,441,437,432
1100,440,436,432
1104,441,437,432
1108,442,438,434
1112,441,437,433
1116,438,435,432
1120,440,436,432
1124,441,437,432
1128,440,436,432
1132,441,436,432
1136,440,436,432
1140,440,436,432
1144,440,436,432
1148,440,436,432
1152,441,436,432
1156,442,437,433
1160,441,437,433
1164,440,436,432
1168,440,436,432
1172,441,437,432
1176,441,437,433
1180,442,437,433
1184,441,437,433
1188,441,437,433
1192,441,437,433
1196,442,437,433
1200,442,437,433
1204,441,437,433
1208,441,437,433
1212,441,437,433
1216,441,436,432
1220,441,437,432
1224,441,437,433
1228,441,437,433
1232,440,436,432
1236,440,436,432
1240,440,436,432
1244,440,436,432
1248,441,437,432
1252,442,438,433
1256,442,438,434
1260,442,438,434
1264,442,438,434
1268,443,438,434
1272,444,439,435
1276,444,440,436
1280,444,440,436
1284,443,439,435
1288,444,440,435
1292,445,441,436
1296,448,443,438
1300,450,445,440
1304,451,447,441
1308,450,447,442
1312,448,445,441
1316,446,443,439
1320,444,441,438
1324,443,440,436
1328,441,438,434
1332,438,434,432
1336,433,431,428
1340,429,427,425
1344,422,421,419
1348,416,415,414
1352,428,421,416
1356,443,434,425
1360,444,438,431
1364,445,440,434
1368,437,434,431
1372,429,428,427
1376,456,445,436
1380,476,464,452
1384,468,464,457
1388,436,437,441
1392,392,405,414
1396,404,400,402
1400,407,402,400
1404,465,443,427
1408,468,457,444
1412,455,453,446
1416,461,454,449
1420,462,457,452
1424,449,449,447
1428,440,440,439
1432,430,429,430
1436,432,428,426
1440,413,415,416
1444,409,408,408
1448,426,418,412
1452,437,430,421
1456,441,436,428
1460,448,442,435
1464,459,450,442
1468,465,457,449
1472,453,452,448
1476,444,443,442
1480,441,439,437
1484,431,430,430
1488,422,423,423
1492,426,423,420
1496,412,412,412
1500,419,414,411
1504,439,429,421
1508,444,437,429
1512,449,442,434
1516,460,450,442
1520,463,455,448
1524,451,450,446
1528,442,441,440
1532,441,438,435
1536,434,432,431
1540,425,425,424
1544,423,421,419
1548,426,422,418
1552,430,425,420
1556,433,429,423
1560,442,436,429
1564,450,442,435
1568,456,449,441
1572,458,452,446
1576,449,446,443
1580,442,440,438
1584,440,437,434
1588,434,433,431
1592,427,427,426
1596,420,420,419
1600,427,422,418
1604,434,428,422
1608,432,429,424
1612,441,434,428
1616,453,443,435
1620,456,449,442
1624,453,448,443
1628,447,444,441
1632,447,442,439
1636,437,436,434
1640,432,431,430
1644,433,430,427
1648,426,424,422
1652,424,422,419
1656,436,430,424
1660,437,433,427
1664,439,434,429
1668,448,441,434
1672,454,447,440
1676,449,445,441
1680,446,442,438
1684,445,441,437
1688,439,437,435
1692,433,432,430
1696,429,427,425
1700,428,425,423
1704,433,429,424
1708,434,430,426
1712,436,431,426
1716,444,437,430
1720,450,443,436
1724,449,444,439
1728,448,443,439
1732,447,442,438
1736,443,440,437
1740,438,436,434
1744,436,433,431
1748,432,430,427
1752,428,426,424
1756,432,428,424
1760,439,433,427
1764,437,433,428
1768,441,436,430
1772,448,442,435
1776,448,443,437
1780,444,440,436
1784,444,439,435
1788,443,439,435
1792,439,437,434
1796,432,431,429
1800,435,431,428
1804,435,432,428
1808,431,429,426
1812,438,432,427
1816,442,436,430
1820,440,436,431
1824,445,439,434
1828,449,442,436
1832,443,439,435
1836,442,439,435
1840,443,439,435
1844,438,436,433
1848,436,433,430
1852,437,433,429
1856,432,430,427
1860,435,431,427
1864,441,435,429
1868,439,435,430
1872,441,437,432
1876,447,441,435
1880,446,441,436
1884,443,439,435
1888,444,440,436
1892,442,439,435
1896,438,435,432
1900,437,434,430
1904,437,434,430
1908,433,431,428
1912,435,431,427
1916,439,434,429
1920,439,435,430
1924,441,437,432
1928,445,439,434
1932,444,439,434
1936,442,438,434
1940,443,439,435
1944,442,438,434
1948,436,433,431
1952,436,433,429
1956,437,434,430
1960,435,432,428
1964,436,432,428
1968,440,434,430
1972,439,435,431
1976,441,437,432
1980,445,439,434
1984,443,439,434
1988,441,438,434
1992,442,438,434
1996,442,437,433
2000,437,434,431
2004,437,434,431
2008,439,435,431
2012,436,433,429
2016,437,433,429
2020,441,436,431
2024,441,437,432
2028,441,437,432
2032,445,439,434
2036,443,439,435
2040,440,437,434
2044,443,438,433
2048,442,438,433
2052,437,434,431
2056,437,434,431
2060,439,435,431
2064,436,433,429
2068,437,433,429
2072,441,436,431
2076,440,436,432
2080,441,436,432
2084,444,438,433
2088,442,438,434
2092,441,438,434
2096,442,437,433
2100,439,435,432
2104,437,434,431
2108,439,435,431
2112,437,434,430
2116,437,433,429
2120,439,435,430
2124,440,436,431
2128,439,435,431
2132,442,436,432
2136,443,438,433
2140,441,438,434
2144,440,436,433
2148,441,436,432
2152,439,436,432
2156,438,435,431
2160,438,435,431
2164,438,434,430
2168,437,434,430
2172,439,435,431
2176,440,436,432
2180,440,436,431
2184,441,436,432
2188,443,438,433
2192,442,438,434
2196,440,436,432
2200,442,437,432
2204,440,437,433
2208,438,435,432
2212,439,435,431
2216,439,435,431
2220,438,435,431
2224,439,436,432
2228,442,437,432
2232,441,436,432
2236,441,437,433
2240,443,439,434
2244,442,438,434
2248,440,436,432
2252,441,437,433
2256,441,437,433
2260,438,435,431
2264,438,434,430
2268,440,435,431
2272,439,435,431
2276,439,435,431
2280,441,436,431
2284,440,436,432
2288,440,437,432
2292,442,438,433
2296,441,436,432
2300,440,436,432
2304,441,436,432
2308,440,436,432
2312,437,434,430
2316,439,434,430
2320,440,435,431
2324,438,435,431
2328,440,435,431
2332,441,436,431
2336,440,436,432
2340,440,437,432
2344,441,437,432
2348,441,436,432
2352,440,436,432
2356,440,436,432
2360,440,436,432
2364,439,434,431
2368,439,435,431
2372,440,436,432
2376,439,435,431
2380,440,435,431
2384,441,436,432
2388,441,437,433
2392,440,437,433
2396,441,437,432
2400,441,437,432
2404,439,436,432
2408,440,436,432
2412,440,436,432
2416,439,435,431
2420,439,436,431
2424,440,436,432
2428,439,435,431
2432,440,435,431
2436,441,436,432
2440,441,437,433
2444,441,437,432
2448,441,437,432
2452,441,437,432
2456,440,436,433
2460,440,436,432
2464,440,435,431
2468,439,435,431
2472,439,436,432
2476,440,436,432
2480,440,435,431
2484,440,436,431
2488,441,437,432
2492,441,437,433
2496,440,436,432
2500,441,436,432
2504,440,436,432
2508,439,436,432
2512,440,435,431
2516,440,435,431
2520,439,435,431
2524,439,436,432
2528,440,436,431
2532,440,435,431
2536,440,436,432
2540,440,437,433
2544,440,436,432
2548,441,436,432
2552,440,436,432
2556,440,436,432
2560,440,436,432
2564,440,435,431
2568,439,435,431
2572,439,436,432
2576,440,436,432
2580,439,435,431
2584,440,435,431
2588,440,436,432
2592,440,436,432
2596,440,436,432
2600,440,436,432
2604,440,436,432
2608,440,437,433
2612,440,436,432
2616,439,435,431
2620,440,436,432
2624,440,436,432
2628,439,435,431
2632,440,435,431
2636,440,436,432
2640,440,437,432
2644,440,436,432
2648,441,436,432
2652,440,436,432
2656,440,436,432
2660,440,436,432
2664,440,436,431
2668,440,435,431
2672,440,436,432
2676,440,436,432
2680,440,435,431
2684,440,436,431
2688,440,437,432
2692,440,437,432
2696,440,436,432
2700,441,436,432
2704,440,436,432
2708,440,436,432
2712,440,436,432
2716,440,435,431
2720,440,436,432
2724,440,436,432
2728,440,435,431
2732,440,435,431
2736,440,436,431
2740,440,436,432
2744,440,436,432
2748,440,436,431
2752,440,436,432
2756,440,436,432
2760,440,436,432
2764,440,435,431
2768,439,435,431
2772,440,436,432
2776,440,436,432
2780,439,435,431
2784,439,435,431
2788,440,436,432
2792,440,436,432
2796,440,435,431
2800,440,436,431
2804,441,436,432
2808,440,436,432
2812,440,435,431
2816,441,436,432
2820,440,436,432
2824,440,436,432
2828,440,436,432
2832,440,436,432
2836,440,436,432
2840,440,437,432
2844,440,436,432
2848,440,436,431
2852,440,436,432
2856,440,437,433
2860,440,436,432
2864,440,435,431
2868,440,436,432
2872,440,436,432
2876,440,436,432
2880,440,435,431
2884,440,436,431
2888,440,436,432
2892,440,437,432
2896,440,436,432
2900,440,436,432
2904,440,436,432
2908,440,437,433
2912,440,436,432
2916,440,436,432
2920,440,436,432
2924,440,436,432
2928,440,435,431
2932,440,435,431
2936,440,436,432
2940,440,436,432
2944,440,436,432
2948,440,435,431
2952,440,436,431
2956,440,436,432
2960,440,436,432
2964,440,435,431
2968,440,436,431
2972,440,436,432
2976,440,436,432
2980,440,435,431
2984,440,436,431
2988,440,436,432
2992,440,436,432
2996,440,436,431
3000,440,436,431
3004,440,436,432
3008,440,437,432
3012,440,436,432
3016,440,436,431
3020,440,436,432
3024,440,436,432
3028,440,436,432
3032,440,436,431
3036,440,436,432
3040,440,436,432
3044,440,436,432
3048,440,436,431
3052,440,436,432
3056,440,436,432
3060,440,436,432
3064,440,436,431
3068,440,436,432
3072,440,436,432
3076,440,436,432
3080,440,436,432
3084,440,436,432
3088,440,436,432
3092,440,436,432
3096,440,436,432
3100,440,436,432
3104,440,436,432
3108,440,436,432
3112,440,435,431
3116,440,436,431
3120,440,436,432
3124,440,436,432
3128,440,435,431
3132,440,435,431
3136,440,436,432
3140,440,436,432
3144,440,436,432
3148,440,436,431
3152,440,436,432
3156,440,437,432
3160,440,436,432
3164,440,436,432
3168,440,435,431
3172,440,436,432
3176,440,436,432
3180,440,435,431
3184,440,436,431
3188,440,436,432
3192,440,436,432
3196,440,435,431
3200,440,436,431
3204,440,436,432
3208,440,436,432
3212,440,436,432
3216,440,436,431
3220,440,436,432
3224,440,436,432
3228,440,436,431
3232,440,435,431
3236,440,436,432
3240,440,437,432
3244,440,436,432
3248,440,436,431
3252,440,436,432
3256,440,436,432
3260,440,436,432
3264,440,435,431
3268,440,436,431
3272,440,436,432
3276,440,436,432
3280,440,436,432
3284,440,436,432
3288,440,436,432
3292,440,436,432
3296,440,436,431
3300,440,436,431
3304,440,436,432
3308,440,436,432
3312,440,436,432
3316,440,436,431
3320,440,436,432
3324,440,436,432
3328,440,435,431
3332,440,435,431
3336,440,436,432
3340,440,436,432
3344,440,436,432
3348,440,435,431
3352,440,436,432
3356,440,436,432
3360,440,436,432
3364,440,435,431
3368,440,436,432
3372,440,436,432
3376,440,436,432
3380,440,436,431
3384,440,436,431
3388,440,437,432
3392,440,436,432
3396,440,435,431
3400,440,435,431
3404,440,436,432
3408,440,436,432
3412,440,436,431
3416,440,436,431
3420,440,436,432
3424,440,437,432
3428,440,436,432
3432,440,436,431
3436,440,436,432
3440,440,436,432
3444,440,436,432
3448,440,435,431
3452,440,436,432
3456,440,436,432
3460,440,436,432
3464,440,436,431
3468,440,436,432
3472,440,436,432
3476,440,436,432
3480,440,436,432
3484,440,436,432
3488,440,436,432
3492,440,436,432
3496,440,435,431
3500,440,436,431
3504,440,436,432
3508,440,436,432
3512,440,436,431
3516,440,436,431
3520,440,436,432
3524,440,437,433
3528,441,436,432
3532,440,436,432
3536,440,436,432
3540,440,436,432
3544,440,436,432
3548,440,435,431
3552,439,435,431
3556,439,436,432
3560,440,435,431
3564,440,435,431
3568,440,436,431
3572,440,436,432
3576,440,436,432
3580,440,435,431
3584,440,436,431
3588,440,437,432
3592,441,437,433
3596,441,436,432
3600,440,436,432
3604,440,436,432
3608,440,437,432
3612,440,436,432
3616,440,436,431
3620,440,436,432
3624,440,436,432
3628,440,435,431
3632,440,435,431
3636,440,436,432
3640,440,436,432
3644,440,436,432
3648,440,435,431
3652,440,436,432
3656,440,436,432
3660,440,436,432
3664,440,435,431
3668,440,436,432
3672,441,437,432
3676,441,437,432
3680,440,436,432
3684,440,436,432
3688,440,436,432
3692,440,436,432
3696,440,435,431
3700,440,435,431
3704,440,436,432
3708,440,436,432
3712,440,436,431
3716,440,436,431
3720,440,436,432
3724,440,436,432
3728,440,436,432
3732,440,436,431
3736,440,436,432
3740,440,437,433
3744,440,436,432
3748,440,436,432
3752,440,436,432
3756,440,436,432
3760,440,436,432
3764,440,435,431
3768,440,436,431
3772,440,436,432
3776,440,436,432
3780,440,436,431
3784,440,436,432
3788,440,436,432
3792,440,436,432
3796,440,436,431
3800,440,436,432
3804,440,436,432
3808,440,437,432
3812,440,436,432
3816,440,436,431
3820,440,436,432
3824,440,436,432
3828,440,435,431
3832,440,435,431
3836,440,436,432
3840,440,436,432
3844,440,435,431
3848,440,435,431
3852,440,436,431
3856,440,436,432
3860,440,436,432
3864,440,435,431
3868,440,436,432
3872,440,436,432
3876,440,436,432
3880,440,435,431
3884,440,436,431
3888,440,437,432
3892,440,436,432
3896,440,436,432
3900,440,435,431
3904,440,436,432
3908,440,436,432
3912,440,435,431
3916,440,435,431
3920,440,436,432
3924,440,436,432
3928,440,436,432
3932,440,436,431
3936,440,436,432
3940,440,436,432
3944,440,436,432
3948,440,436,431
3952,440,436,432
3956,440,437,432
3960,440,436,432
3964,440,435,431
3968,440,436,432
3972,440,437,432
3976,440,436,432
3980,440,436,432
3984,440,435,431
3988,440,436,432
3992,440,436,432
3996,440,435,431
4000,440,436,431
4004,440,436,432
4008,440,436,432
4012,440,436,432
4016,440,436,431
4020,440,436,432
4024,440,436,432
4028,440,436,432
4032,440,435,431
4036,440,436,432
4040,440,436,432
4044,440,436,431
4048,440,435,431
4052,440,436,432
4056,440,436,432
4060,440,436,432
4064,440,435,431
4068,440,436,431
4072,440,436,432
4076,440,436,432
4080,440,435,431
4084,440,435,431
4088,440,436,432
4092,440,436,432
4096,440,436,431
4100,440,436,431
4104,440,436,432
4108,440,436,432
4112,440,436,431
4116,440,436,431
4120,440,436,432
4124,440,436,432
4128,440,436,431
4132,440,435,431
4136,440,436,432
4140,440,436,432
4144,440,436,432
4148,440,436,431
4152,440,436,432
4156,440,437,433
4160,440,436,432
4164,440,436,432
4168,440,436,432
4172,440,436,432
4176,440,436,432
4180,446,440,435
4184,443,439,434
4188,434,433,431
4192,465,452,443
4196,434,436,435
4200,425,426,426
4204,441,434,429
4208,440,435,430
4212,437,433,429
4216,441,435,430
4220,440,436,431
4224,439,435,431
4228,437,433,430
4232,438,433,429
4236,440,435,430
4240,442,437,432
4244,444,439,434
4248,445,440,435
4252,444,440,435
4256,442,439,435
4260,441,438,434
4264,448,442,436
4268,442,440,436
4272,445,441,437
4276,464,455,446
4280,458,453,447
4284,446,446,443
4288,422,424,428
4292,438,439,433
4296,381,396,405
4300,445,428,418
4304,478,459,443
4308,445,447,442
4312,443,441,439
4316,465,455,447
4320,464,458,451
4324,431,437,439
4328,435,432,432
4332,435,431,428
4336,424,423,422
4340,410,412,413
4344,430,422,416
4348,440,432,424
4352,441,436,429
4356,440,437,432
4360,455,446,438
4364,462,453,445
4368,453,450,445
4372,446,444,442
4376,443,441,438
4380,435,434,432
4384,426,426,425
4388,430,426,423
4392,416,417,416
4396,419,415,413
4400,438,428,420
4404,442,435,428
4408,441,437,431
4412,453,444,437
4416,458,450,443
4420,452,448,443
4424,443,442,440
4428,442,439,436
4432,436,434,432
4436,430,429,427
4440,427,425,424
4444,424,422,420
4448,431,426,421
4452,438,432,426
4456,436,433,428
4460,445,438,432
4464,454,445,438
4468,452,446,441
4472,447,444,440
4476,446,442,438
4480,445,441,437
4484,436,434,432
4488,429,428,427
4492,429,426,424
4496,429,425,422
4500,433,428,423
4504,435,431,426
4508,438,433,428
4512,447,439,432
4516,452,445,438
4520,450,445,440
4524,447,444,440
4528,447,443,439
4532,439,437,434
4536,434,433,431
4540,434,432,429
4544,431,429,426
4548,427,425,422
4552,435,430,425
4556,438,434,428
4560,439,434,429
4564,446,439,433
4568,451,445,438
4572,448,444,439
4576,446,442,438
4580,447,442,438
4584,439,437,434
4588,435,434,431
4592,435,432,429
4596,430,428,425
4600,432,428,424
4604,437,432,427
4608,437,433,428
4612,439,434,429
4616,446,439,433
4620,447,442,436
4624,446,442,437
4628,446,441,437
4632,442,439,435
4636,439,436,433
4640,437,435,431
4644,435,432,429
4648,433,430,426
4652,432,429,425
4656,435,431,427
4660,441,435,429
4664,440,435,430
4668,443,438,432
4672,447,442,436
4676,445,441,436
4680,442,438,435
4684,443,439,435
4688,440,437,434
4692,436,433,431
4696,435,431,428
4700,436,431,428
4704,435,432,428
4708,436,433,428
4712,438,433,429
4716,442,436,431
4720,445,439,434
4724,445,440,435
4728,445,440,435
4732,443,439,435
4736,442,439,435
4740,440,437,434
4744,439,436,432
4748,434,431,429
4752,434,431,427
4756,440,435,430
4760,437,433,429
4764,437,432,428
4768,444,438,432
4772,445,440,435
4776,442,438,434
4780,443,438,434
4784,446,440,435
4788,440,438,434
4792,438,436,432
4796,440,435,431
4800,435,432,429
4804,435,432,429
4808,439,434,430
4812,437,433,429
4816,439,434,430
4820,444,438,433
4824,444,439,435
4828,442,438,434
4832,445,439,434
4836,442,438,434
4840,439,436,433
4844,441,436,432
4848,439,435,431
4852,435,432,429
4856,437,433,430
4860,439,434,430
4864,438,434,429
4868,438,434,430
4872,443,438,433
4876,444,439,434
4880,441,437,433
4884,444,439,434
4888,443,439,435
4892,439,436,433
4896,440,435,432
4900,438,435,431
4904,436,433,430
4908,438,434,430
4912,439,434,430
4916,438,434,430
4920,439,435,431
4924,442,438,433
4928,442,437,433
4932,443,438,433
4936,442,438,434
4940,441,437,434
4944,440,436,432
4948,439,435,431
4952,438,435,431
4956,438,435,431
4960,438,434,430
4964,438,434,430
4968,439,435,431
4972,441,437,432
4976,442,437,433
4980,442,437,433
4984,442,437,433
4988,443,439,434
4992,441,438,434
4996,440,436,432
