Times (us),interval (us),strain (raw),sensorValue0 (raw)
3353828,12500,2762779,301
3366328,12500,2762942,300
3378828,12500,2763117,301
3391328,12500,2763278,301
3403828,12500,2763275,300
3416332,12504,2763030,299
3428832,12500,2762735,300
3441332,12500,2762751,301
3453832,12500,2762896,300
3466332,12500,2763075,299
3478832,12500,2763109,300
3491332,12500,2763023,300
3503832,12500,2762890,299
3516332,12500,2762792,298
3528832,12500,2762911,299
3541332,12500,2762910,299
3553832,12500,2762920,298
3566336,12504,2762982,298
3578840,12504,2763024,299
3591344,12504,2763020,299
3603844,12500,2763014,298
3616344,12500,2763099,297
3628844,12500,2762985,298
3641348,12504,2762681,298
3653852,12504,2762912,297
3666356,12504,2762997,297
3678860,12504,2763008,298
3691360,12500,2762971,298
3703860,12500,2762974,297
3716360,12500,2762747,296
3728860,12500,2762716,297
3741364,12504,2762806,297
3753864,12500,2762838,296
3766364,12500,2762838,296
3778864,12500,2762879,296
3791368,12504,2762936,297
3803868,12500,2762850,296
3816368,12500,2762868,295
3828868,12500,2762894,296
3841372,12504,2762869,296
3853872,12500,2762848,295
3866372,12500,2762927,295
3878872,12500,2762945,296
3891372,12500,2763061,296
3903876,12504,2763043,295
3916380,12504,2762765,294
3928880,12500,2762670,295
3941384,12504,2762856,295
3953888,12504,2762876,294
3966388,12500,2762864,294
3978888,12500,2762970,294
3991388,12500,2762913,295
4003888,12500,2762931,294
4016388,12500,2762793,293
4028888,12500,2762615,294
4041392,12504,2762507,295
4053892,12500,2762550,294
4066392,12500,2762767,293
4078896,12504,2762917,294
4091400,12504,2762978,294
4103900,12500,2762896,293
4116400,12500,2762712,292
4128900,12500,2762415,293
4141404,12504,2762528,294
4153904,12500,2762635,293
4166404,12500,2762891,292
4178908,12504,2762911,293
4191408,12500,2762895,293
4203912,12504,2762765,292
4216412,12500,2762793,292
4228916,12504,2762573,292
4241416,12500,2762593,293
4253916,12500,2762698,292
4266416,12500,2762790,291
4278916,12500,2762992,292
4291420,12504,2763017,292
4303920,12500,2762703,292
4316420,12500,2762579,291
4328920,12500,2762492,292
4341420,12500,2762629,292
4353924,12504,2762703,291
4366424,12500,2762737,291
4378924,12500,2762827,291
4391424,12500,2762895,292
4403924,12500,2762906,291
4416424,12500,2762674,290
4428924,12500,2762589,291
4441424,12500,2762650,292
4453928,12504,2762716,291
4466428,12500,2762620,290
4478928,12500,2762769,291
4491432,12504,2762803,291
4503932,12500,2762841,291
4516432,12500,2762659,290
4528936,12504,2762502,291
4541436,12500,2762471,291
4553936,12500,2762600,290
4566436,12500,2762841,290
4578936,12500,2762933,290
4591436,12500,2762782,291
4603936,12500,2762699,290
4616436,12500,2762534,289
4628936,12500,2762444,290
4641440,12504,2762487,291
4653944,12504,2762481,290
4666444,12500,2762532,289
4678944,12500,2762753,290
4691444,12500,2762698,290
4703944,12500,2762584,290
4716448,12504,2762503,289
4728948,12500,2762487,289
4741452,12504,2762533,290
4753952,12500,2762537,289
4766452,12500,2762522,288
4778952,12500,2762535,289
4791456,12504,2762561,290
4803956,12500,2762755,289
4816456,12500,2762781,288
4828956,12500,2762925,289
4841456,12500,2762782,289
4853956,12500,2762612,288
4866456,12500,2762397,288
4878960,12504,2762351,288
4891460,12500,2762587,289
4903960,12500,2762798,288
4916460,12500,2762798,287
4928960,12500,2762771,288
4941460,12500,2762635,288
4953960,12500,2762495,288
4966460,12500,2762293,287
4978964,12504,2762320,288
4991464,12500,2762589,288
5003964,12500,2762654,288
5016468,12504,2762698,287
5028968,12500,2762744,287
5041468,12500,2762620,288
5053968,12500,2762400,287
