Times (us),interval (us),strain (raw),sensorValue0 (raw)
1228632,12500,2739081,346
1241136,12504,2738919,345
1253636,12500,2738967,344
1266136,12500,2738783,345
1278636,12500,2739093,345
1291136,12500,2739015,343
1303636,12500,2738993,343
1316136,12500,2738986,343
1328636,12500,2738985,343
1341140,12504,2738905,342
1353640,12500,2738824,341
1366140,12500,2739024,342
1378640,12500,2739087,342
1391140,12500,2739047,340
1403644,12504,2738898,340
1416148,12504,2739098,341
1428648,12500,2739303,340
1441152,12504,2739046,339
1453652,12500,2738928,338
1466152,12500,2739004,339
1478652,12500,2738991,339
1491152,12500,2739220,337
1503652,12500,2739197,337
1516156,12504,2739131,338
1528656,12500,2739159,337
1541156,12500,2738926,336
1553660,12504,2738869,335
1566164,12504,2738816,336
1578668,12504,2738817,336
1591168,12500,2739262,334
1603672,12504,2739442,334
1616172,12500,2739348,335
1628676,12504,2739255,335
1641176,12500,2739058,333
1653676,12500,2738829,333
1666176,12500,2738734,333
1678676,12500,2738748,333
1691176,12500,2739035,332
1703676,12500,2739503,331
1716180,12504,2739496,332
1728684,12504,2739351,332
1741184,12500,2738975,330
1753684,12500,2738500,330
1766184,12500,2738614,331
1778684,12500,2738890,331
1791184,12500,2738954,329
1803684,12500,2739383,329
1816184,12500,2739599,330
1828688,12504,2739204,329
1841188,12500,2738963,328
1853688,12500,2738981,328
1866188,12500,2738871,328
1878688,12500,2738718,328
1891188,12500,2738701,327
1903688,12500,2739137,326
1916188,12500,2739432,327
1928688,12500,2739128,327
1941192,12504,2738981,326
1953692,12500,2738942,325
1966192,12500,2738664,326
1978692,12500,2738434,326
1991192,12500,2738600,324
2003696,12504,2739034,324
2016196,12500,2739307,325
2028696,12500,2739182,325
2041200,12504,2739039,323
2053704,12504,2738613,323
2066204,12500,2738411,324
2078708,12504,2738470,324
2091212,12504,2738397,322
2103712,12500,2738470,322
2116212,12500,2738904,323
2128712,12500,2738834,323
2141212,12500,2738737,321
2153712,12500,2738742,321
2166212,12500,2738758,322
2178716,12504,2738556,322
2191216,12500,2738374,320
2203716,12500,2738376,320
2216216,12500,2738577,321
2228716,12500,2738759,321
2241220,12504,2739075,319
2253720,12500,2738920,319
2266220,12500,2738654,320
2278720,12500,2738525,320
2291220,12500,2738441,318
2303720,12500,2738475,318
2316220,12500,2738404,319
2328724,12504,2738577,319
2341228,12504,2738829,317
2353728,12500,2738691,317
2366232,12504,2738603,318
2378736,12504,2738584,318
2391236,12500,2738367,316
2403736,12500,2738244,316
2416236,12500,2738548,317
2428736,12500,2738819,317
2441236,12500,2738773,316
2453736,12500,2738842,315
2466236,12500,2738797,316
2478736,12500,2738524,316
2491236,12500,2738340,315
2503736,12500,2738527,314
2516236,12500,2738551,315
2528740,12504,2738483,315
2541240,12500,2738706,314
2553744,12504,2738812,313
2566248,12504,2738524,314
2578748,12500,2738558,314
2591248,12500,2738552,313
2603748,12500,2738343,312
2616252,12504,2738413,313
2628756,12504,2738549,313
2641256,12500,2738508,312
2653756,12500,2738413,311
2666256,12500,2738397,312
2678756,12500,2738665,312
2691256,12500,2738639,311
2703760,12504,2738546,310
2716260,12500,2738488,311
2728760,12500,2738252,311
2741260,12500,2738079,310
2753760,12500,2738338,310
2766260,12500,2738669,310
2778764,12504,2741056,310
2791268,12504,2744024,309
2803768,12500,2746810,309
2816268,12500,2749314,310
2828772,12504,2750495,310
2841272,12500,2749899,309
2853776,12504,2747477,308
2866276,12500,2743763,309
2878776,12500,2740480,309
2891280,12504,2741873,308
2903784,12504,2744925,307
2916288,12504,2747734,308
2928788,12500,2749617,308
2941288,12500,2751052,307
2953788,12500,2753166,306
2966292,12504,2755845,307
2978796,12504,2757992,307
2991300,12504,2759380,306
3003804,12504,2761138,306
3016304,12500,2763225,307
3028804,12500,2765688,307
3041304,12500,2767258,306
3053804,12500,2766463,305
3066308,12504,2762567,306
3078808,12500,2756051,306
3091312,12504,2748736,305
3103812,12500,2737633,304
3116316,12504,2736130,305
3128820,12504,2737286,305
3141324,12504,2739123,304
3153824,12500,2741696,304
3166324,12500,2745372,304
3178824,12500,2748682,305
3191324,12500,2750688,304
3203824,12500,2752321,303
3216328,12504,2756467,304
3228832,12504,2757390,304
3241336,12504,2757888,303
3253840,12504,2758082,302
3266340,12500,2757412,303
3278840,12500,2755670,303
3291344,12504,2753198,302
3303844,12500,2751317,302
3316344,12500,2750960,303
3328844,12500,2755924,303
3341344,12500,2761720,302
3353844,12500,2768591,301
3366348,12504,2775031,302
3378852,12504,2779905,302
3391352,12500,2781464,301
3403852,12500,2780795,300
3416356,12504,2780111,301
3428860,12504,2778797,301
3441364,12504,2777569,300
3453868,12504,2776318,300
3466368,12500,2775226,301
3478868,12500,2773970,301
3491368,12500,2772000,300
3503868,12500,2768953,299
3516368,12500,2764460,300
3528868,12500,2758710,300
3541372,12504,2745541,299
3553876,12504,2739242,299
3566376,12500,2733403,299
3578884,12508,2728004,300
3591384,12500,2722646,299
3603888,12504,2716781,298
3616388,12500,2709788,299
3628888,12500,2701322,299
3641388,12500,2692512,298
3653888,12500,2691298,298
3666388,12500,2696725,298
3678888,12500,2698030,299
3691388,12500,2695355,298
3703892,12504,2693684,297
3716392,12500,2694980,298
3728892,12500,2696510,298
3741392,12500,2695649,297
3753892,12500,2693205,297
3766392,12500,2694727,297
3778896,12504,2695782,298
3791396,12500,2695009,297
3803900,12504,2693822,296
3816400,12500,2694361,297
3828904,12504,2695571,297
3841408,12504,2695472,296
3853912,12504,2694094,296
3866412,12500,2694347,297
3878916,12504,2695475,297
3891420,12504,2695672,296
3903920,12500,2695056,295
3916420,12500,2694457,296
3928920,12500,2694430,296
3941420,12500,2694396,295
3953924,12504,2694380,295
3966424,12500,2694599,296
3978924,12500,2695153,296
3991424,12500,2695141,295
4003924,12500,2694850,294
4016424,12500,2694356,295
4028928,12504,2693897,295
4041428,12500,2694218,294
4053928,12500,2694985,294
4066428,12500,2695143,295
4078928,12500,2694463,295
4091428,12500,2695009,294
4103928,12500,2694825,293
4116432,12504,2694161,294
4128936,12504,2694420,295
4141436,12500,2695341,294
4153940,12504,2695201,293
4166444,12504,2694526,294
4178948,12504,2694567,294
4191448,12500,2694927,293
4203948,12500,2694524,293
4216452,12504,2694570,293
4228952,12500,2694904,294
4241452,12500,2694725,293
4253952,12500,2694426,292
4266452,12500,2694644,293
4278952,12500,2694788,293
4291456,12504,2694511,292
4303956,12500,2694942,292
4316456,12500,2695101,293
4328956,12500,2694662,293
4341460,12504,2694488,292
4353960,12500,2694926,292
4366464,12504,2694969,292
4378964,12500,2694516,292
4391464,12500,2694606,292
4403964,12500,2695013,291
4416464,12500,2694568,292
4428968,12504,2694786,292
4441472,12504,2695051,291
4453972,12500,2694649,291
4466472,12500,2694535,292
4478972,12500,2694914,292
4491472,12500,2694966,291
4503972,12500,2694732,291
4516476,12504,2695195,291
4528976,12500,2694925,291
4541476,12500,2694439,291
4553980,12504,2694763,290
4566484,12504,2695148,291
4578984,12500,2694997,291
4591484,12500,2694449,290
4603984,12500,2694715,290
4616484,12500,2695233,291
4628984,12500,2694581,291
4641488,12504,2694891,290
4653988,12500,2695092,290
4666488,12500,2694767,290
4678992,12504,2694562,290
4691492,12500,2694936,290
4703992,12500,2694955,289
4716492,12500,2694723,290
4728992,12500,2694745,290
4741492,12500,2694980,289
4753992,12500,2694777,289
4766492,12500,2694825,289
4778992,12500,2695034,290
4791492,12500,2694862,289
4803996,12504,2694692,289
4816500,12504,2694876,289
4829004,12504,2695030,289
4841504,12500,2694309,289
4854004,12500,2694650,288
4866504,12500,2695026,289
4879004,12500,2694833,289
4891504,12500,2694576,288
4904004,12500,2694675,288
4916504,12500,2694764,288
4929008,12504,2694576,289
4941508,12500,2694474,288
4954008,12500,2694781,288
4966508,12500,2694678,288
4979012,12504,2694639,288
4991512,12500,2694613,288
5004012,12500,2694571,287
5016512,12500,2694579,288
5029012,12500,2694560,288
5041516,12504,2694753,287
5054016,12500,2694673,287
