Times (us),interval (us),strain (raw),sensorValue0 (raw)
4113972,12504,2824766,295
4126472,12500,2824931,294
4138972,12500,2824822,294
4151472,12500,2824556,294
4163972,12500,2824340,295
4176472,12500,2824039,294
4188972,12500,2823942,293
4201476,12504,2823882,294
4213976,12500,2824211,294
4226476,12500,2824438,294
4238980,12504,2824670,293
4251484,12504,2824836,294
4263988,12504,2824689,294
4276492,12504,2824400,293
4288996,12504,2824266,292
4301496,12500,2824211,293
4313996,12500,2823910,294
4326496,12500,2824179,293
4339000,12504,2824231,292
4351500,12500,2824434,293
4364004,12504,2824785,293
4376504,12500,2824751,292
4389004,12500,2824473,292
4401504,12500,2824496,292
4414004,12500,2824265,293
4426504,12500,2824000,292
4439008,12504,2824128,291
4451508,12500,2824186,292
4464008,12500,2824346,293
4476512,12504,2824445,292
4489016,12504,2824652,291
4501516,12500,2824610,292
4514016,12500,2824389,292
4526516,12500,2824341,292
4539016,12500,2824018,291
4551520,12504,2824034,291
4564020,12500,2823995,292
4576524,12504,2824151,291
4589024,12500,2824398,290
4601524,12500,2824631,291
4614028,12504,2824685,292
4626528,12500,2824662,291
4639028,12500,2824596,290
4651528,12500,2824203,291
4664028,12500,2824021,291
4676528,12500,2823888,291
4689032,12504,2823918,290
4701532,12500,2824261,290
4714032,12500,2824480,291
4726532,12500,2824511,290
4739032,12500,2824611,289
4751532,12500,2824492,290
4764032,12500,2824172,291
4776532,12500,2824067,290
4789032,12500,2823826,289
4801540,12508,2823928,290
4814044,12504,2824145,290
4826544,12500,2824169,290
4839044,12500,2824441,289
4851544,12500,2824640,289
4864044,12500,2824473,290
4876544,12500,2824422,289
4889048,12504,2824248,288
4901548,12500,2824126,289
4914052,12504,2824028,290
4926552,12500,2824055,289
4939052,12500,2824202,288
4951556,12504,2824318,289
4964060,12504,2824274,289
4976560,12500,2824680,289
4989060,12500,2824613,288
5001560,12500,2824368,288
5014060,12500,2824201,289
5026560,12500,2824057,288
5039060,12500,2823931,288
5051560,12500,2823851,288
5064060,12500,2823916,289
