Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
880,440,436,432
884,440,436,432
888,440,436,431
892,440,436,432
896,440,436,432
900,440,436,432
904,440,435,431
908,440,436,431
912,440,436,432
916,440,436,432
920,440,435,431
924,440,435,431
928,440,436,432
932,440,436,432
936,440,435,431
940,440,435,431
944,440,436,432
948,440,436,432
952,440,435,431
956,440,435,431
960,440,436,431
964,439,436,432
968,440,435,431
972,440,435,431
976,440,436,431
980,440,436,432
984,440,436,432
988,440,435,431
992,440,435,431
996,440,436,432
1000,440,436,432
1004,440,435,431
1008,440,435,431
1012,440,436,432
1016,440,436,432
1020,440,435,431
1024,440,435,431
1028,440,436,432
1032,440,437,433
1036,440,436,432
1040,440,435,431
1044,440,436,432
1048,440,437,432
1052,440,436,432
1056,440,436,431
1060,440,436,432
1064,440,437,433
1068,440,436,432
1072,440,436,432
1076,440,436,432
1080,440,437,433
1084,440,436,432
1088,440,436,432
1092,440,436,432
1096,440,437,432
1100,440,436,432
1104,440,436,432
1108,440,436,432
1112,440,437,433
1116,440,437,433
1120,440,436,432
1124,440,436,432
1128,440,436,432
1132,441,437,432
1136,440,436,432
1140,440,435,431
1144,440,436,432
1148,440,436,432
1152,440,436,432
1156,440,436,431
1160,440,436,432
1164,440,436,432
1168,440,436,432
1172,440,435,431
1176,440,436,431
1180,439,436,432
1184,440,435,431
1188,440,435,431
1192,438,435,431
1196,440,436,432
1200,443,438,433
1204,441,437,433
1208,438,435,431
1212,439,435,431
1216,440,436,432
1220,439,435,431
1224,440,435,431
1228,440,436,432
1232,439,436,432
1236,440,436,432
1240,441,437,432
1244,440,436,432
1248,440,436,432
1252,440,436,432
1256,440,436,432
1260,440,436,432
1264,439,436,432
1268,440,436,432
1272,441,436,432
1276,440,436,432
1280,440,436,432
1284,440,436,432
1288,441,436,432
1292,441,437,432
1296,442,437,433
1300,441,437,433
1304,441,437,433
1308,441,437,433
1312,442,437,433
1316,442,438,433
1320,442,438,433
1324,442,437,433
1328,442,437,433
1332,441,437,433
1336,440,436,432
1340,439,435,431
1344,439,435,431
1348,439,435,431
1352,440,436,431
1356,441,437,432
1360,442,437,433
1364,441,438,433
1368,441,437,433
1372,441,437,433
1376,443,438,434
1380,443,439,434
1384,442,438,434
1388,442,438,434
1392,441,437,433
1396,442,438,434
1400,441,437,433
1404,441,437,433
1408,441,437,433
1412,441,437,433
1416,441,437,433
1420,442,437,433
1424,442,437,433
1428,442,438,433
1432,440,437,433
1436,439,436,432
1440,440,436,432
1444,442,437,433
1448,442,438,433
1452,441,437,433
1456,442,437,433
1460,442,438,433
1464,443,438,434
1468,442,438,434
1472,440,437,433
1476,439,436,432
1480,442,438,433
1484,441,437,433
1488,438,435,431
1492,445,439,434
1496,448,443,437
1500,443,440,436
1504,424,426,426
1508,440,433,428
1512,486,467,452
1516,458,460,454
1520,404,420,428
1524,384,393,402
1528,420,409,405
1532,423,416,410
1536,458,442,428
1540,455,447,438
1544,452,449,442
1548,462,455,448
1552,464,458,452
1556,438,441,441
1560,437,436,435
1564,432,431,430
1568,431,427,425
1572,409,412,413
1576,422,417,413
1580,434,426,419
1584,439,432,425
1588,436,431,426
1592,450,441,433
1596,461,452,443
1600,459,454,447
1604,448,446,443
1608,448,444,441
1612,439,439,437
1616,429,429,429
1620,427,425,423
1624,420,419,418
1628,416,415,414
1632,433,425,419
1636,441,433,425
1640,443,437,430
1644,450,443,436
1648,458,451,443
1652,455,450,445
1656,448,445,442
1660,447,443,440
1664,439,438,436
1668,428,428,428
1672,430,427,424
1676,425,423,421
1680,421,420,418
1684,436,429,422
1688,441,434,427
1692,440,435,430
1696,450,443,436
1700,455,447,441
1704,449,445,440
1708,448,443,439
1712,448,444,440
1716,439,438,436
1720,428,428,427
1724,430,427,424
1728,429,426,423
1732,427,425,421
1736,436,429,424
1740,441,435,428
1744,443,438,432
1748,447,442,436
1752,451,444,439
1756,452,446,441
1760,447,444,440
1764,444,441,438
1768,436,435,433
1772,431,429,427
1776,433,429,426
1780,431,428,425
1784,429,426,423
1788,438,432,426
1792,441,436,430
1796,442,438,433
1800,446,441,435
1804,451,444,438
1808,449,443,439
1812,446,443,439
1816,441,438,436
1820,436,433,431
1824,435,432,429
1828,431,430,427
1832,430,428,425
1836,434,430,425
1840,438,433,428
1844,438,434,429
1848,442,437,432
1852,448,441,435
1856,448,442,437
1860,447,443,438
1864,445,442,438
1868,439,436,434
1872,437,434,431
1876,437,434,430
1880,434,432,429
1884,431,429,426
1888,435,430,426
1892,439,434,428
1896,440,436,431
1900,443,438,433
1904,446,440,434
1908,446,440,435
1912,444,440,436
1916,444,440,436
1920,442,438,434
1924,436,434,431
1928,435,433,430
1932,435,432,429
1936,435,431,427
1940,436,432,427
1944,439,434,429
1948,441,437,432
1952,444,438,433
1956,443,438,434
1960,444,440,435
1964,445,441,436
1968,444,440,436
1972,439,436,433
1976,438,435,432
1980,436,434,430
1984,434,431,428
1988,438,433,428
1992,438,434,429
1996,438,434,430
2000,442,437,432
2004,444,438,433
2008,442,437,433
2012,443,439,434
2016,446,441,436
2020,440,437,434
2024,437,434,431
2028,441,436,432
2032,437,434,431
2036,435,431,428
2040,439,433,429
2044,438,434,430
2048,437,434,430
2052,441,436,431
2056,444,438,433
2060,441,437,433
2064,444,440,435
2068,443,439,434
2072,438,435,432
2076,441,436,432
2080,440,437,433
2084,435,433,430
2088,437,433,429
2092,440,435,430
2096,438,434,430
2100,439,435,430
2104,442,436,431
2108,442,437,432
2112,441,438,433
2116,444,439,435
2120,442,438,434
2124,438,435,432
2128,441,437,433
2132,439,436,432
2136,436,433,430
2140,439,434,430
2144,440,436,431
2148,436,434,430
2152,440,435,430
2156,443,437,432
2160,440,437,433
2164,441,438,433
2168,444,439,434
2172,439,436,432
2176,438,435,431
2180,441,437,433
2184,440,436,432
2188,437,434,430
2192,440,435,431
2196,439,435,431
2200,437,434,430
2204,441,435,431
2208,442,437,432
2212,440,437,433
2216,442,437,433
2220,443,438,433
2224,441,437,433
2228,439,436,433
2232,441,437,433
2236,439,435,431
2240,438,434,430
2244,440,435,431
2248,439,436,431
2252,438,434,430
2256,441,436,431
2260,441,437,432
2264,440,437,433
2268,441,437,432
2272,443,438,433
2276,440,436,433
2280,440,436,432
2284,441,437,432
2288,439,435,431
2292,438,434,431
2296,440,436,432
2300,439,435,431
2304,438,434,430
2308,441,436,431
2312,441,437,432
2316,440,436,432
2320,442,436,432
2324,442,437,432
2328,440,436,433
2332,440,437,433
2336,440,435,431
2340,439,435,431
2344,440,436,432
2348,440,436,432
2352,439,435,431
2356,439,435,431
2360,440,436,432
2364,441,437,432
2368,440,436,432
2372,441,436,432
2376,441,437,432
2380,440,436,432
2384,441,436,432
2388,440,435,431
2392,439,435,431
2396,439,436,432
2400,440,436,432
2404,439,435,431
2408,439,435,431
2412,441,437,432
2416,440,436,432
2420,440,436,432
2424,441,437,432
2428,441,437,433
2432,440,437,433
2436,441,436,432
2440,440,435,431
2444,439,436,432
2448,440,436,432
2452,439,435,431
2456,439,435,431
2460,440,436,432
2464,441,437,433
2468,440,436,432
2472,441,436,432
2476,441,437,432
2480,440,437,433
2484,440,436,432
2488,440,436,432
2492,440,436,432
2496,439,436,432
2500,440,436,432
2504,439,435,431
2508,439,435,431
2512,440,436,432
2516,440,436,432
2520,440,436,432
2524,441,436,432
2528,441,437,433
2532,440,437,433
2536,440,435,432
2540,441,436,432
2544,440,436,432
2548,439,436,432
2552,440,435,431
2556,439,435,431
2560,439,435,431
2564,440,436,432
2568,441,436,432
2572,440,436,431
2576,441,437,432
2580,441,437,433
2584,440,436,432
2588,440,436,431
2592,440,436,432
2596,439,436,432
2600,440,435,431
2604,440,435,431
2608,439,435,431
2612,440,436,432
2616,441,436,432
2620,440,436,432
2624,440,436,432
2628,441,437,433
2632,440,437,433
2636,440,435,432
2640,441,436,432
2644,440,436,432
2648,440,436,432
2652,440,435,431
2656,440,435,431
2660,439,436,431
2664,440,436,432
2668,441,436,432
2672,440,436,431
2676,441,437,432
2680,441,437,433
2684,440,436,432
2688,440,436,432
2692,441,436,432
2696,440,436,432
2700,439,436,432
2704,440,436,431
2708,440,436,432
2712,440,436,432
2716,440,436,432
2720,440,436,432
2724,440,436,432
2728,440,437,432
2732,441,437,433
2736,440,436,432
2740,440,436,432
2744,440,436,432
2748,440,436,432
2752,440,435,431
2756,440,435,431
2760,440,436,432
2764,440,436,432
2768,440,436,431
2772,440,436,431
2776,440,436,432
2780,440,437,432
2784,441,436,432
2788,440,435,431
2792,440,436,432
2796,440,436,432
2800,439,436,432
2804,440,435,431
2808,440,436,432
2812,440,436,432
2816,440,436,432
2820,440,435,431
2824,440,436,431
2828,440,436,432
2832,441,437,432
2836,440,436,432
2840,440,435,431
2844,440,436,432
2848,440,436,432
2852,439,435,431
2856,440,435,431
2860,440,436,432
2864,440,436,432
2868,440,436,432
2872,440,436,432
2876,440,436,432
2880,440,437,433
2884,440,436,432
2888,440,436,432
2892,440,436,432
2896,441,437,433
2900,440,436,432
2904,440,436,431
2908,440,436,432
2912,440,436,432
2916,440,436,432
2920,441,436,431
2924,440,436,432
2928,440,436,432
2932,441,436,432
2936,440,436,432
2940,440,436,432
2944,440,436,432
2948,440,437,433
2952,440,436,432
2956,439,435,431
2960,440,436,432
2964,440,436,432
2968,440,435,431
2972,440,435,431
2976,440,436,432
2980,440,436,432
2984,440,436,432
2988,440,436,432
2992,440,436,432
2996,440,436,432
3000,440,436,432
3004,440,436,431
3008,441,437,432
3012,443,439,434
3016,442,438,434
3020,438,435,432
3024,437,433,430
3028,438,434,430
3032,440,435,431
3036,441,436,431
3040,441,436,432
3044,438,435,431
3048,438,435,431
3052,442,436,431
3056,435,433,429
3060,438,434,430
3064,446,440,434
3068,442,438,433
3072,439,436,432
3076,438,435,431
3080,440,436,432
3084,442,437,432
3088,443,438,433
3092,441,437,433
3096,438,436,432
3100,441,436,432
3104,442,437,432
3108,437,434,431
3112,442,437,433
3116,444,439,434
3120,439,436,432
3124,438,435,431
3128,446,440,434
3132,437,435,432
3136,434,431,428
3140,448,439,433
3144,441,438,434
3148,433,432,430
3152,439,434,430
3156,440,435,431
3160,438,435,431
3164,440,436,432
3168,443,437,433
3172,436,434,430
3176,437,434,430
3180,446,439,434
3184,438,435,432
3188,436,433,430
3192,446,439,433
3196,440,437,433
3200,434,432,430
3204,441,435,430
3208,444,438,433
3212,437,435,432
3216,440,436,432
3220,444,438,433
3224,438,435,431
3228,438,435,431
3232,445,439,434
3236,440,436,432
3240,438,435,431
3244,443,438,433
3248,440,437,433
3252,436,433,430
3256,442,436,431
3260,442,438,433
3264,438,436,432
3268,440,436,432
3272,442,437,432
3276,438,435,432
3280,441,437,433
3284,442,438,433
3288,438,435,431
3292,438,434,431
3296,443,438,433
3300,439,436,432
3304,437,434,430
3308,442,437,432
3312,441,437,433
3316,438,435,431
3320,442,436,432
3324,442,437,432
3328,439,436,432
3332,440,436,432
3336,442,436,432
3340,439,435,431
3344,439,436,431
3348,441,437,432
3352,438,434,431
3356,438,434,430
3360,442,437,432
3364,439,436,432
3368,438,434,431
3372,441,436,431
3376,441,437,432
3380,439,436,432
3384,440,436,432
3388,441,436,432
3392,438,435,431
3396,440,436,432
3400,441,436,432
3404,439,435,431
3408,440,435,431
3412,442,437,433
3416,441,437,433
3420,440,436,432
3424,443,437,433
3428,441,438,434
3432,439,436,433
3436,440,436,432
3440,440,435,431
3444,439,436,432
3448,440,436,432
3452,440,436,431
3456,439,435,431
3460,439,435,431
3464,441,437,432
3468,439,435,431
3472,440,435,431
3476,441,437,432
3480,440,437,433
3484,440,436,432
3488,441,436,432
3492,440,436,432
3496,440,436,432
3500,440,436,432
3504,441,436,432
3508,440,436,432
3512,440,437,432
3516,441,437,433
3520,440,436,432
3524,440,436,432
3528,441,437,433
3532,439,436,432
3536,439,435,431
3540,440,436,431
3544,440,436,432
3548,439,436,432
3552,440,435,431
3556,440,435,431
3560,439,436,432
3564,440,436,432
3568,440,436,432
3572,440,435,431
3576,440,436,432
3580,440,437,432
3584,439,436,432
3588,438,434,431
3592,439,435,431
3596,440,436,432
3600,440,436,432
3604,439,435,431
3608,439,435,431
3612,440,436,432
3616,440,436,432
3620,440,435,431
3624,440,436,432
3628,440,437,432
3632,440,436,432
3636,440,436,431
3640,441,436,432
3644,441,437,433
3648,441,437,433
3652,440,436,432
3656,440,436,432
3660,441,437,432
3664,441,437,433
3668,440,436,432
3672,440,436,432
3676,441,437,432
3680,441,437,433
3684,440,436,432
3688,440,435,431
3692,440,436,432
3696,440,437,433
3700,440,436,432
3704,440,435,431
3708,440,436,432
3712,440,436,432
3716,440,437,432
3720,440,436,432
3724,440,436,432
3728,440,436,432
3732,440,436,432
3736,440,435,431
3740,440,436,431
3744,440,436,432
3748,440,436,432
3752,439,435,431
3756,439,435,431
3760,440,436,432
3764,440,436,432
3768,440,435,431
3772,439,435,431
3776,440,436,431
3780,440,436,432
3784,440,435,431
3788,440,435,431
3792,440,436,432
3796,440,436,432
3800,440,436,432
3804,440,435,431
3808,440,436,432
3812,440,436,432
3816,440,436,432
3820,440,435,431
3824,440,436,431
3828,440,436,432
3832,440,436,432
3836,440,435,431
3840,440,436,431
3844,440,436,432
3848,440,437,432
3852,441,436,432
3856,441,436,432
3860,441,437,432
3864,441,437,433
3868,441,436,432
3872,441,436,432
3876,441,437,433
3880,441,437,433
3884,441,436,432
3888,440,436,432
3892,440,436,432
3896,441,437,433
3900,440,436,432
3904,440,436,432
3908,440,436,432
3912,440,437,432
3916,440,436,432
3920,440,436,431
3924,440,436,432
3928,440,436,432
3932,440,436,432
3936,440,435,431
3940,440,435,431
3944,440,436,432
3948,440,436,432
3952,440,435,431
3956,440,435,431
3960,440,436,432
3964,440,436,432
3968,440,436,431
3972,440,435,431
3976,440,436,432
3980,440,436,432
3984,440,435,431
3988,440,435,431
3992,440,436,431
3996,440,436,432
4000,440,436,432
4004,440,435,431
4008,440,436,432
4012,440,436,432
4016,440,436,432
4020,440,436,431
4024,440,436,432
4028,440,436,432
4032,440,436,432
4036,440,435,431
4040,440,436,431
4044,440,436,432
4048,440,436,432
4052,440,435,431
4056,440,435,431
4060,440,436,432
4064,440,436,432
4068,440,435,431
4072,440,435,431
4076,440,436,432
4080,440,437,432
4084,440,436,432
4088,440,436,431
4092,440,436,432
4096,440,437,432
4100,440,436,432
4104,440,436,431
4108,440,436,432
4112,440,437,432
4116,440,436,432
4120,440,436,431
4124,440,436,432
4128,440,437,432
4132,440,436,432
4136,440,435,431
4140,440,436,431
4144,440,436,432
4148,440,437,433
4152,440,436,432
4156,440,436,432
4160,440,436,432
4164,440,436,432
4168,440,435,431
4172,440,436,431
4176,440,436,432
4180,440,436,432
4184,440,436,432
4188,440,435,431
4192,440,436,432
4196,440,436,432
4200,440,436,432
4204,440,435,431
4208,440,436,432
4212,440,437,432
4216,440,436,432
4220,440,436,431
4224,440,436,432
4228,440,436,432
4232,440,436,432
4236,440,435,431
4240,440,435,431
4244,440,436,432
4248,440,436,432
4252,440,435,431
4256,440,435,431
4260,440,436,432
4264,440,436,432
4268,440,436,431
4272,440,436,431
4276,440,436,432
4280,440,437,432
4284,441,436,432
4288,440,436,432
4292,440,436,432
4296,440,437,433
4300,440,436,432
4304,440,436,432
4308,440,436,432
4312,440,436,432
4316,440,436,432
4320,440,436,432
4324,440,436,432
4328,440,436,432
4332,440,436,432
4336,439,435,431
4340,440,436,431
4344,440,436,432
4348,440,436,432
4352,440,436,432
4356,441,436,432
4360,441,437,433
4364,440,437,433
4368,440,436,432
4372,440,436,432
4376,440,436,432
4380,440,437,432
4384,440,436,432
4388,440,436,431
4392,440,436,432
4396,440,436,432
4400,440,436,432
4404,439,435,431
4408,440,436,431
4412,440,436,432
4416,440,436,432
4420,441,436,432
4424,440,436,432
4428,440,436,432
4432,440,436,432
4436,440,436,432
4440,440,436,432
4444,440,436,432
4448,440,436,432
4452,440,435,431
4456,440,436,431
4460,440,436,432
4464,440,436,432
4468,440,435,431
4472,440,436,431
4476,440,436,432
4480,440,436,432
4484,440,436,432
4488,440,436,432
4492,440,436,432
4496,440,436,432
4500,440,436,432
4504,440,436,432
4508,440,436,432
4512,440,437,432
4516,440,436,432
4520,440,436,432
4524,441,436,432
4528,440,436,432
4532,440,436,432
4536,440,436,431
4540,440,436,432
4544,440,436,432
4548,440,436,432
4552,440,436,432
4556,440,436,432
4560,440,436,432
4564,440,436,432
4568,440,436,432
4572,440,436,432
4576,441,437,433
4580,440,437,433
4584,440,436,432
4588,441,436,432
4592,440,437,433
4596,440,437,433
4600,440,436,432
4604,440,436,432
4608,439,435,431
4612,439,436,432
4616,440,436,431
4620,439,435,431
4624,439,435,431
4628,440,436,432
4632,440,436,432
4636,440,435,431
4640,440,436,432
4644,440,436,432
4648,440,436,432
4652,440,436,432
4656,440,436,432
4660,440,436,432
4664,440,436,432
4668,440,436,432
4672,440,436,432
4676,440,436,432
4680,440,436,432
4684,440,436,432
4688,440,436,432
4692,440,436,432
4696,440,436,432
4700,440,436,432
4704,440,436,432
4708,440,436,432
4712,440,436,432
4716,440,436,432
4720,440,436,432
4724,440,436,432
4728,440,436,432
4732,440,436,432
4736,440,436,432
4740,440,436,432
4744,440,436,432
4748,440,436,432
4752,440,436,432
4756,440,436,432
4760,440,436,432
4764,440,436,432
4768,440,436,432
4772,440,436,432
4776,440,436,432
4780,440,436,432
4784,440,436,432
4788,440,436,432
4792,440,436,432
4796,440,436,432
4800,440,436,432
4804,440,436,432
4808,440,436,432
4812,440,436,432
4816,440,436,432
4820,440,436,432
4824,440,436,432
4828,440,436,432
4832,440,436,432
4836,440,436,432
4840,440,436,432
4844,440,436,432
4848,440,436,432
4852,440,436,432
4856,440,436,432
4860,440,436,432
4864,440,436,432
4868,440,436,432
4872,440,436,432
4876,440,436,432
4880,440,436,432
4884,440,436,432
4888,440,436,432
4892,440,436,432
4896,440,436,432
4900,440,436,432
4904,440,436,432
4908,440,436,432
4912,440,436,432
4916,440,436,432
4920,440,436,432
4924,440,436,432
4928,440,436,432
4932,440,436,432
4936,440,436,432
4940,440,436,432
