Times (us),interval (us),strain (raw),sensorValue0 (raw)
5791796,12500,2738018,522
5804300,12504,2737724,522
5816800,12500,2737872,522
5829300,12500,2738437,522
5841804,12504,2738766,522
5854304,12500,2738541,522
5866804,12500,2738246,522
5879308,12504,2738521,522
5891808,12500,2738982,523
5904308,12500,2738852,523
5916808,12500,2738719,523
5929308,12500,2738496,523
5941808,12500,2738407,523
5954308,12500,2738699,523
5966812,12504,2738931,522
5979312,12500,2738991,524
5991812,12500,2738694,523
6004312,12500,2738550,524
6016816,12504,2738614,523
6029320,12504,2738616,523
6041820,12500,2738699,519
6054320,12500,2738580,518
6066820,12500,2738168,518
6079320,12500,2738225,518
6091820,12500,2738718,519
6104324,12504,2738940,519
6116828,12504,2738457,519
6129332,12504,2737917,523
6141832,12500,2738231,524
6154336,12504,2738898,523
6166836,12500,2739162,523
6179336,12500,2738636,523
6191836,12500,2738129,523
6204340,12504,2737920,524
6216844,12504,2738164,523
6229344,12500,2738505,523
6241848,12504,2738122,524
6254348,12500,2737892,524
6266848,12500,2738040,524
6279348,12500,2738303,524
6291848,12500,2738376,524
6304348,12500,2738117,524
6316852,12504,2737891,524
6329356,12504,2737743,524
6341856,12500,2738146,524
6354360,12504,2738333,523
6366860,12500,2738392,523
6379360,12500,2738148,524
6391860,12500,2738067,523
6404360,12500,2738140,523
6416860,12500,2738455,523
6429360,12500,2738624,523
6441860,12500,2738392,523
6454360,12500,2737961,523
6466860,12500,2738209,523
6479360,12500,2738432,524
6491860,12500,2738439,524
6504360,12500,2738157,524
6516860,12500,2737757,523
6529360,12500,2737958,524
6541860,12500,2738232,523
6554360,12500,2738316,524
6566860,12500,2737887,523
6579360,12500,2737715,523
6591860,12500,2737766,524
6604360,12500,2737965,520
6616864,12504,2737904,520
6629364,12500,2737730,520
6641868,12504,2737533,524
6654368,12500,2737566,524
6666868,12500,2737719,524
6679368,12500,2737603,524
6691872,12504,2737513,524
6704372,12500,2737603,524
6716872,12500,2737824,524
6729372,12500,2737767,524
6741872,12500,2737551,521
6754372,12500,2737443,524
6766876,12504,2737512,524
6779376,12500,2737544,524
6791876,12500,2737773,523
6804380,12504,2737672,524
6816880,12500,2737284,524
6829384,12504,2737286,523
6841884,12500,2737653,523
6854384,12500,2737693,524
6866888,12504,2737292,524
6879392,12504,2736925,523
6891896,12504,2736942,524
6904400,12504,2737503,523
6916900,12500,2737127,524
6929400,12500,2736586,523
6941900,12500,2736458,524
6954400,12500,2736602,523
6966900,12500,2736962,523
6979404,12504,2736946,521
6991904,12500,2736723,523
7004404,12500,2736500,523
7016908,12504,2736370,520
7029408,12500,2736434,519
7041908,12500,2736630,519
7054408,12500,2736415,519
7066908,12500,2736162,519
7079408,12500,2735979,518
7091908,12500,2735903,518
7104412,12504,2735981,518
7116916,12504,2736345,518
7129416,12500,2735765,518
7141916,12500,2735557,518
7154416,12500,2735606,518
7166916,12500,2735978,518
7179420,12504,2735931,518
7191924,12504,2735659,518
7204424,12500,2735375,518
7216924,12500,2735340,518
7229428,12504,2735314,518
7241928,12500,2735505,518
7254432,12504,2735247,518
7266932,12500,2735179,518
7279432,12500,2735221,518
7291932,12500,2735563,518
7304432,12500,2735541,518
7316932,12500,2735372,518
7329436,12504,2735182,518
7341936,12500,2735083,518
7354436,12500,2735249,518
7366940,12504,2735353,518
7379440,12500,2735279,518
7391940,12500,2735200,518
7404444,12504,2735345,519
7416944,12500,2735421,518
7429444,12500,2735123,519
7441944,12500,2734898,518
7454444,12500,2734578,519
7466948,12504,2734630,518
7479448,12500,2735161,519
7491948,12500,2735037,519
7504448,12500,2734713,519
7516952,12504,2734459,519
7529452,12500,2734150,519
7541952,12500,2734244,519
7554456,12504,2734342,519
7566956,12500,2734224,519
7579456,12500,2733642,519
7591960,12504,2733729,519
7604464,12504,2734071,519
7616968,12504,2734216,519
7629472,12504,2734315,519
7641972,12500,2733892,519
7654472,12500,2733157,519
7666972,12500,2732964,519
7679472,12500,2733332,519
7691976,12504,2733732,519
7704480,12504,2733570,519
7716984,12504,2733364,519
7729484,12500,2733620,519
7741984,12500,2733676,519
7754484,12500,2733609,519
7766984,12500,2733264,519
7779488,12504,2732654,519
7791992,12504,2732415,519
7804496,12504,2732794,519
7816996,12500,2732996,519
7829496,12500,2732980,519
7841996,12500,2732688,519
7854496,12500,2732483,519
7866996,12500,2732491,519
7879496,12500,2732473,519
7892000,12504,2732354,519
7904500,12500,2731881,519
7917004,12504,2731849,519
7929508,12504,2732121,519
7942008,12500,2732214,519
7954508,12500,2731843,519
7967008,12500,2731295,519
7979508,12500,2731014,519
7992012,12504,2730962,519
8004512,12500,2731010,519
8017012,12500,2731097,519
8029516,12504,2730321,519
8042020,12504,2730172,519
8054520,12500,2730245,519
8067020,12500,2730230,519
8079520,12500,2730262,519
8092020,12500,2731051,519
8104520,12500,2731476,519
8117024,12504,2731300,520
8129524,12500,2731335,519
8142028,12504,2731003,520
8154528,12500,2730785,519
8167028,12500,2730542,519
8179532,12504,2730692,519
8192032,12500,2730856,520
8204532,12500,2730861,519
8217032,12500,2730662,519
8229532,12500,2730246,520
8242032,12500,2730025,520
8254532,12500,2730289,519
8267036,12504,2729870,519
8279536,12500,2729331,519
8292036,12500,2728851,519
8304536,12500,2728382,519
8317036,12500,2726411,519
8329536,12500,2723673,520
8342040,12504,2723467,520
8354544,12504,2723316,520
8367048,12504,2723450,520
8379552,12504,2723580,520
8392052,12500,2723573,520
8404552,12500,2725555,519
8417052,12500,2726804,520
8429552,12500,2726196,520
8442052,12500,2727337,520
8454552,12500,2728271,520
8467052,12500,2729121,520
8479552,12500,2734543,520
8492052,12500,2734199,520
8504552,12500,2734028,520
8517052,12500,2733828,520
8529556,12504,2733788,519
8542056,12500,2733754,519
8554556,12500,2733433,519
8567056,12500,2733197,519
8579556,12500,2733361,520
8592060,12504,2733144,519
8604560,12500,2732634,519
8617060,12500,2732168,519
8629560,12500,2732098,519
8642060,12500,2732414,519
8654564,12504,2732588,519
8667064,12500,2732153,519
8679568,12504,2731626,519
8692068,12500,2731270,519
8704572,12504,2731277,519
8717076,12504,2731072,519
8729576,12500,2730934,519
8742076,12500,2731018,519
8754576,12500,2730932,519
8767076,12500,2731006,519
8779576,12500,2731039,519
8792076,12500,2730434,519
8804576,12500,2727796,519
8817076,12500,2726276,519
8829576,12500,2722675,519
8842076,12500,2719302,519
8854580,12504,2715487,519
8867084,12504,2710631,519
8879584,12500,2707787,519
8892084,12500,2706702,519
8904584,12500,2706087,519
8917084,12500,2698685,519
8929584,12500,2700541,520
8942084,12500,2706043,519
8954584,12500,2712210,519
8967084,12500,2717397,519
8979584,12500,2720314,520
8992084,12500,2722634,519
9004584,12500,2722643,519
9017084,12500,2723356,519
9029588,12504,2724712,519
9042088,12500,2723352,519
9054588,12500,2724148,520
9067092,12504,2726475,519
9079596,12504,2726619,519
9092100,12504,2726565,519
9104600,12500,2725706,519
9117104,12504,2725512,519
9129604,12500,2727201,519
9142104,12500,2727454,519
9154608,12504,2727936,519
9167108,12500,2728150,519
9179608,12500,2727114,520
9192108,12500,2727330,519
9204608,12500,2728650,519
9217112,12504,2729297,519
9229616,12504,2730508,519
9242116,12500,2731428,519
9254616,12500,2731737,519
9267116,12500,2731972,519
9279620,12504,2732147,519
9292120,12500,2732274,519
9304624,12504,2732361,519
9317124,12500,2732575,519
9329624,12500,2732807,519
9342128,12504,2733176,519
9354632,12504,2732956,519
9367132,12500,2737014,519
9379632,12500,2738953,519
9392136,12504,2738351,520
9404640,12504,2738005,519
9417144,12504,2737923,519
9429644,12500,2737881,519
9442148,12504,2738078,519
9454648,12500,2738591,519
9467148,12500,2738914,519
9479652,12504,2738952,519
9492156,12504,2739180,520
9504656,12500,2739464,519
9517156,12500,2739719,519
9529660,12504,2739978,519
9542164,12504,2740025,519
9554664,12500,2739824,519
9567164,12500,2739499,519
9579664,12500,2739708,520
9592164,12500,2740191,519
9604664,12500,2740177,520
9617164,12500,2739929,519
9629664,12500,2739848,519
9642164,12500,2739967,519
9654668,12504,2740262,519
9667168,12500,2740332,519
9679668,12500,2740235,519
9692172,12504,2740215,519
9704672,12500,2740423,519
9717172,12500,2740505,520
9729672,12500,2740451,519
9742172,12500,2740584,519
9754672,12500,2740653,519
9767172,12500,2740973,519
9779672,12500,2741076,519
9792172,12500,2740963,519
9804672,12500,2740693,519
9817172,12500,2740338,519
9829672,12500,2740540,519
9842172,12500,2740701,519
9854672,12500,2740731,519
9867172,12500,2740388,519
9879672,12500,2740105,519
9892176,12504,2740168,519
9904680,12504,2740537,519
9917184,12504,2740854,519
9929684,12500,2740697,519
9942184,12500,2740511,519
9954684,12500,2740523,519
9967184,12500,2740662,520
9979688,12504,2740749,520
9992188,12500,2740612,520
10004688,12500,2740670,519
10017188,12500,2740724,519
10029688,12500,2740773,519
10042188,12500,2740473,519
10054692,12504,2740496,519
10067192,12500,2740563,519
10079692,12500,2740451,519
10092196,12504,2740362,519
10104700,12504,2740394,519
10117204,12504,2740405,519
10129704,12500,2740355,520
10142204,12500,2740525,519
10154708,12504,2740350,519
10167208,12500,2740202,519
10179708,12500,2740009,519
10192212,12504,2739932,519
10204712,12500,2740078,519
10217212,12500,2740088,519
10229712,12500,2740145,519
10242212,12500,2740209,519
10254716,12504,2740055,519
10267216,12500,2739703,519
10279720,12504,2740036,519
10292220,12500,2739866,519
10304720,12500,2739613,519
10317220,12500,2739687,519
10329720,12500,2739789,519
10342224,12504,2739917,519
10354724,12500,2739778,519
10367224,12500,2739453,519
10379724,12500,2739781,519
10392228,12504,2740049,519
10404728,12500,2740161,519
10417232,12504,2740036,519
10429732,12500,2739979,519
10442236,12504,2739937,519
10454740,12504,2740135,519
10467240,12500,2740310,519
10479740,12500,2740469,519
10492240,12500,2740293,519
10504740,12500,2740120,519
10517240,12500,2740374,519
10529740,12500,2740547,519
10542244,12504,2740641,519
10554744,12500,2740589,519
10567244,12500,2740648,519
10579748,12504,2740681,519
10592252,12504,2740613,519
10604752,12500,2740922,519
10617252,12500,2741048,519
10629752,12500,2740917,519
10642252,12500,2740650,519
10654756,12504,2740892,519
10667260,12504,2741122,519
10679760,12500,2741185,519
10692260,12500,2741113,519
10704760,12500,2741097,519
10717260,12500,2741102,519
10729764,12504,2741099,519
10742268,12504,2741218,519
10754772,12504,2741537,519
10767276,12504,2741544,519
10779780,12504,2741430,519
10792280,12500,2741260,519
10804780,12500,2741160,519
10817280,12500,2741461,519
10829780,12500,2741978,519
10842280,12500,2741815,519
10854780,12500,2741675,519
10867280,12500,2741615,519
10879784,12504,2741743,519
10892284,12500,2741905,519
10904788,12504,2741926,519
10917288,12500,2741902,519
10929792,12504,2741784,519
10942296,12504,2742133,519
10954796,12500,2742540,519
10967296,12500,2742923,519
10979796,12500,2742619,519
10992300,12504,2742236,519
11004800,12500,2742151,519
11017300,12500,2742466,519
11029800,12500,2742680,519
11042300,12500,2742834,519
11054804,12504,2742448,519
11067308,12504,2742515,519
11079808,12500,2742645,519
11092312,12504,2742763,519
11104816,12504,2742956,519
11117316,12500,2743032,519
11129820,12504,2743036,519
11142320,12500,2742993,519
11154820,12500,2742951,519
11167320,12500,2742969,519
11179820,12500,2743115,519
11192328,12508,2743364,519
11204832,12504,2743426,519
11217332,12500,2743362,518
11229832,12500,2743596,518
11242332,12500,2743842,518
11254832,12500,2743953,518
11267336,12504,2744044,518
11279836,12500,2744095,518
11292340,12504,2744181,518
11304844,12504,2744288,518
11317344,12500,2744311,518
11329848,12504,2744011,518
11342348,12500,2744035,519
11354848,12500,2744362,518
11367348,12500,2744524,518
11379848,12500,2744674,518
11392348,12500,2744137,518
11404848,12500,2744106,519
11417352,12504,2744439,519
11429852,12500,2744692,518
11442352,12500,2744765,518
11454856,12504,2744678,518
11467356,12500,2744476,518
11479856,12500,2744484,519
11492360,12504,2744658,518
11504860,12500,2745092,518
11517360,12500,2745078,518
11529864,12504,2744941,518
11542364,12500,2744813,519
11554864,12500,2745018,519
11567364,12500,2745149,519
11579868,12504,2745003,518
11592372,12504,2745000,518
11604876,12504,2744937,519
11617376,12500,2745215,518
11629876,12500,2745233,518
11642380,12504,2745025,518
11654880,12500,2744879,519
11667380,12500,2744916,518
11679884,12504,2745056,518
11692388,12504,2745253,518
11704888,12500,2745206,518
11717388,12500,2744865,518
11729888,12500,2745216,518
11742388,12500,2745419,518
11754892,12504,2745327,518
11767392,12500,2745400,518
11779892,12500,2745029,518
11792392,12500,2744943,518
11804896,12504,2745079,518
11817400,12504,2745368,518
11829900,12500,2745495,518
11842400,12500,2744919,518
11854900,12500,2745028,518
11867400,12500,2745112,518
11879900,12500,2745107,518
11892404,12504,2745010,518
11904904,12500,2744900,518
11917404,12500,2744944,518
11929904,12500,2745115,518
11942404,12500,2745421,518
11954904,12500,2745276,518
11967408,12504,2744959,518
11979908,12500,2744782,518
11992408,12500,2745194,518
12004908,12500,2745484,518
12017412,12504,2745223,518
12029912,12500,2744903,518
12042412,12500,2744865,518
12054912,12500,-962791,518
12077488,22576,2744869,518
12089988,12500,2744702,518
12102492,12504,2744722,518
12114996,12504,2745031,518
12127500,12504,2745108,518
12140004,12504,2745125,518
12152504,12500,2744843,518
12165008,12504,2744594,518
12177508,12500,2744766,518
12190008,12500,2745442,518
12202508,12500,2745147,518
12215008,12500,2744910,518
12227508,12500,2744758,518
12240008,12500,2744918,518
12252512,12504,2744997,518
12265012,12500,2744926,518
12277512,12500,2744936,518
12290016,12504,2744788,518
12302516,12500,2744909,518
12315016,12500,2744863,518
12327516,12500,2744733,518
12340016,12500,2744764,518
12352520,12504,2744661,518
12365020,12500,2744732,518
12377520,12500,2744911,518
12390020,12500,2745077,518
12402520,12500,2744909,518
12415020,12500,2744606,518
12427520,12500,2744698,518
12440020,12500,2744719,518
12452524,12504,2744827,518
12465028,12504,2744823,518
12477528,12500,2744709,518
12490028,12500,2744690,518
12502528,12500,2744833,518
12515032,12504,2744920,518
12527536,12504,2744656,518
12540036,12500,2744621,518
12552536,12500,2744489,518
12565036,12500,2744887,518
12577536,12500,2744973,518
12590036,12500,2744665,518
12602536,12500,2744568,518
12615036,12500,2744598,518
12627540,12504,2744547,518
12640044,12504,2744621,518
12652552,12508,2744882,518
12665052,12500,2744639,518
12677552,12500,2744430,518
12690052,12500,2744521,518
12702556,12504,2744548,518
12715056,12500,2744637,518
12727556,12500,2744536,518
12740056,12500,2744506,518
12752556,12500,2744362,518
12765056,12500,2744341,518
12777556,12500,2744328,518
12790056,12500,2744592,518
12802556,12500,2744415,518
12815056,12500,2744246,518
12827556,12500,2744253,518
12840060,12504,2744478,518
12852560,12500,2744268,518
12865060,12500,2744207,518
12877560,12500,2744033,518
12890064,12504,2744242,518
12902568,12504,2744296,518
12915072,12504,2744251,518
12927576,12504,2744128,518
12940080,12504,2744090,518
12952584,12504,2744203,518
12965084,12500,2744208,518
12977588,12504,2744374,518
12990088,12500,2744540,518
13002588,12500,2744515,518
13015092,12504,2744088,518
13027592,12500,2743919,518
13040092,12500,2744056,518
13052592,12500,2744324,518
13065096,12504,2744368,518
13077596,12500,2744203,518
13090096,12500,2743968,518
13102596,12500,2743981,518
13115096,12500,2744148,518
13127596,12500,2744306,518
13140096,12500,2744362,518
13152600,12504,2744258,518
13165100,12500,2744275,518
13177600,12500,2744270,518
13190100,12500,2744191,518
13202600,12500,2744140,518
13215100,12500,2744089,518
13227600,12500,2744258,518
13240100,12500,2744417,518
13252600,12500,2744411,518
13265100,12500,2744379,518
13277604,12504,2744125,518
13290104,12500,2743994,518
13302604,12500,2744038,517
13315104,12500,2744088,517
13327604,12500,2744157,517
13340108,12504,2744203,517
13352612,12504,2744264,517
13365112,12500,2744179,517
13377616,12504,2744272,518
13390116,12500,2744245,518
13402616,12500,2744110,518
13415116,12500,2744019,518
13427616,12500,2744327,518
13440120,12504,2744324,518
13452620,12500,2744271,518
13465120,12500,2744092,518
13477620,12500,2744002,518
13490120,12500,2743943,518
13502624,12504,2743868,518
13515124,12500,2743967,518
13527628,12504,2744093,518
13540128,12500,2744290,518
