Times (us),interval (us),strain (raw),sensorValue0 (raw)
1453668,12500,2752889,338
1466168,12500,2752684,338
1478668,12500,2753252,338
1491168,12500,2753298,337
1503668,12500,2753188,336
1516172,12504,2753163,337
1528672,12500,2753241,337
1541172,12500,2753225,336
1553672,12500,2753138,335
1566172,12500,2753029,335
1578672,12500,2753003,336
1591172,12500,2753253,334
1603672,12500,2753168,333
1616172,12500,2753061,334
1628672,12500,2753003,334
1641172,12500,2752951,333
1653676,12504,2753050,332
1666180,12504,2753149,333
1678684,12504,2753146,333
1691184,12500,2753197,332
1703688,12504,2753304,331
1716188,12500,2753141,331
1728688,12500,2753032,332
1741188,12500,2753095,331
1753688,12500,2753115,330
1766188,12500,2753082,330
1778696,12508,2753099,331
1791200,12504,2753236,329
1803700,12500,2753185,328
1816204,12504,2753084,329
1828708,12504,2753075,329
1841212,12504,2753102,328
1853716,12504,2752933,327
1866216,12500,2753088,328
1878716,12500,2753272,328
1891216,12500,2753159,327
1903716,12500,2752997,326
1916216,12500,2753012,326
1928720,12504,2753108,327
1941224,12504,2753055,326
1953724,12500,2752928,325
1966228,12504,2753084,325
1978728,12500,2753183,326
1991228,12500,2753077,325
2003728,12500,2752970,324
2016228,12500,2752981,324
2028728,12500,2752951,325
2041228,12500,2753160,324
2053728,12500,2753282,323
2066232,12504,2753076,323
2078732,12500,2752845,324
2091232,12500,2752776,323
2103736,12504,2753239,322
2116240,12504,2753705,322
2128740,12500,2752960,323
2141240,12500,2752353,322
2153740,12500,2752320,321
2166240,12500,2752595,321
2178740,12500,2752976,322
2191240,12500,2753369,321
2203740,12500,2753617,320
2216240,12500,2753439,320
2228740,12500,2752994,321
2241240,12500,2752353,320
2253740,12500,2752467,319
2266244,12504,2753061,319
2278744,12500,2753601,320
2291244,12500,2753774,319
2303744,12500,2753150,318
2316244,12500,2752731,318
2328748,12504,2752728,319
2341248,12500,2752804,318
2353752,12504,2752991,317
2366252,12500,2753029,318
2378756,12504,2753020,318
2391256,12500,2752984,317
2403760,12504,2753030,316
2416260,12500,2753203,317
2428760,12500,2753217,317
2441264,12504,2752979,316
2453764,12500,2752995,315
2466264,12500,2752812,316
2478764,12500,2752912,316
2491264,12500,2753085,315
2503764,12500,2753233,314
2516264,12500,2753320,315
2528764,12500,2753205,315
2541264,12500,2753055,314
2553768,12504,2752894,313
2566272,12504,2752688,314
2578772,12500,2752862,314
2591272,12500,2753213,313
2603776,12504,2753332,312
2616276,12500,2753035,313
2628780,12504,2753000,313
2641280,12500,2753130,312
2653780,12500,2752952,311
2666280,12500,2752619,312
2678780,12500,2752740,312
2691280,12500,2753020,311
2703784,12504,2753111,310
2716284,12500,2753166,311
2728788,12504,2753089,311
2741288,12500,2752906,310
2753788,12500,2752753,309
2766288,12500,2752990,310
2778792,12504,2752959,310
2791292,12500,2752764,309
2803796,12504,2752850,308
2816300,12504,2753083,309
2828800,12500,2752982,309
2841300,12500,2752707,308
2853800,12500,2752648,307
2866304,12504,2752808,308
2878804,12500,2752935,308
2891304,12500,2753301,308
2903804,12500,2752941,307
2916304,12500,2752608,307
2928804,12500,2752774,308
2941304,12500,2752934,307
2953804,12500,2752780,306
2966304,12500,2752510,307
2978804,12500,2752593,307
2991308,12504,2753197,306
3003808,12500,2752900,305
3016312,12504,2752553,306
3028812,12500,2752775,306
3041312,12500,2752911,305
3053816,12504,2752638,304
3066320,12504,2752583,305
3078820,12500,2753016,305
3091320,12500,2753332,305
3103820,12500,2752634,304
3116324,12504,2752800,304
3128828,12504,2753054,305
3141328,12500,2752779,304
3153828,12500,2752464,303
3166328,12500,2752668,304
3178828,12500,2753073,304
3191328,12500,2752981,303
3203828,12500,2752754,302
3216328,12500,2752935,303
3228828,12500,2753030,303
3241328,12500,2752887,303
3253832,12504,2752743,302
3266332,12500,2752872,302
3278832,12500,2752938,303
3291332,12500,2752885,302
3303832,12500,2752830,301
3316336,12504,2752831,302
3328836,12500,2752724,302
3341336,12500,2752755,301
3353836,12500,2752609,300
3366336,12500,2752729,301
3378840,12504,2752790,302
3391340,12500,2752741,301
3403840,12500,2752844,300
3416340,12500,2752940,301
3428844,12504,2752715,301
3441344,12500,2752696,300
3453844,12500,2752899,299
3466344,12500,2753003,300
3478848,12504,2752980,300
3491348,12500,2752821,300
3503848,12500,2752798,299
3516352,12504,2753016,299
3528852,12500,2752918,300
3541352,12500,2752790,299
3553856,12504,2752937,298
3566356,12500,2752953,299
3578860,12504,2752822,299
3591364,12504,2752812,298
3603864,12500,2753008,297
3616364,12500,2753018,298
3628868,12504,2752757,299
3641368,12500,2752629,298
3653872,12504,2752994,297
3666376,12504,2752825,298
3678880,12504,2752843,298
3691384,12504,2752988,298
3703888,12504,2752899,297
3716392,12504,2752806,297
3728892,12500,2752826,298
3741396,12504,2752705,297
3753896,12500,2752928,296
3766396,12500,2752875,297
3778896,12500,2752886,297
3791396,12500,2752743,297
3803900,12504,2752854,296
3816404,12504,2753024,296
3828904,12500,2753018,297
3841404,12500,2752837,296
3853904,12500,2752845,295
3866408,12504,2752979,296
3878908,12500,2752896,297
3891408,12500,2752824,296
3903908,12500,2752886,295
3916408,12500,2753027,295
3928908,12500,2752940,296
3941412,12504,2752808,295
3953912,12500,2752811,294
3966412,12500,2752870,295
3978912,12500,2752785,296
3991416,12504,2752812,295
4003916,12500,2753039,294
4016416,12500,2752994,295
4028916,12500,2752824,295
4041416,12500,2752920,294
4053920,12504,2753064,293
4066420,12500,2753085,294
4078920,12500,2752708,295
4091424,12504,2752804,294
4103924,12500,2752957,293
4116424,12500,2752990,294
4128924,12500,2752912,294
4141424,12500,2752774,294
4153924,12500,2752914,293
4166428,12504,2753034,293
4178928,12500,2752942,294
4191428,12500,2752722,293
4203928,12500,2752981,292
4216432,12504,2753090,293
4228936,12504,2753096,294
4241436,12500,2752963,293
4253936,12500,2752888,292
4266436,12500,2752766,293
4278940,12504,2752781,293
4291444,12504,2752901,293
4303944,12500,2752792,292
4316444,12500,2752807,292
4328944,12500,2753016,293
4341444,12500,2753112,292
4353944,12500,2753034,291
4366444,12500,2752836,292
4378944,12500,2752653,293
4391448,12504,2752825,292
4403952,12504,2752972,291
4416452,12500,2752777,292
4428956,12504,2752825,292
4441460,12504,2753140,292
4453960,12500,2753226,291
4466460,12500,2752772,291
4478960,12500,2752582,292
4491460,12500,2752907,291
4503960,12500,2753102,290
4516464,12504,2752865,291
4528964,12500,2752829,292
4541464,12500,2752919,291
4553964,12500,2752721,290
4566468,12504,2752837,291
4578968,12500,2753022,291
4591468,12500,2752872,291
4603968,12500,2752752,290
4616472,12504,2752842,290
4628972,12500,2752906,291
4641472,12500,2752783,290
4653972,12500,2752938,289
4666472,12500,2753075,290
4678972,12500,2752815,291
4691476,12504,2752534,290
4703980,12504,2752773,289
4716480,12500,2753081,290
4728980,12500,2752521,290
4741480,12500,2752672,290
4753980,12500,2753193,289
4766480,12500,2753213,289
4778980,12500,2752732,290
4791484,12504,2752489,289
4803984,12500,2752785,288
4816484,12500,2752935,289
4828984,12500,2752667,290
4841484,12500,2753039,289
4853984,12500,2753145,288
4866488,12504,2752890,289
4878988,12500,2752735,289
4891492,12504,2752895,289
4903992,12500,2752865,288
4916492,12500,2752785,288
4928992,12500,2752580,289
4941496,12504,2752747,288
4953996,12500,2753096,287
4966496,12500,2752782,288
4978996,12500,2752723,289
4991496,12500,2752711,288
5003996,12500,2752685,287
5016496,12500,2752787,288
5029000,12504,2752757,288
5041504,12504,2752685,288
5054004,12500,2752726,287
