Times (us),interval (us),strain (raw),sensorValue0 (raw)
1663972,12500,2723730,521
1676472,12500,2723785,521
1688972,12500,2723798,522
1701476,12504,2723775,521
1713976,12500,2723645,522
1726476,12500,2723553,521
1738980,12504,2723666,521
1751480,12500,2723819,521
1763980,12500,2723736,521
1776480,12500,2723668,521
1788984,12504,2723547,521
1801484,12500,2723509,521
1813984,12500,2723550,521
1826484,12500,2723539,520
1838984,12500,2723489,519
1851484,12500,2723620,520
1863984,12500,2723911,520
1876488,12504,2723572,520
1888988,12500,2723627,521
1901488,12500,2723665,522
1913988,12500,2723548,523
1926488,12500,2723286,523
1938992,12504,2723320,523
1951492,12500,2723563,523
1963996,12504,2723559,523
1976500,12504,2723275,523
1989000,12500,2723326,523
2001500,12500,2723449,523
2014004,12504,2723361,523
2026504,12500,2723287,523
2039004,12500,2723246,523
2051508,12504,2723144,523
2064008,12500,2723195,523
2076512,12504,2723136,523
2089012,12500,2723144,522
2101516,12504,2723182,523
2114016,12500,2723068,523
2126520,12504,2723164,522
2139020,12500,2723215,523
2151520,12500,2723018,522
2164024,12504,2722991,522
2176524,12500,2723077,522
2189024,12500,2723132,522
2201524,12500,2722948,522
2214024,12500,2723083,522
2226524,12500,2723031,521
2239028,12504,2722981,521
2251532,12504,2722840,521
2264036,12504,2722839,520
2276536,12500,2722984,520
2289036,12500,2722895,520
2301536,12500,2722725,519
2314036,12500,2722858,518
2326540,12504,2723300,516
2339040,12500,2723091,518
2351540,12500,2722977,516
2364040,12500,2723177,522
2376540,12500,2723186,522
2389044,12504,2722911,522
2401548,12504,2722613,520
2414052,12504,2722624,519
2426556,12504,2722914,495
2439056,12500,2719520,501
2451556,12500,2726298,496
2464056,12500,2736702,500
2476556,12500,2724400,498
2489056,12500,2701956,515
2501556,12500,2713434,509
2514060,12504,2747089,518
2526560,12500,2744555,520
2539064,12504,2704569,520
2551568,12504,2732556,520
2564068,12500,2754007,522
2576568,12500,2724452,523
2589068,12500,2695327,525
2601568,12500,2712781,527
2614068,12500,2742958,527
2626572,12504,2738177,529
2639072,12500,2712749,529
2651576,12504,2708384,529
2664076,12500,2732891,529
2676576,12500,2726499,529
2689080,12504,2719458,529
2701580,12500,2717758,529
2714080,12500,2719943,530
2726580,12500,2725934,530
2739084,12504,2730322,530
2751588,12504,2724162,530
2764088,12500,2714053,530
2776588,12500,2730612,530
2789088,12500,2732615,530
2801588,12500,2718904,530
2814092,12504,2711846,530
2826592,12500,2722902,530
2839092,12500,2733227,530
2851592,12500,2726686,530
2864096,12504,2715501,530
2876596,12500,2717332,530
2889100,12504,2728943,530
2901600,12500,2722244,530
2914100,12500,2718389,530
2926600,12500,2721495,530
2939100,12500,2726118,530
2951600,12500,2726634,530
2964100,12500,2723589,530
2976600,12500,2720371,530
2989100,12500,2720469,530
3001604,12504,2727250,530
3014108,12504,2724203,530
3026608,12500,2719503,530
3039108,12500,2720664,530
3051612,12504,2726017,530
3064112,12500,2727082,530
3076612,12500,2722209,530
3089112,12500,2719121,530
3101616,12504,2722268,530
3114120,12504,2725456,530
3126620,12500,2721396,530
3139120,12500,2720681,528
3151620,12500,2723835,530
3164120,12500,2725714,530
3176620,12500,2724063,528
3189120,12500,2721565,529
3201620,12500,2721838,527
3214124,12504,2724335,529
3226632,12508,2723866,530
3239132,12500,2722051,530
3251636,12504,2722392,530
3264140,12504,2724304,530
3276640,12500,2724971,529
3289140,12500,2723489,528
3301640,12500,2721859,528
3314140,12500,2722653,528
3326644,12504,2724698,528
3339148,12504,2723425,529
3351648,12500,2722322,530
3364148,12500,2723214,530
3376648,12500,2724920,530
3389148,12500,2724829,530
3401648,12500,2723413,528
3414152,12504,2723100,528
3426652,12500,2724470,527
3439152,12500,2725452,529
3451652,12500,2723976,530
3464152,12500,2723858,530
3476652,12500,2724635,530
3489152,12500,2725239,530
3501656,12504,2724909,530
3514156,12500,2724293,530
3526660,12504,2724181,530
3539160,12500,2724650,530
3551660,12500,-878246,529
3574232,22572,2724624,529
3586732,12500,2725178,528
3599232,12500,2725561,530
3611732,12500,2725461,529
3624232,12500,2724779,528
3636736,12504,2724742,529
3649236,12500,2725304,528
3661736,12500,2725619,528
3674236,12500,2725024,527
3686736,12500,2724915,527
3699236,12500,2725645,529
3711736,12500,2725592,529
3724236,12500,2724839,529
3736736,12500,2724544,527
3749236,12500,2724854,527
3761740,12504,2725316,529
3774240,12500,2725411,528
3786744,12504,2725072,527
3799244,12500,2725182,528
3811748,12504,2725485,528
3824248,12500,2725394,528
3836752,12504,2724977,527
3849256,12504,2724938,528
3861756,12500,2725332,527
3874260,12504,2725344,527
3886760,12500,2725054,527
3899260,12500,2724874,527
3911760,12500,2725368,527
3924260,12500,2725442,527
3936760,12500,2724974,527
3949260,12500,2724586,527
3961760,12500,2724762,527
3974260,12500,2725303,527
3986760,12500,2725402,527
3999260,12500,2725079,527
4011764,12504,2724848,527
4024264,12500,2725382,527
4036768,12504,2725317,527
4049268,12500,2724918,527
4061768,12500,2724896,527
4074272,12504,2725249,527
4086772,12500,2725462,527
4099276,12504,2725238,527
4111780,12504,2725163,527
4124280,12500,2725236,527
4136784,12504,2725559,527
4149288,12504,2725355,527
4161792,12504,2724805,527
4174292,12500,2724850,526
4186792,12500,2725356,527
4199292,12500,2725532,526
4211792,12500,2725385,526
4224292,12500,2725108,526
4236792,12500,2725204,526
4249296,12504,2725663,526
4261796,12500,2725248,526
4274300,12504,2724951,526
4286800,12500,2725237,527
4299300,12500,2725445,526
4311800,12500,2725583,526
4324304,12504,2725321,526
4336804,12500,2724978,526
4349304,12500,2725120,526
4361804,12500,2725503,527
4374308,12504,2725208,527
4386808,12500,2725141,527
4399308,12500,2725363,526
4411812,12504,2725549,527
4424312,12500,2725475,526
4436812,12500,2725256,526
4449316,12504,2725216,528
4461816,12500,2725165,528
4474320,12504,2725180,528
4486824,12504,2725268,529
4499324,12500,2725173,529
4511828,12504,2725073,530
4524332,12504,2725158,530
4536836,12504,2725245,530
4549336,12500,2725191,530
4561836,12500,2724949,530
4574336,12500,2725125,530
4586836,12500,2725504,530
4599336,12500,2725018,530
4611836,12500,2724593,530
4624336,12500,2725041,529
4636836,12500,2725409,529
4649340,12504,2725136,528
4661840,12500,2724809,529
4674340,12500,2724829,527
4686840,12500,2725300,527
4699340,12500,2725362,527
4711840,12500,2724828,527
4724340,12500,2724951,527
4736840,12500,2725312,526
4749340,12500,2725400,527
4761844,12504,2725312,526
4774348,12504,2725191,526
4786852,12504,2725103,526
4799352,12500,2725141,526
4811852,12500,2725397,526
4824352,12500,2725145,526
4836852,12500,2725114,526
4849352,12500,2725190,526
