Times (us),interval (us),strain (raw),sensorValue0 (raw)
1216096,12500,2741722,345
1228600,12504,2741695,345
1241100,12500,2741878,344
1253604,12504,2742174,343
1266104,12500,2741770,343
1278608,12504,2741730,343
1291108,12500,2741841,342
1303612,12504,2741757,341
1316112,12500,2741631,341
1328616,12504,2742029,342
1341120,12504,2744209,341
1353620,12500,2746844,340
1366124,12504,2745973,340
1378628,12504,2742372,340
1391128,12500,2743800,339
1403632,12504,2744929,338
1416136,12504,2744392,338
1428636,12500,2743356,339
1441136,12500,2743606,338
1453636,12500,2744676,337
1466136,12500,2744897,337
1478636,12500,2743100,337
1491140,12504,2743475,336
1503640,12500,2744495,335
1516140,12500,2744817,335
1528640,12500,2744054,336
1541144,12504,2743564,335
1553644,12500,2743993,334
1566144,12500,2744528,334
1578648,12504,2744306,335
1591148,12500,2743534,334
1603648,12500,2744009,332
1616148,12500,2744414,333
1628648,12500,2744288,333
1641152,12504,2743796,332
1653652,12500,2743696,331
1666152,12500,2743821,331
1678652,12500,2744021,332
1691152,12500,2744140,331
1703652,12500,2744043,330
1716152,12500,2744214,330
1728652,12500,2744279,331
1741152,12500,2744041,330
1753656,12504,2743473,329
1766156,12500,2743487,329
1778656,12500,2743983,329
1791156,12500,2744237,329
1803656,12500,2743852,327
1816160,12504,2743842,328
1828660,12500,2744015,328
1841164,12504,2743887,327
1853664,12500,2743752,326
1866168,12504,2743964,326
1878668,12500,2744147,327
1891168,12500,2743831,326
1903668,12500,2743796,325
1916172,12504,2744059,325
1928676,12504,2743895,326
1941176,12500,2743577,325
1953680,12504,2743632,324
1966180,12500,2743938,324
1978684,12504,2744194,325
1991184,12500,2744039,324
2003684,12500,2744036,323
2016184,12500,2744105,323
2028684,12500,2743611,324
2041184,12500,2743637,323
2053684,12500,2743852,322
2066188,12504,2743938,322
2078688,12500,2744121,323
2091192,12504,2744134,322
2103692,12500,2743995,321
2116192,12500,2743707,321
2128692,12500,2743732,322
2141196,12504,2744121,321
2153696,12500,2744185,320
2166196,12500,2743899,320
2178700,12504,2743784,321
2191204,12504,2744022,320
2203704,12500,2744021,319
2216204,12500,2743837,319
2228704,12500,2743757,320
2241204,12500,2744114,319
2253704,12500,2743994,318
2266204,12500,2743752,318
2278708,12504,2743891,319
2291208,12500,2744081,318
2303712,12504,2744022,317
2316216,12504,2743912,317
2328716,12500,2743867,318
2341216,12500,2743983,317
2353716,12500,2743870,316
2366220,12504,2743795,316
2378720,12500,2743750,317
2391220,12500,2743740,316
2403724,12504,2743735,315
2416224,12500,2743895,315
2428724,12500,2744113,316
2441228,12504,2744002,315
2453732,12504,2743940,314
2466232,12500,2743824,314
2478736,12504,2743906,315
2491236,12500,2743896,314
2503736,12500,2743850,313
2516240,12504,2744097,313
2528740,12500,2744237,314
2541240,12500,2744064,313
2553744,12504,2743892,312
2566244,12500,2743885,312
2578744,12500,2743891,313
2591244,12500,2743929,312
2603744,12500,2743931,311
2616248,12504,2743973,311
2628748,12500,2744060,312
2641248,12500,2743915,311
2653752,12504,2743896,310
2666252,12500,2743831,310
2678752,12500,2743983,311
2691256,12504,2743985,310
2703756,12500,2743981,309
2716256,12500,2743848,309
2728756,12500,2743891,310
2741256,12500,2744051,309
2753756,12500,2744001,308
2766260,12504,2743833,308
2778760,12500,-438543,309
2801272,22512,2744031,308
2813772,12500,2744212,309
2826272,12500,2744197,309
2838772,12500,2743850,307
2851272,12500,2743893,307
2863772,12500,2744085,308
2876272,12500,2744127,308
2888772,12500,2743809,307
2901272,12500,2743581,306
2913776,12504,2744334,307
2926280,12504,2744382,307
2938780,12500,2744035,306
2951280,12500,2743763,305
2963784,12504,2743867,306
2976284,12500,2743823,306
2988784,12500,2743759,305
3001288,12504,2744024,305
3013788,12500,2744210,306
3026288,12500,2743899,306
3038788,12500,2744079,304
3051288,12500,2744020,304
3063788,12500,2743936,305
3076292,12504,2743914,305
3088796,12504,2743790,304
3101296,12500,2743982,303
3113800,12504,2744084,304
3126300,12500,2743907,304
3138800,12500,2744029,303
3151300,12500,2743995,303
3163800,12500,2743979,304
3176300,12500,2744052,304
3188800,12500,2744083,302
3201304,12504,2743994,302
3213804,12500,2743886,303
3226304,12500,2743742,303
3238808,12504,2743961,302
3251308,12500,2743867,301
3263808,12500,2743841,302
3276308,12500,2744042,302
3288808,12500,2743993,301
3301308,12500,2743828,301
3313812,12504,2743948,302
3326312,12500,2744052,302
3338816,12504,2743946,301
3351320,12504,2744061,300
3363820,12500,2743916,301
3376320,12500,2743836,301
3388824,12504,2743848,300
3401324,12500,2744000,300
3413824,12500,2744075,301
3426328,12504,2743941,301
3438828,12500,2743755,299
3451332,12504,2743706,299
3463832,12500,2744282,300
3476332,12500,2743967,300
3488832,12500,2743467,299
3501332,12500,2743817,298
3513832,12500,2744404,299
3526336,12504,2744156,299
3538840,12504,2743346,298
3551340,12500,2743280,298
3563840,12500,2744819,299
3576340,12500,2743829,299
3588840,12500,2743149,298
3601340,12500,2744015,297
3613840,12500,2744741,298
3626340,12500,2744196,298
3638840,12500,2743164,297
3651340,12500,2743450,297
3663840,12500,2744417,298
3676340,12500,2743938,298
3688844,12504,2743588,297
3701348,12504,2743960,296
3713852,12504,2744279,297
3726352,12500,2743922,297
3738852,12500,2743660,296
3751352,12500,2743793,296
3763852,12500,2744067,297
3776356,12504,2744214,297
3788856,12500,2743931,296
3801356,12500,2743794,295
3813860,12504,2743910,296
3826360,12500,2743991,296
3838864,12504,2743860,295
3851364,12500,2743719,295
3863868,12504,2743950,296
3876368,12500,2743984,296
3888868,12500,2743765,295
3901372,12504,2743847,294
3913872,12500,2743848,295
3926372,12500,2743803,295
3938872,12500,2743733,294
3951372,12500,2743932,294
3963872,12500,2743986,295
3976376,12504,2743998,295
3988876,12500,2743908,294
4001380,12504,2743963,294
4013880,12500,2743819,295
4026380,12500,2743874,295
4038884,12504,2743895,294
4051384,12500,2743959,293
4063884,12500,2744036,294
4076384,12500,2743916,294
4088884,12500,2743803,293
4101384,12500,2743934,293
4113888,12504,2743860,294
4126388,12500,2743933,294
4138892,12504,2743845,293
4151392,12500,2743836,292
4163892,12500,2744052,293
4176392,12500,2744010,293
4188892,12500,2743770,292
4201392,12500,2743677,292
4213892,12500,2744378,293
4226392,12500,2744152,293
4238896,12504,2743785,292
4251396,12500,2743861,292
4263896,12500,2743994,293
4276400,12504,2743852,293
4288900,12500,2743552,292
4301404,12504,2743652,291
4313904,12500,2744079,292
4326408,12504,2743645,292
4338908,12500,2743487,291
4351412,12504,2743873,291
4363912,12500,2744042,292
4376416,12504,2743784,292
4388916,12500,2743542,291
4401416,12500,2743845,291
4413916,12500,2744294,292
4426416,12500,2744080,292
4438916,12500,2743781,291
4451420,12504,2744084,290
4463924,12504,2743979,291
4476424,12500,2743990,291
4488924,12500,2743958,290
4501424,12500,2743954,290
4513924,12500,2744014,291
4526424,12500,2743902,291
4538924,12500,2743759,290
4551424,12500,2743918,290
4563924,12500,2743943,291
4576424,12500,2743774,291
4588928,12504,2743657,290
4601428,12500,2743827,289
4613928,12500,2743927,290
4626428,12500,2743896,291
4638928,12500,2743746,290
4651432,12504,2743947,289
4663932,12500,2743781,290
4676432,12500,2743670,290
4688936,12504,2743737,289
4701436,12500,2743820,289
4713936,12500,2743873,290
4726436,12500,2743799,290
4738936,12500,2743812,289
4751436,12500,2743837,288
4763936,12500,2743735,289
4776436,12500,2743946,289
4788936,12500,2744058,288
4801440,12504,2743880,288
4813940,12500,2743724,289
4826444,12504,2743647,289
4838944,12500,2743900,288
4851444,12500,2743898,288
4863944,12500,2743421,289
4876444,12500,2743910,289
4888944,12500,2744036,288
4901444,12500,2743641,287
4913944,12500,2743576,288
4926444,12500,2744000,289
4938944,12500,2743964,288
4951448,12504,2743420,287
4963948,12500,2743286,288
4976448,12500,2744104,288
4988952,12504,2744017,287
5001452,12500,2743763,287
5013952,12500,2743755,288
5026452,12500,2743777,288
5038952,12500,2743499,287
5051452,12500,2743374,287
