Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
393000,34.63,0.00,3.99,-0.20,0.00,3.99
393500,34.63,-0.02,3.98,-0.20,0.00,3.98
394000,34.63,-0.01,3.98,0.10,0.00,3.98
394500,34.63,-0.01,3.99,-0.20,0.00,3.99
395000,34.56,-0.03,3.98,0.00,0.00,3.98
395500,34.56,-0.03,3.98,0.00,0.00,3.98
396000,34.56,-0.02,3.98,-0.40,0.00,3.98
396500,34.56,-0.01,3.98,0.10,0.00,3.98
397000,34.56,0.00,3.98,-0.20,0.00,3.98
397500,34.56,0.00,3.98,-0.10,0.00,3.98
398000,34.56,-0.02,3.98,0.10,0.00,3.98
398500,34.56,-0.02,3.98,-0.20,0.00,3.98
399000,34.56,0.00,3.98,-0.20,0.00,3.98
399500,34.56,-0.03,3.98,-0.30,0.00,3.98
400000,34.56,0.00,3.98,-0.10,0.00,3.98
400500,34.56,-0.03,3.99,-0.20,0.00,3.99
401000,34.56,-0.01,3.98,-0.10,0.00,3.98
401500,34.56,0.01,3.98,-0.10,0.00,3.98
402000,34.56,-0.04,3.99,0.00,0.00,3.99
402500,34.56,-0.01,3.98,-0.20,0.00,3.98
403000,34.56,0.00,3.98,-0.20,0.00,3.98
403500,34.63,-0.02,3.98,-0.20,0.00,3.98
404000,34.63,-0.01,3.98,-0.20,0.00,3.98
404500,34.63,-0.01,3.98,0.00,0.00,3.98
405000,34.63,-0.01,3.98,0.00,0.00,3.98
405500,34.63,-0.01,3.99,0.00,0.00,3.99
406000,34.63,-0.02,3.99,-0.20,0.00,3.99
406500,34.56,-0.02,3.99,0.00,0.00,3.99
407000,34.63,-0.02,3.98,-0.30,0.00,3.98
407500,34.63,-0.03,3.98,-0.30,0.00,3.98
408000,34.63,0.01,3.98,0.00,0.00,3.98
408500,34.63,0.00,3.98,-0.10,0.00,3.98
409000,34.63,-0.01,3.98,-0.20,0.00,3.98
409500,34.63,-0.02,3.98,-0.20,0.00,3.98
410000,34.63,-0.01,3.99,-0.10,0.00,3.99
410500,34.63,-0.01,3.98,0.00,0.00,3.98
411000,34.63,-0.01,3.98,-0.10,0.00,3.98
411500,34.56,-0.01,3.98,-0.10,0.00,3.98
412000,34.63,-0.02,3.99,-0.10,0.00,3.99
412500,34.56,0.00,3.98,0.10,0.00,3.98
413000,34.56,0.00,3.98,-0.20,0.00,3.98
413500,34.56,0.01,3.98,-0.10,0.00,3.98
414000,34.56,-0.02,3.98,-0.30,0.00,3.98
414500,34.56,-0.03,3.99,-0.10,0.00,3.99
415000,34.56,-0.03,3.99,-0.10,0.00,3.99
415500,34.56,-0.02,3.98,0.20,0.00,3.98
416000,34.56,0.00,3.98,-0.20,0.00,3.98
416500,34.56,0.00,3.98,-0.10,0.00,3.98
417000,34.56,0.00,3.99,-0.10,0.00,3.99
417500,34.56,-0.02,3.98,0.00,0.00,3.98
418000,34.56,0.00,3.98,-0.30,0.00,3.98
418500,34.56,-0.03,3.99,0.10,0.00,3.99
419000,34.56,-0.02,3.98,0.10,0.00,3.98
419500,34.56,-0.01,3.99,-0.10,0.00,3.99
420000,34.50,-0.01,3.98,-0.20,0.00,3.98
420500,34.50,-0.02,3.98,-0.10,0.00,3.98
421000,34.50,0.02,3.98,-0.10,0.00,3.98
421500,34.50,-0.02,3.98,-0.20,0.00,3.98
422000,34.56,0.00,3.98,0.00,0.00,3.98
422500,34.50,0.00,3.98,-0.40,0.00,3.98
423000,34.50,0.00,3.98,-0.40,0.00,3.98
423500,34.56,-0.02,3.99,0.00,0.00,3.99
424000,34.50,-0.03,3.98,-0.10,0.00,3.98
424500,34.31,-0.01,3.98,-0.20,0.00,3.98
425000,34.06,-0.01,3.99,0.00,0.00,3.99
425500,34.00,0.00,3.99,-0.30,0.00,3.99
426000,33.88,-0.01,3.98,0.00,0.00,3.98
426500,33.88,0.01,3.99,0.00,0.00,3.99
427000,33.88,-0.02,3.98,-0.10,0.00,3.98
427500,33.94,0.01,3.98,0.00,0.00,3.98
428000,33.94,0.01,3.99,-0.30,0.00,3.99
428500,34.00,0.00,3.98,0.00,0.00,3.98
429000,34.00,-0.03,3.98,0.00,0.00,3.98
429500,34.06,-0.04,3.98,-0.40,0.00,3.98
430000,34.06,0.02,3.98,-0.10,0.00,3.98
430500,34.06,0.01,3.98,0.00,0.00,3.98
431000,34.06,-0.01,3.98,-0.20,0.00,3.98
431500,34.13,-0.02,3.98,-0.20,0.00,3.98
432000,34.13,-0.02,3.98,0.10,0.00,3.98
432500,34.13,0.00,3.98,-0.20,0.00,3.98
433000,34.13,-0.04,3.98,-0.30,0.00,3.98
433500,34.13,0.00,3.99,-0.20,0.00,3.99
434000,34.13,0.00,3.98,0.20,0.00,3.98
434500,34.13,0.00,3.98,-0.30,0.00,3.98
435000,34.13,-0.01,3.99,-0.10,0.00,3.99
435500,34.13,0.01,3.98,-0.20,0.00,3.98
436000,34.13,-0.01,3.98,-0.20,0.00,3.98
436500,34.13,-0.01,3.98,0.00,0.00,3.98
437000,34.19,0.00,3.98,-0.30,0.00,3.98
437500,34.19,0.00,3.98,0.00,0.00,3.98
438000,34.13,-0.03,3.98,0.10,0.00,3.98
438500,34.13,-0.03,3.98,-0.20,0.00,3.98
439000,34.13,0.00,3.98,-0.10,0.00,3.98
439500,34.13,-0.02,3.99,0.00,0.00,3.99
440000,34.13,0.00,3.98,0.20,0.00,3.98
440500,34.19,-0.01,3.98,0.00,0.00,3.98
441000,34.13,0.00,3.98,-0.20,0.00,3.98
441500,34.19,-0.02,3.98,0.10,0.00,3.98
442000,34.19,0.01,3.98,-0.30,0.00,3.98
442500,34.19,-0.01,3.98,0.10,0.00,3.98
443000,34.13,0.02,3.98,-0.20,0.00,3.98
443500,34.13,-0.01,3.98,-0.20,0.00,3.98
444000,34.13,-0.02,3.98,-0.30,0.00,3.98
444500,34.13,0.02,3.98,-0.20,0.00,3.98
445000,34.13,0.00,3.98,-0.30,0.00,3.98
445500,34.13,-0.02,3.98,-0.20,0.00,3.98
446000,34.13,0.00,3.98,-0.20,0.00,3.98
446500,34.13,-0.02,3.98,-0.10,0.00,3.98
447000,34.13,0.00,3.99,-0.30,0.00,3.99
447500,34.06,-0.01,3.98,-0.10,0.00,3.98
448000,34.06,0.00,3.98,-0.10,0.00,3.98
448500,34.06,-0.01,3.99,-0.10,0.00,3.99
449000,34.06,0.01,3.98,0.00,0.00,3.98
449500,34.06,-0.02,3.99,0.00,0.00,3.99
450000,34.06,0.00,3.98,-0.30,0.00,3.98
450500,34.06,-0.02,3.98,0.10,0.00,3.98
451000,34.06,-0.01,3.99,-0.20,0.00,3.99
451500,34.13,0.00,3.98,-0.20,0.00,3.98
452000,34.13,-0.01,3.98,-0.10,0.00,3.98
452500,34.13,-0.02,3.98,-0.10,0.00,3.98
453000,34.13,-0.02,3.98,-0.20,0.00,3.98
453500,34.06,0.01,3.98,-0.10,0.00,3.98
454000,34.13,-0.02,3.98,-0.10,0.00,3.98
454500,34.13,-0.01,3.99,-0.10,0.00,3.99
455000,34.13,-0.01,3.98,-0.40,0.00,3.98
455500,34.13,0.00,3.98,-0.20,0.00,3.98
456000,34.13,0.02,3.98,-0.20,0.00,3.98
456500,34.13,-0.02,3.98,-0.10,0.00,3.98
457000,34.13,-0.03,3.98,-0.20,0.00,3.98
457500,34.13,-0.04,3.99,-0.10,0.00,3.99
458000,34.13,-0.01,3.99,0.00,0.00,3.99
458500,34.13,-0.01,3.98,-0.10,0.00,3.98
459000,34.13,-0.01,3.99,-0.20,0.00,3.99
459500,34.13,-0.02,3.99,-0.20,0.00,3.99
460000,34.13,-0.01,3.98,-0.20,0.00,3.98
460500,34.13,-0.01,3.98,-0.20,0.00,3.98
461000,34.13,0.01,3.98,0.10,0.00,3.98
461500,33.94,0.01,3.98,-0.20,0.00,3.98
462000,33.75,0.01,3.98,0.10,0.00,3.98
462500,33.63,0.00,3.98,-0.20,0.00,3.98
463000,33.50,0.00,3.98,-0.10,0.00,3.98
463500,33.44,0.00,3.99,0.00,0.00,3.99
464000,33.44,-0.02,3.98,-0.40,0.00,3.98
464500,33.38,0.00,3.99,0.00,0.00,3.99
465000,33.31,-0.01,3.98,-0.30,0.00,3.98
465500,33.19,0.00,3.98,-0.30,0.00,3.98
466000,33.06,0.01,3.98,-0.10,0.00,3.98
466500,32.94,-0.01,3.98,-0.20,0.00,3.98
467000,32.88,0.00,3.98,-0.20,0.00,3.98
467500,32.88,-0.01,3.98,0.00,0.00,3.98
468000,32.88,-0.04,3.99,-0.10,0.00,3.99
468500,32.88,0.01,3.98,0.00,0.00,3.98
469000,32.88,-0.02,3.98,0.00,0.00,3.98
469500,33.00,-0.01,3.98,-0.40,0.00,3.98
470000,33.00,-0.02,3.98,-0.30,0.00,3.98
470500,33.06,-0.01,3.98,-0.20,0.00,3.98
471000,33.13,-0.03,3.98,0.00,0.00,3.98
471500,33.19,-0.02,3.98,-0.20,0.00,3.98
472000,33.19,-0.01,3.98,-0.20,0.00,3.98
472500,33.19,-0.02,3.99,-0.10,0.00,3.99
473000,33.13,-0.04,3.98,-0.10,0.00,3.98
473500,33.06,-0.01,3.98,-0.30,0.00,3.98
474000,33.06,-0.01,3.99,0.00,0.00,3.99
474500,33.13,-0.04,3.98,-0.10,0.00,3.98
475000,33.13,-0.03,3.98,-0.20,0.00,3.98
475500,33.13,-0.03,3.99,-0.40,0.00,3.99
476000,33.19,-0.02,3.98,-0.20,0.00,3.98
476500,33.19,-0.01,3.98,-0.20,0.00,3.98
477000,33.19,-0.01,3.98,0.10,0.00,3.98
477500,33.25,-0.01,3.98,-0.10,0.00,3.98
478000,33.25,-0.02,3.98,0.00,0.00,3.98
478500,33.31,-0.02,3.98,0.00,0.00,3.98
479000,33.31,-0.01,3.99,-0.20,0.00,3.99
479500,33.31,0.00,3.99,-0.10,0.00,3.99
480000,33.38,0.01,3.98,0.00,0.00,3.98
480500,33.38,0.00,3.98,-0.30,0.00,3.98
481000,33.38,-0.04,3.98,0.10,0.00,3.98
481500,33.38,-0.02,3.98,-0.10,0.00,3.98
482000,33.38,-0.01,3.99,-0.20,0.00,3.99
482500,33.44,-0.02,3.98,-0.10,0.00,3.98
483000,33.44,0.03,3.98,0.10,0.00,3.98
483500,33.31,0.01,3.99,-0.20,0.00,3.99
484000,33.25,-0.02,3.98,0.00,0.00,3.98
484500,33.19,0.01,3.99,0.00,0.00,3.99
485000,33.19,-0.04,3.98,-0.30,0.00,3.98
485500,33.19,-0.02,3.99,-0.20,0.00,3.99
486000,33.19,-0.01,3.98,0.00,0.00,3.98
486500,33.25,0.01,3.98,0.00,0.00,3.98
487000,33.25,0.00,3.99,-0.10,0.00,3.99
487500,33.25,-0.02,3.98,0.10,0.00,3.98
488000,33.31,-0.01,3.98,-0.30,0.00,3.98
488500,33.31,-0.01,3.98,0.00,0.00,3.98
489000,33.31,-0.03,3.98,-0.10,0.00,3.98
489500,33.31,-0.03,3.98,-0.20,0.00,3.98
490000,33.31,0.00,3.98,-0.10,0.00,3.98
490500,33.31,-0.03,3.98,0.20,0.00,3.98
491000,33.31,0.00,3.99,-0.20,0.00,3.99
491500,33.31,-0.03,3.98,-0.30,0.00,3.98
492000,33.31,-0.02,3.99,-0.10,0.00,3.99
492500,33.31,-0.03,3.98,-0.20,0.00,3.98
493000,33.31,-0.02,3.98,-0.20,0.00,3.98
493500,33.31,-0.02,3.98,0.00,0.00,3.98
494000,33.25,0.00,3.99,-0.20,0.00,3.99
494500,33.25,-0.03,3.98,-0.30,0.00,3.98
495000,33.19,0.00,3.98,-0.20,0.00,3.98
495500,33.19,-0.02,3.98,0.00,0.00,3.98
496000,33.19,0.01,3.99,0.00,0.00,3.99
496500,33.25,-0.02,3.98,-0.30,0.00,3.98
497000,33.19,-0.03,3.98,-0.10,0.00,3.98
497500,33.19,-0.01,3.99,-0.30,0.00,3.99
498000,33.25,-0.04,3.99,-0.10,0.00,3.99
498500,33.25,0.00,3.99,-0.30,0.00,3.99
499000,33.25,-0.01,3.98,-0.20,0.00,3.98
499500,33.25,-0.02,3.99,0.00,0.00,3.99
500000,33.25,-0.02,3.98,0.10,0.00,3.98
500500,33.25,-0.03,3.98,0.10,0.00,3.98
501000,33.25,-0.03,3.98,-0.10,0.00,3.98
501500,33.31,-0.03,3.98,-0.10,0.00,3.98
502000,33.25,-0.01,3.99,-0.10,0.00,3.99
502500,33.25,0.01,3.98,0.00,0.00,3.98
503000,33.25,-0.02,3.99,-0.20,0.00,3.99
503500,33.25,0.00,3.98,0.00,0.00,3.98
504000,33.31,0.01,3.98,-0.10,0.00,3.98
504500,33.31,0.00,3.99,-0.10,0.00,3.99
505000,33.31,0.02,3.98,0.10,0.00,3.98
505500,33.31,-0.02,3.98,-0.30,0.00,3.98
506000,33.31,-0.03,3.98,0.00,0.00,3.98
506500,33.31,-0.02,3.99,-0.10,0.00,3.99
507000,33.31,-0.02,3.98,-0.10,0.00,3.98
507500,33.31,0.00,3.99,-0.10,0.00,3.99
508000,33.31,-0.01,3.98,-0.50,0.00,3.98
508500,33.31,-0.02,3.98,-0.10,0.00,3.98
509000,33.31,-0.01,3.98,-0.40,0.00,3.98
509500,33.31,-0.02,3.98,-0.40,0.00,3.98
510000,33.38,0.00,3.98,-0.40,4.00,3.98
510500,33.38,-0.01,3.98,-0.40,0.00,3.98
511000,33.38,0.00,3.99,0.10,0.00,3.99
511500,33.38,-0.02,3.98,0.00,0.00,3.98
512000,33.38,0.00,3.99,-0.30,0.00,3.99
512500,33.38,-0.02,3.98,-0.10,0.00,3.98
513000,33.38,-0.01,3.98,-0.30,0.00,3.98
513500,33.38,-0.02,3.98,0.10,0.00,3.98
514000,33.38,-0.02,3.98,-0.30,0.00,3.98
514500,33.38,-0.02,3.98,-0.20,0.00,3.98
515000,33.38,-0.01,3.98,-0.10,0.00,3.98
515500,33.38,0.00,3.98,-0.10,0.00,3.98
516000,33.38,0.00,3.98,-0.10,0.00,3.98
516500,33.38,-0.02,3.98,-0.10,0.00,3.98
517000,33.38,0.02,3.99,-0.10,0.00,3.99
517500,33.38,-0.03,3.98,-0.10,0.00,3.98
518000,33.38,0.02,3.98,-0.10,0.00,3.98
518500,33.38,-0.01,3.98,-0.10,0.00,3.98
519000,33.38,-0.01,3.98,0.00,0.00,3.98
519500,33.38,-0.03,3.98,-0.10,0.00,3.98
520000,33.38,-0.02,3.98,-0.50,0.00,3.98
520500,33.38,-0.01,3.98,0.10,0.00,3.98
521000,33.38,-0.04,3.98,-0.40,0.00,3.98
521500,33.38,-0.05,3.98,-0.10,0.00,3.98
522000,33.38,-0.01,3.98,-0.30,0.00,3.98
522500,33.38,-0.01,3.98,0.00,0.00,3.98
523000,33.38,-0.01,3.98,0.10,0.00,3.98
523500,33.31,-0.01,3.98,-0.40,0.00,3.98
524000,33.38,-0.02,3.98,-0.20,0.00,3.98
524500,33.38,-0.03,3.98,-0.30,0.00,3.98
525000,33.31,-0.01,3.98,-0.10,0.00,3.98
525500,33.31,-0.02,3.98,-0.40,0.00,3.98
526000,33.31,-0.01,3.98,-0.20,0.00,3.98
526500,33.31,-0.03,3.99,-0.10,0.00,3.99
527000,33.31,-0.03,3.98,-0.10,0.00,3.98
527500,33.38,0.00,3.98,0.20,0.00,3.98
528000,33.31,-0.02,3.98,-0.20,0.00,3.98
528500,33.31,-0.03,3.98,-0.10,0.00,3.98
529000,33.31,-0.03,3.99,-0.20,0.00,3.99
529500,33.31,0.01,3.98,0.00,0.00,3.98
530000,33.31,0.00,3.98,-0.10,0.00,3.98
530500,33.31,-0.01,3.98,-0.10,0.00,3.98
531000,33.31,-0.03,3.99,-0.10,0.00,3.99
531500,33.31,0.00,3.98,-0.20,0.00,3.98
532000,33.31,-0.01,3.98,-0.10,0.00,3.98
532500,33.31,-0.01,3.98,-0.40,0.00,3.98
533000,33.31,0.01,3.98,-0.10,0.00,3.98
533500,33.31,-0.01,3.98,-0.30,0.00,3.98
534000,33.31,-0.02,3.99,-0.20,0.00,3.99
534500,33.31,0.00,3.98,-0.30,0.00,3.98
535000,33.31,-0.02,3.98,-0.20,0.00,3.98
535500,33.31,0.01,3.98,-0.20,0.00,3.98
536000,33.31,-0.02,3.98,0.00,0.00,3.98
536500,33.31,-0.03,3.98,-0.40,0.00,3.98
537000,33.31,-0.03,3.99,-0.30,0.00,3.99
537500,33.31,-0.03,3.98,0.00,0.00,3.98
538000,33.31,0.00,3.98,-0.10,0.00,3.98
538500,33.31,0.00,3.98,-0.30,0.00,3.98
539000,33.31,-0.01,3.98,-0.20,0.00,3.98
539500,33.31,-0.01,3.98,-0.10,0.00,3.98
540000,33.31,-0.02,3.98,-0.20,0.00,3.98
540500,33.31,-0.02,3.98,-0.40,0.00,3.98
541000,33.31,0.00,3.98,0.10,0.00,3.98
541500,33.31,-0.02,3.98,-0.20,0.00,3.98
542000,33.31,-0.01,3.98,-0.20,0.00,3.98
542500,33.31,-0.01,3.98,-0.20,0.00,3.98
543000,33.25,-0.01,3.98,-0.10,0.00,3.98
543500,33.25,0.00,3.98,-0.20,0.00,3.98
544000,33.25,0.01,3.98,0.00,0.00,3.98
544500,33.25,-0.02,3.98,-0.10,0.00,3.98
545000,33.25,-0.04,3.98,-0.10,0.00,3.98
545500,33.19,0.00,3.98,0.10,0.00,3.98
546000,33.19,-0.04,3.98,0.00,0.00,3.98
546500,33.19,-0.01,3.98,0.00,0.00,3.98
547000,33.19,-0.01,3.98,-0.10,0.00,3.98
547500,33.19,0.01,3.98,-0.10,0.00,3.98
548000,33.19,0.00,3.98,0.10,0.00,3.98
548500,33.19,0.01,3.99,-0.20,0.00,3.99
549000,33.19,-0.02,3.98,-0.20,0.00,3.98
549500,33.19,-0.02,3.99,-0.20,0.00,3.99
550000,33.19,-0.01,3.98,-0.10,0.00,3.98
550500,33.19,0.01,3.99,-0.20,0.00,3.99
551000,33.19,0.01,3.98,-0.20,0.00,3.98
551500,33.19,-0.01,3.98,0.00,0.00,3.98
552000,33.19,-0.01,3.98,0.00,0.00,3.98
552500,33.19,-0.02,3.99,-0.20,0.00,3.99
553000,33.19,-0.02,3.98,-0.20,0.00,3.98
553500,33.19,-0.04,3.98,-0.20,0.00,3.98
554000,33.19,-0.02,3.98,-0.30,0.00,3.98
554500,33.19,0.00,3.98,0.00,0.00,3.98
555000,33.19,-0.01,3.98,-0.20,0.00,3.98
555500,33.19,-0.01,3.99,-0.20,0.00,3.99
556000,33.13,-0.01,3.99,0.00,0.00,3.99
556500,33.13,0.00,3.98,0.00,0.00,3.98
557000,33.13,-0.01,3.98,-0.10,0.00,3.98
557500,33.13,-0.03,3.98,-0.10,0.00,3.98
558000,33.06,0.00,3.98,-0.20,0.00,3.98
558500,33.13,0.00,3.98,-0.20,0.00,3.98
559000,33.13,0.00,3.98,-0.10,0.00,3.98
559500,33.13,0.00,3.99,-0.10,0.00,3.99
560000,33.13,0.01,3.98,-0.10,0.00,3.98
560500,33.06,-0.02,3.98,0.10,0.00,3.98
561000,33.06,-0.02,3.98,0.00,0.00,3.98
561500,33.06,-0.03,3.98,-0.10,0.00,3.98
562000,33.06,-0.01,3.98,-0.10,0.00,3.98
562500,33.06,-0.01,3.98,-0.20,0.00,3.98
563000,33.06,0.01,3.98,0.00,0.00,3.98
563500,33.06,-0.02,3.98,-0.40,0.00,3.98
564000,33.06,0.00,3.99,-0.10,0.00,3.99
564500,33.00,-0.01,3.98,-0.10,0.00,3.98
565000,33.00,-0.01,3.98,0.00,0.00,3.98
565500,32.88,-0.01,3.98,-0.10,0.00,3.98
566000,32.88,-0.01,3.99,-0.20,0.00,3.99
566500,32.88,-0.03,3.98,-0.10,0.00,3.98
567000,32.88,-0.03,3.98,-0.30,0.00,3.98
567500,32.88,-0.03,3.98,-0.20,0.00,3.98
568000,32.88,0.01,3.98,0.00,0.00,3.98
568500,32.88,-0.02,3.99,0.00,0.00,3.99
569000,32.88,-0.02,3.98,-0.30,0.00,3.98
569500,32.88,-0.01,3.98,-0.30,0.00,3.98
570000,32.88,0.00,3.98,-0.20,0.00,3.98
570500,32.81,0.03,3.98,-0.10,0.00,3.98
571000,32.81,-0.01,3.99,-0.10,0.00,3.99
571500,32.88,-0.02,3.98,0.00,0.00,3.98
572000,32.88,0.01,3.98,-0.20,0.00,3.98
572500,32.88,-0.02,3.99,-0.10,0.00,3.99
573000,32.88,-0.02,3.98,0.00,0.00,3.98
573500,32.88,-0.02,3.98,0.20,0.00,3.98
574000,32.88,-0.02,3.99,-0.20,0.00,3.99
574500,32.88,0.00,3.98,-0.20,0.00,3.98
575000,32.81,-0.03,3.98,-0.20,0.00,3.98
575500,32.81,0.01,3.98,-0.20,0.00,3.98
576000,32.81,-0.02,3.98,-0.10,0.00,3.98
576500,32.81,-0.01,3.98,-0.10,0.00,3.98
577000,32.81,0.00,3.98,0.00,0.00,3.98
577500,32.81,-0.02,3.98,-0.20,0.00,3.98
578000,32.81,0.00,3.99,-0.20,0.00,3.99
578500,32.88,-0.02,3.99,-0.20,0.00,3.99
579000,32.88,0.01,3.99,-0.20,0.00,3.99
579500,32.81,-0.03,3.98,0.20,0.00,3.98
580000,32.81,-0.02,3.98,-0.10,0.00,3.98
580500,32.81,0.00,3.98,0.00,0.00,3.98
581000,32.81,0.00,3.98,0.00,0.00,3.98
581500,32.81,0.01,3.98,0.10,0.00,3.98
582000,32.88,-0.03,3.98,-0.10,0.00,3.98
582500,32.81,0.00,3.98,-0.20,0.00,3.98
583000,32.88,-0.02,3.99,0.20,0.00,3.99
583500,32.81,-0.02,3.99,-0.20,0.00,3.99
584000,32.81,-0.03,3.98,-0.20,0.00,3.98
584500,32.81,0.00,3.98,-0.20,0.00,3.98
585000,32.81,-0.02,3.98,-0.20,0.00,3.98
585500,32.81,-0.03,3.98,-0.10,0.00,3.98
586000,32.81,-0.05,3.98,-0.10,0.00,3.98
586500,32.81,-0.01,3.98,-0.30,0.00,3.98
587000,32.81,-0.02,3.99,0.00,0.00,3.99
587500,32.81,0.00,3.99,0.10,0.00,3.99
588000,32.81,-0.01,3.99,-0.40,0.00,3.99
588500,32.81,-0.01,3.98,-0.10,0.00,3.98
589000,32.81,-0.03,3.98,-0.30,0.00,3.98
589500,32.81,-0.02,3.98,-0.10,0.00,3.98
590000,32.81,-0.01,3.98,-0.10,0.00,3.98
590500,32.75,0.00,3.98,-0.10,0.00,3.98
591000,32.75,-0.01,3.98,-0.40,0.00,3.98
591500,32.75,-0.02,3.98,-0.20,0.00,3.98
592000,32.75,-0.01,3.98,-0.40,0.00,3.98
592500,32.75,0.00,3.98,-0.20,0.00,3.98
593000,32.75,0.00,3.99,-0.30,0.00,3.99
593500,32.75,-0.03,3.99,-0.10,0.00,3.99
594000,32.69,0.00,3.98,-0.10,0.00,3.98
594500,32.69,-0.01,3.98,0.10,0.00,3.98
595000,32.69,0.00,3.98,0.00,0.00,3.98
595500,32.69,-0.02,3.98,-0.10,0.00,3.98
596000,32.69,-0.02,3.98,-0.40,0.00,3.98
596500,32.69,-0.02,3.98,-0.30,0.00,3.98
597000,32.69,-0.02,3.99,-0.20,0.00,3.99
597500,32.69,-0.01,3.99,0.00,0.00,3.99
598000,32.75,-0.04,3.98,-0.10,0.00,3.98
598500,32.69,0.00,3.99,-0.10,0.00,3.99
599000,32.75,-0.01,3.98,0.30,0.00,3.98
599500,32.69,-0.01,3.98,-0.40,0.00,3.98
600000,32.69,-0.01,3.98,0.00,0.00,3.98
600500,32.69,-0.01,3.98,-0.10,0.00,3.98
601000,32.69,-0.01,3.98,-0.20,0.00,3.98
601500,32.69,-0.02,3.98,-0.40,0.00,3.98
602000,32.69,0.01,3.98,-0.20,0.00,3.98
602500,32.69,-0.01,3.99,-0.20,0.00,3.99
603000,32.69,-0.02,3.98,-0.20,0.00,3.98
603500,32.69,0.01,3.98,-0.10,0.00,3.98
604000,32.69,-0.02,3.99,-0.20,0.00,3.99
604500,32.63,-0.02,3.98,-0.10,0.00,3.98
605000,32.63,-0.01,3.98,-0.10,0.00,3.98
605500,32.69,0.00,3.98,-0.20,0.00,3.98
606000,32.69,-0.01,3.98,-0.20,0.00,3.98
606500,32.69,-0.02,3.99,-0.10,0.00,3.99
607000,32.69,-0.02,3.98,-0.20,0.00,3.98
607500,32.69,-0.02,3.98,0.00,0.00,3.98
608000,32.75,0.00,3.98,0.00,0.00,3.98
608500,32.75,-0.01,3.98,0.00,0.00,3.98
609000,32.69,-0.01,3.98,0.00,0.00,3.98
609500,32.69,-0.03,3.99,-0.20,0.00,3.99
610000,32.69,0.00,3.99,0.20,0.00,3.99
610500,32.69,-0.02,3.98,-0.20,0.00,3.98
611000,32.69,-0.01,3.98,-0.30,0.00,3.98
611500,32.69,0.00,3.99,-0.10,0.00,3.99
612000,32.69,-0.02,3.98,-0.20,0.00,3.98
612500,32.69,-0.02,3.98,0.10,0.00,3.98
613000,32.69,-0.02,3.98,-0.10,0.00,3.98
613500,32.75,-0.01,3.98,-0.20,0.00,3.98
614000,32.69,-0.03,3.99,-0.10,0.00,3.99
614500,32.69,0.00,3.99,-0.10,0.00,3.99
615000,32.69,0.00,3.98,0.00,0.00,3.98
615500,32.69,-0.01,3.98,-0.20,0.00,3.98
616000,32.69,0.01,3.98,0.00,0.00,3.98
616500,32.69,-0.05,3.99,-0.20,0.00,3.99
617000,32.69,0.00,3.98,-0.10,0.00,3.98
617500,32.69,-0.01,3.98,-0.10,0.00,3.98
618000,32.69,0.00,3.98,-0.30,0.00,3.98
618500,32.69,-0.03,3.98,-0.30,0.00,3.98
619000,32.63,0.01,3.98,-0.20,0.00,3.98
619500,32.63,0.00,3.98,0.00,0.00,3.98
620000,32.69,-0.03,3.98,-0.30,0.00,3.98
620500,32.63,0.00,3.98,0.00,0.00,3.98
621000,32.63,-0.01,3.98,-0.10,0.00,3.98
621500,32.63,-0.01,3.99,-0.10,0.00,3.99
622000,32.63,-0.01,3.98,-0.20,0.00,3.98
622500,32.63,-0.01,3.99,-0.20,0.00,3.99
623000,32.63,-0.02,3.98,-0.10,0.00,3.98
623500,32.63,0.00,3.99,-0.10,0.00,3.99
624000,32.56,0.00,3.98,-0.10,0.00,3.98
624500,32.56,-0.01,3.98,0.00,0.00,3.98
625000,32.56,-0.02,3.98,-0.10,0.00,3.98
625500,32.56,-0.02,3.98,-0.20,0.00,3.98
626000,32.50,-0.01,3.98,-0.10,0.00,3.98
626500,32.50,0.01,3.99,-0.20,0.00,3.99
627000,32.50,-0.01,3.98,0.10,0.00,3.98
627500,32.50,-0.04,3.99,-0.10,0.00,3.99
628000,32.50,0.00,3.98,-0.40,0.00,3.98
628500,32.50,-0.02,3.98,-0.20,0.00,3.98
629000,32.50,-0.01,3.98,0.00,0.00,3.98
629500,32.44,0.00,3.98,-0.10,0.00,3.98
630000,32.44,-0.02,3.98,0.10,0.00,3.98
630500,32.44,-0.03,3.98,-0.10,0.00,3.98
631000,32.44,0.01,3.98,-0.20,0.00,3.98
631500,32.44,0.00,3.98,-0.10,0.00,3.98
632000,32.38,0.00,3.99,-0.10,0.00,3.99
632500,32.38,0.01,3.98,-0.10,0.00,3.98
633000,32.38,0.01,3.99,0.20,0.00,3.99
633500,32.38,0.02,3.99,0.00,0.00,3.99
634000,32.38,0.00,3.98,0.00,0.00,3.98
634500,32.38,-0.01,3.98,-0.50,0.00,3.98
635000,32.38,-0.03,3.98,-0.30,0.00,3.98
635500,32.31,-0.04,3.98,-0.10,0.00,3.98
636000,32.38,-0.02,3.98,-0.20,0.00,3.98
636500,32.31,0.03,3.99,-0.30,0.00,3.99
637000,32.31,-0.03,3.98,0.10,0.00,3.98
637500,32.31,0.00,3.99,-0.10,0.00,3.99
638000,32.31,-0.02,3.98,0.00,0.00,3.98
