Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
1128000,34.19,0.01,3.99,-0.20,0.00,3.99
1128500,34.19,0.00,3.98,-0.20,0.00,3.98
1129000,34.19,0.01,3.98,-0.20,0.00,3.98
1129500,34.19,0.00,3.98,0.20,0.00,3.98
1130000,34.19,0.00,3.98,-0.10,0.00,3.98
1130500,34.19,0.00,3.98,-0.10,0.00,3.98
1131000,34.19,-0.03,3.98,0.00,0.00,3.98
1131500,34.13,-0.03,3.98,-0.20,0.00,3.98
1132000,34.19,-0.01,3.98,-0.10,0.00,3.98
1132500,34.13,-0.01,3.98,0.00,0.00,3.98
1133000,34.13,-0.02,3.99,0.10,0.00,3.99
1133500,34.13,-0.02,3.99,0.00,0.00,3.99
1134000,34.13,-0.01,3.98,0.10,0.00,3.98
1134500,34.13,-0.01,3.98,-0.20,0.00,3.98
1135000,34.13,0.00,3.98,-0.10,0.00,3.98
1135500,34.13,0.00,3.98,-0.10,0.00,3.98
1136000,34.13,-0.02,3.98,0.00,0.00,3.98
1136500,34.13,-0.02,3.99,0.00,0.00,3.99
1137000,34.13,-0.01,3.99,-0.10,0.00,3.99
1137500,34.13,0.00,3.99,0.00,0.00,3.99
1138000,34.13,-0.01,3.98,0.10,0.00,3.98
1138500,34.13,-0.03,3.98,-0.10,0.00,3.98
1139000,34.13,-0.02,3.99,-0.20,0.00,3.99
1139500,34.13,0.00,3.98,-0.30,0.00,3.98
1140000,34.13,0.01,3.98,-0.30,0.00,3.98
1140500,34.06,-0.05,3.98,-0.20,0.00,3.98
1141000,34.06,0.02,3.98,-0.30,0.00,3.98
1141500,34.06,-0.01,3.98,-0.30,0.00,3.98
1142000,34.06,0.03,3.99,-0.20,0.00,3.99
1142500,34.06,0.00,3.98,0.00,0.00,3.98
1143000,34.06,0.00,3.98,0.10,0.00,3.98
1143500,34.06,0.01,3.98,-0.10,0.00,3.98
1144000,34.06,0.00,3.98,0.20,0.00,3.98
1144500,34.06,-0.03,3.98,0.00,0.00,3.98
1145000,34.06,-0.01,3.99,-0.30,0.00,3.99
1145500,34.06,0.02,3.98,0.00,0.00,3.98
1146000,34.06,0.02,3.98,0.00,0.00,3.98
1146500,34.06,0.02,3.98,-0.10,0.00,3.98
1147000,34.06,-0.01,3.98,0.00,0.00,3.98
1147500,34.06,0.00,3.98,0.00,0.00,3.98
1148000,34.06,0.00,3.98,-0.20,0.00,3.98
1148500,34.00,-0.01,3.98,-0.30,0.00,3.98
1149000,34.00,0.01,3.98,-0.20,0.00,3.98
1149500,34.06,0.02,3.98,-0.10,0.00,3.98
1150000,34.06,0.02,3.99,0.00,0.00,3.99
1150500,34.06,0.00,3.98,-0.10,0.00,3.98
1151000,34.06,-0.02,3.98,0.00,0.00,3.98
1151500,34.00,-0.01,3.98,-0.20,0.00,3.98
1152000,34.00,0.00,3.98,0.10,0.00,3.98
1152500,34.00,-0.04,3.98,0.20,0.00,3.98
1153000,34.00,0.00,3.99,0.00,0.00,3.99
1153500,34.00,-0.01,3.98,0.10,0.00,3.98
1154000,33.94,-0.03,3.98,-0.10,0.00,3.98
1154500,34.00,-0.02,3.98,0.20,0.00,3.98
1155000,34.00,-0.01,3.98,-0.10,0.00,3.98
1155500,34.00,-0.01,3.98,-0.10,0.00,3.98
1156000,33.94,-0.01,3.98,-0.40,0.00,3.98
1156500,33.94,0.01,3.98,-0.30,0.00,3.98
1157000,33.94,0.02,3.98,0.10,0.00,3.98
1157500,33.94,0.00,3.99,-0.10,0.00,3.99
1158000,33.94,-0.01,3.98,0.20,0.00,3.98
1158500,33.94,0.00,3.99,-0.10,0.00,3.99
1159000,33.94,0.00,3.98,0.00,0.00,3.98
1159500,33.94,-0.03,3.99,-0.20,0.00,3.99
1160000,33.94,0.00,3.98,-0.10,0.00,3.98
1160500,33.94,-0.04,3.98,-0.10,0.00,3.98
1161000,33.94,-0.01,3.98,-0.30,0.00,3.98
1161500,33.88,-0.03,3.98,-0.30,0.00,3.98
1162000,33.88,-0.01,3.98,-0.20,0.00,3.98
1162500,33.88,-0.05,3.99,0.20,0.00,3.99
1163000,33.94,0.00,3.98,-0.20,0.00,3.98
1163500,33.88,-0.02,3.98,0.10,0.00,3.98
1164000,33.88,-0.01,3.98,-0.30,0.00,3.98
1164500,33.94,0.01,3.98,-0.20,0.00,3.98
1165000,33.94,-0.01,3.99,-0.10,0.00,3.99
1165500,33.88,-0.01,3.98,-0.30,0.00,3.98
1166000,33.94,0.01,3.98,-0.10,0.00,3.98
1166500,33.88,-0.01,3.99,-0.20,0.00,3.99
1167000,33.88,-0.02,3.98,-0.20,0.00,3.98
1167500,33.88,-0.01,3.99,-0.10,0.00,3.99
1168000,33.88,-0.02,3.98,0.10,0.00,3.98
1168500,33.88,0.00,3.99,-0.10,0.00,3.99
1169000,33.88,-0.02,3.98,-0.10,0.00,3.98
1169500,33.88,0.00,3.99,0.00,0.00,3.99
1170000,33.88,0.00,3.99,-0.20,0.00,3.99
1170500,33.88,0.01,3.99,-0.20,0.00,3.99
1171000,33.88,-0.02,3.98,0.10,0.00,3.98
1171500,33.88,-0.01,3.98,-0.20,0.00,3.98
1172000,33.88,-0.01,3.98,0.10,0.00,3.98
1172500,33.88,-0.02,3.98,-0.30,0.00,3.98
1173000,33.88,0.02,3.98,0.00,0.00,3.98
1173500,33.88,-0.01,3.98,0.00,0.00,3.98
1174000,33.81,-0.03,3.98,-0.10,0.00,3.98
1174500,33.88,-0.02,3.99,-0.10,0.00,3.99
1175000,33.88,-0.04,3.98,0.00,0.00,3.98
1175500,33.88,0.00,3.98,-0.20,0.00,3.98
1176000,33.88,0.01,3.99,-0.30,0.00,3.99
1176500,33.88,-0.01,3.98,0.10,0.00,3.98
1177000,33.81,-0.01,3.98,0.20,0.00,3.98
1177500,33.81,0.00,3.98,-0.10,0.00,3.98
1178000,33.88,-0.01,3.98,0.10,0.00,3.98
1178500,33.81,0.01,3.98,0.10,0.00,3.98
1179000,33.88,0.01,3.99,-0.30,0.00,3.99
1179500,33.81,0.01,3.98,-0.10,0.00,3.98
1180000,33.81,-0.01,3.98,0.00,0.00,3.98
1180500,33.81,0.02,3.98,-0.10,0.00,3.98
1181000,33.81,-0.01,3.98,0.00,0.00,3.98
1181500,33.81,-0.02,3.98,-0.10,0.00,3.98
1182000,33.81,0.01,3.98,0.00,0.00,3.98
1182500,33.75,-0.03,3.99,-0.20,0.00,3.99
1183000,33.81,0.04,3.98,-0.10,0.00,3.98
1183500,33.81,-0.02,3.99,-0.10,0.00,3.99
1184000,33.81,0.01,3.98,0.10,4.00,3.98
1184500,33.81,-0.01,3.99,-0.30,0.00,3.99
1185000,33.81,0.02,3.98,-0.20,0.00,3.98
1185500,33.81,0.00,3.98,-0.10,0.00,3.98
1186000,33.81,-0.02,3.98,0.20,0.00,3.98
1186500,33.81,0.00,3.98,0.00,0.00,3.98
1187000,33.75,-0.01,3.99,0.20,0.00,3.99
1187500,33.75,-0.01,3.98,0.10,0.00,3.98
1188000,33.81,0.01,3.98,-0.10,0.00,3.98
1188500,33.81,-0.01,3.98,-0.30,0.00,3.98
1189000,33.81,-0.03,3.98,0.00,0.00,3.98
1189500,33.81,-0.03,3.99,-0.20,0.00,3.99
1190000,33.81,0.00,3.98,0.10,0.00,3.98
1190500,33.81,-0.01,3.98,-0.20,0.00,3.98
1191000,33.81,0.00,3.98,-0.20,0.00,3.98
1191500,33.81,-0.01,3.99,0.00,0.00,3.99
1192000,33.75,-0.02,3.99,-0.10,0.00,3.99
1192500,33.81,-0.02,3.98,-0.20,0.00,3.98
1193000,33.81,-0.02,3.98,-0.10,0.00,3.98
1193500,33.81,-0.01,3.98,-0.20,0.00,3.98
1194000,33.81,-0.02,3.99,0.00,0.00,3.99
1194500,33.81,-0.01,3.98,0.00,0.00,3.98
1195000,33.81,-0.01,3.98,0.00,0.00,3.98
1195500,33.81,0.00,3.98,-0.10,0.00,3.98
1196000,33.81,-0.02,3.99,0.10,0.00,3.99
1196500,33.81,0.00,3.98,-0.20,0.00,3.98
1197000,33.75,0.00,3.98,-0.50,0.00,3.98
1197500,33.75,0.00,3.98,-0.20,0.00,3.98
1198000,33.81,-0.02,3.98,-0.10,0.00,3.98
1198500,33.81,-0.01,3.98,-0.10,0.00,3.98
1199000,33.81,-0.03,3.98,-0.20,0.00,3.98
1199500,33.81,0.00,3.98,0.00,0.00,3.98
1200000,33.81,-0.03,3.98,-0.30,0.00,3.98
1200500,33.81,0.02,3.99,-0.30,0.00,3.99
1201000,33.81,0.00,3.99,-0.10,0.00,3.99
1201500,33.75,-0.01,3.98,0.10,0.00,3.98
1202000,33.75,0.00,3.98,0.10,0.00,3.98
1202500,33.75,-0.01,3.99,0.00,0.00,3.99
1203000,33.81,-0.01,3.98,-0.10,0.00,3.98
1203500,33.75,-0.02,3.98,0.00,0.00,3.98
1204000,33.75,0.00,3.99,0.00,0.00,3.99
1204500,33.75,0.00,3.98,-0.10,0.00,3.98
1205000,33.75,0.01,3.98,-0.10,0.00,3.98
1205500,33.75,-0.02,3.98,-0.20,0.00,3.98
1206000,33.75,0.01,3.98,0.10,0.00,3.98
1206500,33.69,-0.02,3.98,-0.10,0.00,3.98
1207000,33.69,0.03,3.99,0.10,0.00,3.99
1207500,33.75,-0.02,3.98,0.10,0.00,3.98
1208000,33.75,-0.01,3.99,0.00,0.00,3.99
1208500,33.75,-0.02,3.98,-0.20,0.00,3.98
1209000,33.75,-0.01,3.98,0.00,0.00,3.98
1209500,33.75,-0.01,3.98,-0.10,0.00,3.98
1210000,33.75,-0.04,3.98,-0.10,0.00,3.98
1210500,33.75,-0.03,3.98,0.00,0.00,3.98
1211000,33.75,-0.04,3.98,-0.10,0.00,3.98
1211500,33.75,0.00,3.98,-0.10,0.00,3.98
1212000,33.75,0.01,3.98,0.00,0.00,3.98
1212500,33.69,-0.01,3.98,-0.10,0.00,3.98
1213000,33.69,-0.02,3.98,-0.20,0.00,3.98
1213500,33.69,-0.02,3.98,-0.30,0.00,3.98
1214000,33.69,-0.01,3.98,-0.30,0.00,3.98
1214500,33.69,-0.03,3.98,0.00,0.00,3.98
1215000,33.69,-0.04,3.98,-0.40,0.00,3.98
1215500,33.69,-0.03,3.98,0.00,0.00,3.98
1216000,33.63,-0.04,3.98,-0.30,0.00,3.98
1216500,33.63,0.00,3.99,-0.30,0.00,3.99
1217000,33.63,-0.01,3.98,-0.10,0.00,3.98
1217500,33.63,-0.01,3.98,-0.10,0.00,3.98
1218000,33.63,-0.02,3.98,-0.30,0.00,3.98
1218500,33.63,-0.02,3.98,-0.20,0.00,3.98
1219000,33.63,-0.01,3.98,0.20,0.00,3.98
1219500,33.63,-0.03,3.98,-0.10,0.00,3.98
1220000,33.63,-0.04,3.98,-0.20,0.00,3.98
1220500,33.56,-0.02,3.98,0.10,0.00,3.98
1221000,33.56,-0.01,3.98,-0.20,0.00,3.98
1221500,33.56,-0.02,3.98,-0.20,0.00,3.98
1222000,33.56,0.01,3.98,0.20,0.00,3.98
1222500,33.56,0.00,3.98,-0.10,0.00,3.98
1223000,33.56,-0.03,3.98,-0.20,0.00,3.98
1223500,33.56,-0.01,3.99,0.10,0.00,3.99
1224000,33.56,0.00,3.98,-0.40,0.00,3.98
1224500,33.56,-0.02,3.98,-0.10,0.00,3.98
1225000,33.50,0.00,3.98,0.10,0.00,3.98
1225500,33.50,-0.03,3.99,-0.20,0.00,3.99
1226000,33.50,0.00,3.98,-0.10,0.00,3.98
1226500,33.44,-0.01,3.98,0.00,0.00,3.98
1227000,33.50,0.01,3.98,-0.10,0.00,3.98
1227500,33.44,0.01,3.99,-0.20,0.00,3.99
1228000,33.50,0.02,3.98,0.00,0.00,3.98
1228500,33.50,0.01,3.98,-0.10,0.00,3.98
1229000,33.50,0.00,3.98,0.10,0.00,3.98
1229500,33.50,0.00,3.99,0.00,0.00,3.99
1230000,33.50,-0.03,3.98,0.00,0.00,3.98
1230500,33.50,-0.02,3.98,0.00,0.00,3.98
1231000,33.50,-0.02,3.98,-0.20,0.00,3.98
1231500,33.44,0.00,3.98,0.10,0.00,3.98
1232000,33.44,-0.01,3.99,-0.30,0.00,3.99
1232500,33.44,-0.01,3.98,0.10,0.00,3.98
1233000,33.50,-0.02,3.98,0.00,0.00,3.98
1233500,33.50,-0.01,3.98,-0.20,0.00,3.98
1234000,33.50,-0.02,3.98,-0.20,0.00,3.98
1234500,33.50,-0.02,3.98,-0.30,0.00,3.98
1235000,33.50,0.00,3.98,-0.20,0.00,3.98
1235500,33.50,-0.01,3.99,-0.20,0.00,3.99
1236000,33.44,-0.04,3.98,-0.10,0.00,3.98
1236500,33.44,-0.03,3.98,-0.40,0.00,3.98
1237000,33.44,0.00,3.98,0.00,0.00,3.98
1237500,33.44,-0.01,3.98,0.00,0.00,3.98
1238000,33.44,0.00,3.98,-0.10,0.00,3.98
1238500,33.44,0.02,3.98,-0.20,0.00,3.98
1239000,33.44,-0.03,3.98,-0.10,0.00,3.98
1239500,33.44,-0.04,3.98,-0.10,0.00,3.98
1240000,33.38,0.00,3.98,0.10,0.00,3.98
1240500,33.38,0.00,3.98,-0.10,0.00,3.98
1241000,33.38,-0.03,3.98,-0.10,0.00,3.98
1241500,33.38,-0.03,3.98,-0.40,0.00,3.98
1242000,33.38,-0.02,3.98,-0.10,0.00,3.98
1242500,33.38,-0.01,3.98,-0.10,0.00,3.98
1243000,33.38,0.00,3.98,-0.10,0.00,3.98
1243500,33.38,0.00,3.98,-0.10,0.00,3.98
1244000,33.38,0.02,3.98,-0.40,0.00,3.98
1244500,33.38,-0.01,3.99,-0.10,0.00,3.99
1245000,33.38,-0.01,3.98,-0.30,0.00,3.98
1245500,33.38,-0.01,3.99,-0.20,0.00,3.99
1246000,33.38,0.02,3.98,0.00,0.00,3.98
1246500,33.38,-0.01,3.98,-0.20,0.00,3.98
1247000,33.38,0.00,3.98,-0.10,0.00,3.98
1247500,33.38,0.00,3.98,-0.20,0.00,3.98
1248000,33.38,-0.02,3.98,0.00,0.00,3.98
1248500,33.38,-0.01,3.99,0.00,0.00,3.99
1249000,33.38,-0.01,3.99,0.10,0.00,3.99
1249500,33.38,-0.02,3.98,0.00,0.00,3.98
1250000,33.38,-0.02,3.98,-0.20,0.00,3.98
1250500,33.38,0.00,3.98,-0.10,0.00,3.98
1251000,33.31,0.00,3.98,0.00,0.00,3.98
1251500,33.31,0.01,3.99,0.10,0.00,3.99
1252000,33.31,-0.01,3.99,-0.10,0.00,3.99
1252500,33.31,-0.01,3.98,-0.30,0.00,3.98
1253000,33.31,0.00,3.98,-0.10,0.00,3.98
1253500,33.31,0.01,3.98,0.00,0.00,3.98
1254000,33.31,0.01,3.98,-0.20,0.00,3.98
1254500,33.25,-0.03,3.99,-0.10,0.00,3.99
1255000,33.31,0.00,3.98,-0.20,0.00,3.98
1255500,33.25,0.01,3.99,-0.20,0.00,3.99
1256000,33.25,-0.02,3.99,-0.20,0.00,3.99
1256500,33.25,0.01,3.98,-0.10,0.00,3.98
1257000,33.19,0.01,3.98,0.00,0.00,3.98
1257500,33.19,-0.03,3.98,0.00,0.00,3.98
1258000,33.19,-0.02,3.98,-0.10,0.00,3.98
1258500,33.19,0.02,3.98,-0.20,0.00,3.98
1259000,33.19,-0.02,3.98,-0.10,0.00,3.98
1259500,33.19,0.00,3.99,-0.20,0.00,3.99
1260000,33.19,0.02,3.98,-0.10,0.00,3.98
1260500,33.19,-0.01,3.98,-0.10,0.00,3.98
1261000,33.19,-0.01,3.98,0.10,0.00,3.98
1261500,33.19,-0.01,3.98,-0.10,0.00,3.98
1262000,33.19,-0.02,3.98,-0.10,0.00,3.98
1262500,33.19,0.00,3.98,0.10,0.00,3.98
1263000,33.19,0.00,3.98,0.00,0.00,3.98
1263500,33.19,-0.03,3.98,0.10,0.00,3.98
1264000,33.13,-0.01,3.99,0.00,0.00,3.99
1264500,33.19,-0.01,3.98,-0.10,0.00,3.98
1265000,33.13,-0.01,3.98,-0.20,0.00,3.98
1265500,33.13,-0.01,3.98,-0.30,0.00,3.98
1266000,33.13,-0.02,3.98,-0.20,0.00,3.98
1266500,33.13,-0.03,3.98,0.00,0.00,3.98
1267000,33.13,0.01,3.98,0.10,0.00,3.98
1267500,33.13,-0.02,3.98,-0.10,0.00,3.98
1268000,33.13,-0.02,3.98,0.00,0.00,3.98
1268500,33.06,-0.02,3.99,0.10,0.00,3.99
1269000,33.06,0.00,3.98,0.10,0.00,3.98
1269500,33.06,0.00,3.98,-0.40,0.00,3.98
1270000,33.06,-0.02,3.98,-0.10,0.00,3.98
1270500,33.06,-0.01,3.98,-0.20,0.00,3.98
1271000,33.00,0.00,3.98,-0.10,0.00,3.98
1271500,33.06,0.01,3.98,-0.10,0.00,3.98
1272000,33.00,-0.01,3.98,0.10,0.00,3.98
1272500,33.00,-0.02,3.98,-0.10,0.00,3.98
1273000,33.00,-0.02,3.99,0.00,0.00,3.99
1273500,33.00,0.01,3.98,-0.20,0.00,3.98
1274000,33.00,-0.01,3.98,-0.40,0.00,3.98
1274500,33.00,-0.02,3.98,-0.40,0.00,3.98
1275000,33.00,-0.02,3.98,-0.20,0.00,3.98
1275500,33.00,-0.02,3.98,-0.30,0.00,3.98
1276000,33.00,0.00,3.98,-0.20,0.00,3.98
1276500,33.00,0.00,3.99,0.10,0.00,3.99
1277000,33.00,0.00,3.98,0.00,0.00,3.98
1277500,33.00,-0.01,3.98,-0.30,0.00,3.98
1278000,33.00,-0.03,3.98,-0.20,0.00,3.98
1278500,33.00,0.00,3.98,0.10,0.00,3.98
1279000,32.94,-0.02,3.98,-0.30,0.00,3.98
1279500,32.94,-0.03,3.98,0.00,0.00,3.98
1280000,32.94,-0.04,3.98,-0.20,0.00,3.98
1280500,32.94,0.00,3.98,-0.10,0.00,3.98
1281000,32.94,-0.02,3.99,-0.20,0.00,3.99
1281500,32.94,0.00,3.98,0.00,0.00,3.98
1282000,32.94,-0.02,3.99,-0.10,0.00,3.99
1282500,32.94,-0.02,3.98,0.00,0.00,3.98
1283000,32.88,-0.03,3.99,0.10,0.00,3.99
1283500,32.88,-0.03,3.98,0.00,0.00,3.98
1284000,32.88,-0.01,3.98,-0.10,0.00,3.98
1284500,32.88,-0.02,3.98,-0.20,0.00,3.98
1285000,32.88,0.00,3.98,-0.20,0.00,3.98
1285500,32.94,0.01,3.98,0.10,0.00,3.98
1286000,32.94,-0.02,3.99,-0.30,0.00,3.99
1286500,32.94,-0.03,3.98,-0.20,0.00,3.98
1287000,32.94,-0.02,3.99,-0.10,0.00,3.99
1287500,32.94,-0.01,3.98,0.10,0.00,3.98
1288000,32.94,-0.03,3.99,0.00,0.00,3.99
1288500,32.94,-0.01,3.99,-0.20,0.00,3.99
1289000,32.94,-0.02,3.98,-0.20,0.00,3.98
1289500,32.94,-0.03,3.98,-0.10,0.00,3.98
1290000,32.94,-0.01,3.98,-0.10,0.00,3.98
1290500,32.94,-0.03,3.98,-0.10,0.00,3.98
1291000,32.94,0.00,3.99,-0.30,0.00,3.99
1291500,32.94,0.01,3.98,-0.30,0.00,3.98
1292000,32.94,0.00,3.98,-0.10,0.00,3.98
1292500,32.94,0.01,3.98,-0.30,0.00,3.98
1293000,33.00,-0.01,3.99,-0.30,0.00,3.99
1293500,32.94,0.01,3.98,-0.20,0.00,3.98
1294000,32.94,-0.01,3.98,0.00,0.00,3.98
1294500,32.88,-0.03,3.98,-0.10,0.00,3.98
1295000,32.88,-0.02,3.98,-0.10,0.00,3.98
1295500,32.81,-0.02,3.99,-0.20,0.00,3.99
1296000,32.81,-0.01,3.98,0.00,0.00,3.98
1296500,32.88,-0.02,3.98,-0.10,0.00,3.98
1297000,32.81,-0.01,3.98,-0.10,0.00,3.98
1297500,32.88,-0.02,3.98,-0.10,0.00,3.98
1298000,32.88,0.01,3.98,-0.30,0.00,3.98
1298500,32.88,-0.01,3.99,-0.10,0.00,3.99
1299000,32.88,0.00,3.98,-0.20,0.00,3.98
1299500,32.81,0.01,3.98,0.10,0.00,3.98
1300000,32.81,-0.02,3.98,-0.10,0.00,3.98
1300500,32.81,-0.01,3.98,0.10,0.00,3.98
1301000,32.81,-0.01,3.98,-0.30,0.00,3.98
1301500,32.81,-0.02,3.98,0.10,0.00,3.98
1302000,32.81,0.00,3.99,-0.10,0.00,3.99
1302500,32.81,0.01,3.98,-0.20,0.00,3.98
1303000,32.81,-0.01,3.98,-0.10,0.00,3.98
1303500,32.81,-0.01,3.98,0.00,0.00,3.98
1304000,32.81,-0.01,3.98,-0.30,0.00,3.98
1304500,32.81,-0.01,3.98,-0.10,0.00,3.98
1305000,32.81,-0.03,3.98,-0.20,0.00,3.98
1305500,32.81,-0.02,3.98,-0.10,0.00,3.98
1306000,32.81,0.01,3.98,0.00,0.00,3.98
1306500,32.81,0.01,3.98,-0.10,0.00,3.98
1307000,32.81,-0.04,3.98,0.10,0.00,3.98
1307500,32.81,-0.01,3.98,-0.20,0.00,3.98
1308000,32.81,-0.02,3.98,0.00,0.00,3.98
1308500,32.81,0.00,3.99,0.00,0.00,3.99
1309000,32.81,0.00,3.98,-0.20,0.00,3.98
1309500,32.75,-0.02,3.98,-0.10,0.00,3.98
1310000,32.75,0.00,3.99,-0.10,0.00,3.99
1310500,32.75,-0.02,3.99,-0.10,0.00,3.99
1311000,32.75,-0.02,3.98,0.00,0.00,3.98
1311500,32.75,-0.02,3.98,-0.30,0.00,3.98
1312000,32.75,-0.03,3.98,-0.20,0.00,3.98
1312500,32.69,0.00,3.98,-0.50,4.00,3.98
1313000,32.75,-0.01,3.98,-0.20,0.00,3.98
1313500,32.75,0.00,3.98,0.00,0.00,3.98
1314000,32.69,-0.02,3.98,-0.10,0.00,3.98
1314500,32.69,-0.01,3.98,-0.20,0.00,3.98
1315000,32.69,-0.02,3.98,0.00,0.00,3.98
1315500,32.69,-0.01,3.98,-0.20,0.00,3.98
1316000,32.69,-0.03,3.98,0.00,0.00,3.98
1316500,32.69,-0.01,3.98,-0.20,0.00,3.98
1317000,32.69,0.00,3.98,-0.10,0.00,3.98
1317500,32.69,-0.01,3.98,-0.10,0.00,3.98
1318000,32.69,-0.02,3.98,-0.10,0.00,3.98
1318500,32.69,-0.01,3.98,0.00,0.00,3.98
1319000,32.63,0.00,3.99,-0.20,0.00,3.99
1319500,32.56,0.01,3.98,-0.30,0.00,3.98
1320000,32.63,-0.02,3.98,0.00,0.00,3.98
1320500,32.56,0.00,3.99,-0.20,0.00,3.99
1321000,32.63,-0.02,3.98,-0.20,0.00,3.98
1321500,32.63,-0.02,3.98,-0.20,0.00,3.98
1322000,32.56,-0.01,3.98,0.00,0.00,3.98
1322500,32.56,0.01,3.98,-0.10,0.00,3.98
1323000,32.56,-0.01,3.99,-0.20,0.00,3.99
1323500,32.56,-0.01,3.98,-0.30,0.00,3.98
1324000,32.56,-0.02,3.99,-0.40,0.00,3.99
1324500,32.56,-0.02,3.98,-0.10,0.00,3.98
1325000,32.56,-0.01,3.98,-0.20,0.00,3.98
1325500,32.56,-0.01,3.98,0.10,0.00,3.98
1326000,32.50,0.01,3.98,0.00,0.00,3.98
1326500,32.50,-0.02,3.98,0.00,0.00,3.98
1327000,32.50,-0.02,3.98,0.00,0.00,3.98
1327500,32.50,-0.01,3.98,-0.20,0.00,3.98
1328000,32.50,-0.01,3.98,0.00,0.00,3.98
1328500,32.50,-0.04,3.98,0.00,0.00,3.98
1329000,32.50,-0.03,3.98,-0.30,0.00,3.98
1329500,32.44,-0.01,3.98,-0.10,0.00,3.98
1330000,32.44,-0.02,3.99,0.10,0.00,3.99
1330500,32.44,0.00,3.99,0.10,0.00,3.99
1331000,32.44,-0.01,3.98,0.10,0.00,3.98
1331500,32.44,0.00,3.98,-0.10,0.00,3.98
1332000,32.44,-0.03,3.98,-0.20,0.00,3.98
1332500,32.44,-0.01,3.98,0.00,0.00,3.98
1333000,32.44,-0.01,3.99,0.10,0.00,3.99
1333500,32.44,0.01,3.99,-0.30,0.00,3.99
1334000,32.44,-0.01,3.98,-0.10,0.00,3.98
1334500,32.44,-0.02,3.98,-0.20,0.00,3.98
1335000,32.44,-0.01,3.98,-0.10,0.00,3.98
1335500,32.38,0.00,3.98,-0.10,0.00,3.98
1336000,32.44,-0.02,3.99,-0.30,0.00,3.99
1336500,32.44,-0.01,3.98,0.10,0.00,3.98
1337000,32.44,0.00,3.98,-0.10,0.00,3.98
1337500,32.38,0.01,3.98,0.10,0.00,3.98
1338000,32.38,-0.02,3.99,-0.30,0.00,3.99
1338500,32.44,0.01,3.98,0.00,0.00,3.98
1339000,32.44,0.00,3.98,-0.10,0.00,3.98
1339500,32.44,-0.04,3.98,0.10,0.00,3.98
1340000,32.38,-0.03,3.99,0.00,0.00,3.99
1340500,32.44,-0.01,3.98,0.00,0.00,3.98
1341000,32.44,-0.01,3.98,-0.20,0.00,3.98
1341500,32.44,-0.01,3.98,0.00,0.00,3.98
1342000,32.44,-0.01,3.98,-0.10,0.00,3.98
1342500,32.44,-0.01,3.99,-0.30,0.00,3.99
1343000,32.44,-0.02,3.98,-0.10,0.00,3.98
1343500,32.44,-0.01,3.99,-0.20,0.00,3.99
1344000,32.44,0.00,3.98,-0.10,0.00,3.98
1344500,32.44,-0.03,3.98,0.00,0.00,3.98
1345000,32.44,-0.01,3.98,-0.20,0.00,3.98
1345500,32.38,0.01,3.98,-0.10,0.00,3.98
1346000,32.38,-0.01,3.98,-0.10,0.00,3.98
1346500,32.38,-0.02,3.98,-0.10,0.00,3.98
1347000,32.38,-0.02,3.98,0.20,0.00,3.98
1347500,32.38,-0.01,3.98,-0.20,0.00,3.98
1348000,32.38,-0.01,3.99,0.10,0.00,3.99
1348500,32.31,-0.02,3.98,0.10,0.00,3.98
1349000,32.31,-0.03,3.98,0.00,0.00,3.98
1349500,32.31,-0.01,3.98,-0.20,0.00,3.98
1350000,32.31,0.01,3.99,-0.10,0.00,3.99
1350500,32.31,-0.02,3.98,0.00,0.00,3.98
1351000,32.31,-0.01,3.98,-0.20,0.00,3.98
1351500,32.31,0.02,3.98,-0.10,0.00,3.98
1352000,32.31,-0.02,3.98,-0.30,0.00,3.98
1352500,32.31,0.00,3.98,0.10,0.00,3.98
1353000,32.25,-0.01,3.98,-0.10,0.00,3.98
1353500,32.25,-0.01,3.98,-0.10,0.00,3.98
1354000,32.25,0.01,3.98,-0.10,0.00,3.98
1354500,32.25,0.00,3.98,-0.40,0.00,3.98
1355000,32.31,-0.02,3.98,-0.20,0.00,3.98
1355500,32.25,0.00,3.99,-0.20,0.00,3.99
1356000,32.25,-0.02,3.98,-0.30,0.00,3.98
1356500,32.25,-0.01,3.98,-0.10,0.00,3.98
1357000,32.25,-0.01,3.99,0.00,0.00,3.99
1357500,32.25,0.02,3.99,-0.20,0.00,3.99
1358000,32.25,0.01,3.99,-0.10,0.00,3.99
1358500,32.25,-0.01,3.98,0.00,0.00,3.98
1359000,32.25,-0.01,3.98,0.10,0.00,3.98
1359500,32.25,-0.01,3.98,0.20,0.00,3.98
1360000,32.25,-0.02,3.99,0.10,0.00,3.99
1360500,32.19,-0.02,3.98,-0.40,0.00,3.98
1361000,32.19,-0.02,3.98,0.00,0.00,3.98
1361500,32.19,-0.01,3.98,-0.30,0.00,3.98
1362000,32.19,-0.03,3.98,0.00,0.00,3.98
1362500,32.19,-0.03,3.98,-0.30,0.00,3.98
1363000,32.19,-0.02,3.98,0.30,0.00,3.98
1363500,32.19,0.00,3.98,-0.10,0.00,3.98
1364000,32.19,0.01,3.98,0.00,0.00,3.98
1364500,32.19,-0.01,3.98,0.00,0.00,3.98
1365000,32.19,0.02,3.98,-0.10,0.00,3.98
1365500,32.13,-0.02,3.98,-0.20,0.00,3.98
