"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.451478708E0,4.719835052E0,-7.956105194E0,3.901037750E0,1.003964881E1
2.461515708E0,5.009033661E0,-6.641838226E0,3.557801514E0,9.047783422E0
2.471552708E0,3.862118683E0,-6.277196503E0,2.688259735E0,7.845119314E0
2.481589708E0,2.964435425E0,-6.328988800E0,2.512225800E0,7.426658407E0
2.491626708E0,2.941682739E0,-6.154302063E0,2.806064758E0,7.375834234E0
2.501663708E0,3.009491730E0,-6.419849854E0,3.062930603E0,7.723539117E0
2.511700708E0,2.968027954E0,-6.985523529E0,3.348087616E0,8.295566261E0
2.521736708E0,3.275039520E0,-7.511080627E0,3.645519104E0,8.968390357E0
2.531773708E0,4.345762939E0,-8.819509735E0,3.912114716E0,1.058177911E1
2.541810708E0,4.261188812E0,-9.649982758E0,3.304228821E0,1.105431253E1
2.551847708E0,6.030808868E0,-9.919572144E0,4.045936432E0,1.229382645E1
2.561884708E0,4.306993561E0,-9.692793732E0,3.769910431E0,1.125667218E1
2.571921708E0,5.102738800E0,-9.834399261E0,4.392615509E0,1.191840690E1
2.581958708E0,5.237608337E0,-9.248966675E0,3.995641022E0,1.135522227E1
2.591995708E0,4.692442017E0,-9.296717377E0,3.409010925E0,1.095761477E1
2.602032708E0,3.489094391E0,-9.553433533E0,2.911894684E0,1.057927231E1
2.612069708E0,2.227368164E0,-9.685758362E0,2.371219025E0,1.021752238E1
2.622106708E0,2.677781525E0,-1.035426819E1,2.137105865E0,1.090635618E1
2.632143708E0,2.559976501E0,-1.079315552E1,2.242037659E0,1.131690853E1
2.642180708E0,3.167712708E0,-1.036938675E1,1.788929901E0,1.098903342E1
2.652217708E0,4.877756653E0,-8.620274048E0,4.188290405E-1,9.913478319E0
2.662254708E0,4.126019897E0,-6.824757843E0,1.102906494E0,8.050947928E0
2.672291708E0,3.411256256E0,-6.013145599E0,1.130598907E0,7.005201149E0
2.682328708E0,5.094356232E0,-6.899153137E0,7.328759766E-1,8.607432057E0
2.692365708E0,3.625909882E0,-8.354127502E0,1.360520782E0,9.208131493E0
2.702402333E0,3.311563568E0,-8.824449463E0,1.644629974E0,9.567767208E0
2.712439333E0,4.030518494E0,-8.316705322E0,2.063608704E0,9.469485077E0
2.722476333E0,4.043691101E0,-8.482410736E0,2.517764282E0,9.728405142E0
2.732513333E0,5.352569275E0,-8.079598389E0,2.042951660E0,9.904724098E0
2.742550333E0,5.613626404E0,-8.585995331E0,1.277144165E0,1.033746654E1
2.752587333E0,3.740870819E0,-8.976533203E0,2.385738831E0,1.001319193E1
2.762624333E0,5.100643158E0,-8.461154938E0,1.936522980E0,1.006766233E1
2.772661333E0,4.668491821E0,-7.877518616E0,2.241738281E0,9.427380651E0
2.782698333E0,4.354145508E0,-7.475305023E0,2.261646881E0,8.941689712E0
2.792735333E0,3.677851868E0,-7.725285187E0,1.621278534E0,8.708339087E0
2.802772333E0,2.945574646E0,-7.904612274E0,1.474134521E0,8.563432594E0
2.812809333E0,2.595303040E0,-8.478518829E0,1.016985168E0,8.924972730E0
2.822846333E0,2.466720428E0,-8.355175323E0,1.145118713E0,8.786635376E0
2.832883333E0,2.743195496E0,-7.100334778E0,2.834505615E0,8.122456375E0
2.842920333E0,3.092868347E0,-7.835755463E0,2.650089111E0,8.831074147E0
2.852956333E0,3.527265015E0,-8.291707306E0,3.883524170E0,9.812021632E0
2.862993333E0,4.750521240E0,-8.894803162E0,3.658092957E0,1.072691099E1
2.873030333E0,5.819747772E0,-9.480684814E0,3.629652100E0,1.170159062E1
2.883067333E0,5.893694000E0,-9.391620026E0,2.525398407E0,1.137171020E1
2.893104333E0,5.218747559E0,-1.009889923E1,2.858605499E0,1.172154926E1
2.903141333E0,4.695585480E0,-1.073432785E1,2.782413940E0,1.204226493E1
2.913178333E0,3.545676727E0,-1.027717850E1,8.663983154E-1,1.090609313E1
2.923215333E0,1.495839386E0,-9.138496399E0,-6.833290100E-1,9.285288926E0
2.933252333E0,-1.247954865E0,-8.409063263E0,-1.167572021E-2,8.501168898E0
2.943289333E0,-2.762056274E0,-8.304281158E0,1.688339081E0,8.912941673E0
2.953326333E0,-1.954186249E0,-7.869435425E0,2.547103271E0,8.499093650E0
2.963363333E0,1.460812225E0,-7.398963776E0,1.187929688E0,7.634776634E0
2.973400333E0,3.011437683E0,-7.222780151E0,5.465135193E-1,7.844487686E0
2.983437333E0,3.557053070E0,-7.136709137E0,1.374142456E0,8.091570388E0
2.993474333E0,3.597768402E0,-7.436685333E0,1.778900757E0,8.450604364E0
3.003511333E0,2.368674316E0,-8.106692047E0,2.139650574E0,8.712472585E0
3.013548333E0,2.525548096E0,-7.793842621E0,2.046843567E0,8.444639991E0
3.023585333E0,3.341052246E0,-7.554041290E0,1.501677246E0,8.395308480E0
3.033622333E0,3.942651215E0,-8.230933685E0,1.634002075E0,9.271608852E0
3.043659333E0,4.097878418E0,-9.320667572E0,1.522633667E0,1.029494365E1
3.053696333E0,3.900438995E0,-1.019724472E1,2.418820038E0,1.118248249E1
3.063733333E0,1.338815918E0,-1.058014847E1,2.577190704E0,1.097150316E1
3.073770333E0,2.213297424E0,-1.102532272E1,1.306632843E0,1.132094148E1
3.083807333E0,4.017345886E0,-1.079105988E1,9.377998352E-1,1.155272737E1
3.093844333E0,3.392844543E0,-9.725126495E0,4.751119995E-1,1.031092677E1
3.103881333E0,3.132535858E0,-9.206155701E0,9.235794067E-1,9.768269172E0
3.113918333E0,2.350112915E-1,-9.394015045E0,1.650168457E0,9.540744463E0
3.123955333E0,-1.589544525E0,-1.025292892E1,-2.552192688E-1,1.037855193E1
3.133992333E0,-3.357518005E-1,-1.033435959E1,-1.623972931E0,1.046656608E1
3.144029333E0,1.962419128E-1,-9.662706299E0,-2.086660767E0,9.887393846E0
3.154066333E0,9.166937256E-1,-9.218130798E0,-1.750459900E0,9.427532692E0
3.164103333E0,2.005230103E0,-9.312434692E0,-4.333488464E-1,9.535731691E0
